"COD_UF","NOME_UF","COD_MUNICIPIO","ANO","COD_MESO","NOME_MESO","COD_MICRO","NOME_MICRO","NOME_MUNICIPIO","INDICADOR_329","DESVIOS_PIOR_INDICADOR_329","INDICADOR_62","DESVIOS_MELHOR_INDICADOR_62","INDICADOR_199","DESVIOS_MELHOR_INDICADOR_199","INDICADOR_200","DESVIOS_MELHOR_INDICADOR_200","INDICADOR_333","DESVIOS_MELHOR_INDICADOR_333","INDICADOR_181","DESVIOS_PIOR_INDICADOR_181","INDICADOR_182","DESVIOS_PIOR_INDICADOR_182","INDICADOR_188","DESVIOS_MELHOR_INDICADOR_188","INDICADOR_189","DESVIOS_MELHOR_INDICADOR_189","INDICADOR_289","DESVIOS_MELHOR_INDICADOR_289","INDICADOR_290","DESVIOS_PIOR_INDICADOR_290","INDICADOR_202","DESVIOS_PIOR_INDICADOR_202","INDICADOR_184","DESVIOS_PIOR_INDICADOR_184","INDICADOR_7","DESVIOS_NEUTRO_INDICADOR_7","INDICADOR_201","DESVIOS_MELHOR_INDICADOR_201"
25,"Paraíba",2504603,"2007",2504,"Mata Paraibana",250422,"João Pessoa","Conde",NA,NA,65.788785158,-1,3.2,1,2.9,1,NA,NA,4.6,2,NA,NA,75,1,NA,NA,62.7272727273,-1,NA,NA,30.7692307692,2,22.0318181818,-1,1633.7748950009,-1,NA,NA
25,"Paraíba",2504603,"2008",2504,"Mata Paraibana",250422,"João Pessoa","Conde",NA,NA,73.3364908639,1,NA,NA,NA,NA,NA,NA,4.2,2,NA,NA,76.4,1,NA,NA,74.4680851064,2,NA,NA,34.6153846154,2,19.0340425532,-1,2101.8940832099,-1,NA,NA
25,"Paraíba",2504603,"2009",2504,"Mata Paraibana",250422,"João Pessoa","Conde",NA,NA,79.1860967728,2,3.9,1,3.3,1,NA,NA,5.1,1,NA,NA,79.1,1,NA,NA,69.2,1,NA,NA,33.7448559671,2,17.852,-1,2175.1995270898,-1,0.715596,-1
25,"Paraíba",2504603,"2010",2504,"Mata Paraibana",250422,"João Pessoa","Conde",21.9178497584819,2,76.5740192619,1,NA,NA,NA,NA,87.5553635389076,-2,3.6,1,NA,NA,80.3,1,NA,NA,73.8955823293,2,NA,NA,33.1275720165,1,17.4417670683,-1,2470.9084338364,-1,NA,NA
25,"Paraíba",2504603,"2011",2504,"Mata Paraibana",250422,"João Pessoa","Conde",NA,NA,74.5679075421,1,4,1,3.1,-1,NA,NA,3.8,1,NA,NA,81.1,1,NA,NA,89.9598393574,2,8.8353413655,1,28.8065843621,2,16.1285140562,1,3049.0101195219,1,0.538408,-1
25,"Paraíba",2504603,"2012",2504,"Mata Paraibana",250422,"João Pessoa","Conde",NA,NA,75.53,2,NA,NA,NA,NA,NA,NA,3.6,1,NA,NA,79.7,-1,NA,NA,90.251572327,2,21.0691823899,1,29.46428571,2,13.8301886792,1,3155.37,-1,NA,NA
25,"Paraíba",2504702,"2000",2502,"Borborema",250210,"Cariri Ocidental","Congo",34.9707015438378,1,NA,NA,NA,NA,NA,NA,86.824678027107,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
25,"Paraíba",2504702,"2007",2502,"Borborema",250210,"Cariri Ocidental","Congo",NA,NA,68.6332860256,1,3.5,1,2.9,1,NA,NA,4.6,2,NA,NA,73.8,1,NA,NA,60.6060606061,-1,NA,NA,46.9696969697,-3,31.6060606061,-3,2041.0769305462,1,NA,NA
25,"Paraíba",2504702,"2008",2502,"Borborema",250210,"Cariri Ocidental","Congo",NA,NA,74.5307943444,2,NA,NA,NA,NA,NA,NA,8.3,1,NA,NA,71.1,-1,NA,NA,20.5882352941,-2,NA,NA,41.4141414141,-1,15.0882352941,1,1972.4765682056,-1,NA,NA
25,"Paraíba",2504702,"2009",2502,"Borborema",250210,"Cariri Ocidental","Congo",NA,NA,79.4227623092,2,3.6,1,NA,NA,NA,NA,8.2,-1,NA,NA,77.4,1,NA,NA,66.0714285714,1,NA,NA,41.1111111111,-1,15.8035714286,1,2359.9520486282,1,0.698974,-1
25,"Paraíba",2504702,"2010",2502,"Borborema",250210,"Cariri Ocidental","Congo",29.5918192463009,1,74.2502411214,1,NA,NA,NA,NA,93.7623570439107,1,6.6,1,NA,NA,75.7,-1,NA,NA,71.6981132075,1,NA,NA,41.1111111111,-1,15.7735849057,1,2920.1035501888,1,NA,NA
25,"Paraíba",2504702,"2011",2502,"Borborema",250210,"Cariri Ocidental","Congo",NA,NA,71.2032531455,1,4.4,1,3.6,1,NA,NA,7,-1,NA,NA,80.6,-1,NA,NA,74,1,0,2,35.8024691358,-1,15.04,1,3364.0653324468,1,0.560997,-1
25,"Paraíba",2504702,"2012",2502,"Borborema",250210,"Cariri Ocidental","Congo",NA,NA,60.16,-1,NA,NA,NA,NA,NA,NA,5.2,1,NA,NA,86,1,NA,NA,77.2727272727,1,1.5151515152,2,41.54411765,-1,13.0303030303,1,3251.99,1,NA,NA
25,"Paraíba",2504801,"2000",2501,"Sertão Paraibano",250105,"Piancó","Coremas",41.497209886517,-1,NA,NA,NA,NA,NA,NA,84.6788128855621,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
25,"Paraíba",2504801,"2007",2501,"Sertão Paraibano",250105,"Piancó","Coremas",NA,NA,49.7277917346,-3,2.5,-2,NA,NA,NA,NA,11.8,-1,NA,NA,73.2,-1,NA,NA,60.8695652174,-1,NA,NA,43.5483870968,-2,15.7391304348,1,1984.4395636874,1,NA,NA
25,"Paraíba",2504801,"2008",2501,"Sertão Paraibano",250105,"Piancó","Coremas",NA,NA,47.3236104927,-3,NA,NA,NA,NA,NA,NA,9.9,-1,NA,NA,69.6,-1,NA,NA,60.7142857143,1,NA,NA,48.7037037037,-2,16.5446428571,1,2203.9677467039,1,NA,NA
25,"Paraíba",2504801,"2009",2501,"Sertão Paraibano",250105,"Piancó","Coremas",NA,NA,57.4919979186,-2,3,-2,3.3,1,NA,NA,9.6,-1,NA,NA,70.6,-1,NA,NA,61.4754098361,1,NA,NA,48.0842911877,-3,14.106557377,2,2669.6464765324,1,0.587753,-2
25,"Paraíba",2504801,"2010",2501,"Sertão Paraibano",250105,"Piancó","Coremas",34.5842147612037,-1,52.8808569355,-2,NA,NA,NA,NA,89.4003119040361,-2,16.6,-3,NA,NA,69.1,-2,NA,NA,68.75,1,NA,NA,45.4106280193,-2,14.4895833333,1,3146.4937973429,2,NA,NA
25,"Paraíba",2504801,"2011",2501,"Sertão Paraibano",250105,"Piancó","Coremas",NA,NA,53.3338562429,-2,3.1,-2,NA,NA,NA,NA,16.4,-4,NA,NA,71.9,-2,NA,NA,62.2641509434,1,17.9245283019,1,38.8888888889,-1,14.1037735849,1,3066.9942140468,1,0.468887,-2
25,"Paraíba",2504801,"2012",2501,"Sertão Paraibano",250105,"Piancó","Coremas",NA,NA,53.4,-2,NA,NA,NA,NA,NA,NA,11.3,-2,NA,NA,72.8,-2,NA,NA,66.3265306122,-1,19.387755102,1,42.96875,-1,16.1530612245,-1,3431.76,1,NA,NA
25,"Paraíba",2504850,"2000",2502,"Borborema",250210,"Cariri Ocidental","Coxixola",26.1967070878433,2,NA,NA,NA,NA,NA,NA,89.8866206120298,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
25,"Paraíba",2504850,"2007",2502,"Borborema",250210,"Cariri Ocidental","Coxixola",NA,NA,68.4934809934,1,NA,NA,NA,NA,NA,NA,0.9,2,NA,NA,73.2,-1,NA,NA,64.7058823529,-1,NA,NA,38.8888888889,-1,10.4117647059,3,5003.6010075301,4,NA,NA
25,"Paraíba",2504850,"2008",2502,"Borborema",250210,"Cariri Ocidental","Coxixola",NA,NA,65.3007588069,1,NA,NA,NA,NA,NA,NA,0,3,NA,NA,75.6,1,NA,NA,43.75,-1,NA,NA,38.8888888889,1,10.75,2,5699.8418987775,4,NA,NA
25,"Paraíba",2504850,"2009",2502,"Borborema",250210,"Cariri Ocidental","Coxixola",NA,NA,63.362880226,-1,NA,NA,NA,NA,NA,NA,1.8,2,NA,NA,91.1,3,NA,NA,94.1176470588,3,NA,NA,36.4197530864,1,9.4117647059,3,6360.0889615292,4,NA,NA
25,"Paraíba",2504850,"2010",2502,"Borborema",250210,"Cariri Ocidental","Coxixola",24.3381045586605,2,62.434781754,-1,NA,NA,NA,NA,91.1508347796541,-1,0,2,NA,NA,89.9,2,NA,NA,81.25,2,NA,NA,36.4197530864,1,10.25,3,6599.4808317978,4,NA,NA
25,"Paraíba",2504850,"2011",2502,"Borborema",250210,"Cariri Ocidental","Coxixola",NA,NA,60.5850925171,-2,NA,NA,NA,NA,NA,NA,0,2,NA,NA,80.2,-1,NA,NA,80,1,0,2,35.8024691358,-1,9.8,2,7150.8036734694,4,NA,NA
25,"Paraíba",2504850,"2012",2502,"Borborema",250210,"Cariri Ocidental","Coxixola",NA,NA,60.63,-1,NA,NA,NA,NA,NA,NA,2.9,1,NA,NA,89.6,2,NA,NA,76.4705882353,1,0,2,36.11111111,1,11.1176470588,2,6274.73,4,NA,NA
25,"Paraíba",2504900,"2000",2504,"Mata Paraibana",250421,"Sapé","Cruz do Espírito Santo",44.4338041128577,-1,NA,NA,NA,NA,NA,NA,81.9085379489269,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
25,"Paraíba",2504900,"2007",2504,"Mata Paraibana",250421,"Sapé","Cruz do Espírito Santo",NA,NA,64.9812783713,-1,3,-1,2.8,-1,NA,NA,6.7,1,NA,NA,75,1,NA,NA,32.2314049587,-1,NA,NA,33.3333333333,1,24.9338842975,-2,1299.2912275929,-1,NA,NA
25,"Paraíba",2504900,"2008",2504,"Mata Paraibana",250421,"Sapé","Cruz do Espírito Santo",NA,NA,60.44799666,-1,NA,NA,NA,NA,NA,NA,7.5,1,NA,NA,77.6,1,NA,NA,41.2698412698,-1,NA,NA,35.4938271605,2,22.1111111111,-2,1807.9266126316,-1,NA,NA
25,"Paraíba",2504900,"2009",2504,"Mata Paraibana",250421,"Sapé","Cruz do Espírito Santo",NA,NA,58.1460095821,-2,2.9,-2,3,-1,NA,NA,6.9,1,NA,NA,75.3,-1,NA,NA,40.1515151515,-1,NA,NA,35.4938271605,1,21.7575757576,-2,1707.0636028929,-1,0.825273,1
25,"Paraíba",2504900,"2010",2504,"Mata Paraibana",250421,"Sapé","Cruz do Espírito Santo",34.6654931311522,-1,66.8969006554,-1,NA,NA,NA,NA,88.9549633483903,-2,7,-1,NA,NA,74,-1,NA,NA,40.1515151515,-1,NA,NA,35.1851851852,1,22.4772727273,-2,1912.0987969557,-1,NA,NA
25,"Paraíba",2504900,"2011",2504,"Mata Paraibana",250421,"Sapé","Cruz do Espírito Santo",NA,NA,67.1717280193,-1,3,-2,2.3,-2,NA,NA,8.7,-1,NA,NA,73.5,-2,NA,NA,35.2517985612,-2,7.9136690647,1,33.3333333333,1,20.4532374101,-2,2458.6854941963,-1,0.596116,-1
25,"Paraíba",2504900,"2012",2504,"Mata Paraibana",250421,"Sapé","Cruz do Espírito Santo",NA,NA,58.45,-1,NA,NA,NA,NA,NA,NA,6.4,-1,NA,NA,82,-1,NA,NA,42.9347826087,-2,11.4130434783,1,32.56578947,1,15.7282608696,-1,2719.82,-1,NA,NA
25,"Paraíba",2505006,"2000",2502,"Borborema",250209,"Seridó Oriental Paraibano","Cubati",34.7526153456645,1,NA,NA,NA,NA,NA,NA,83.7377934576382,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
25,"Paraíba",2505006,"2007",2502,"Borborema",250209,"Seridó Oriental Paraibano","Cubati",NA,NA,69.5406389698,1,3.1,-1,2.6,-1,NA,NA,8.4,1,NA,NA,62.9,-2,NA,NA,71,-1,NA,NA,34.0579710145,1,19,1,1670.0556985176,-1,NA,NA
25,"Paraíba",2505006,"2008",2502,"Borborema",250209,"Seridó Oriental Paraibano","Cubati",NA,NA,66.4643934472,1,NA,NA,NA,NA,NA,NA,7.9,1,NA,NA,67.1,-2,NA,NA,80.8988764045,2,NA,NA,39.3719806763,1,18.9550561798,-1,1995.785645552,-1,NA,NA
25,"Paraíba",2505006,"2009",2502,"Borborema",250209,"Seridó Oriental Paraibano","Cubati",NA,NA,77.1037542573,1,3.4,-1,3.2,1,NA,NA,6.3,1,11.6,1,72.4,-1,71.6,-1,76.9230769231,2,NA,NA,37.962962963,1,20,-1,1763.9908895209,-1,0.737338,1
25,"Paraíba",2505006,"2010",2502,"Borborema",250209,"Seridó Oriental Paraibano","Cubati",29.0321980400783,1,73.0482364731,1,NA,NA,NA,NA,94.569219116681,2,3.2,2,2.1,2,71.6,-2,74.7,-1,84.2696629213,2,NA,NA,38.8888888889,-1,18.3370786517,-1,1987.2604123646,-1,NA,NA
25,"Paraíba",2505006,"2011",2502,"Borborema",250209,"Seridó Oriental Paraibano","Cubati",NA,NA,79.9870624716,2,3.9,1,3.5,1,NA,NA,6.3,-1,10.3,1,76.9,-1,67.7,-1,84.5238095238,2,9.5238095238,1,33.5858585859,1,18.9404761905,-1,2312.4892331867,-1,0.622859,1
25,"Paraíba",2505006,"2012",2502,"Borborema",250209,"Seridó Oriental Paraibano","Cubati",NA,NA,67.19,1,NA,NA,NA,NA,NA,NA,1.9,2,NA,NA,76.6,-1,NA,NA,93.3333333333,2,4,2,39.58333333,-1,21.36,-2,2594.09,-1,NA,NA
25,"Paraíba",2505204,"2000",2503,"Agreste Paraibano",250316,"Guarabira","Cuitegi",46.3321407358849,-1,NA,NA,NA,NA,NA,NA,84.2432094877138,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
25,"Paraíba",2505204,"2007",2503,"Agreste Paraibano",250316,"Guarabira","Cuitegi",NA,NA,68.9989650385,1,3.2,1,NA,NA,NA,NA,6,1,NA,NA,68.3,-1,NA,NA,42.8571428571,-1,NA,NA,33.0409356725,1,28.5,-3,1705.6493865756,-1,NA,NA
25,"Paraíba",2505204,"2008",2503,"Agreste Paraibano",250316,"Guarabira","Cuitegi",NA,NA,64.2782392248,-1,NA,NA,NA,NA,NA,NA,4.2,2,NA,NA,77.7,1,NA,NA,40,-1,NA,NA,37.2222222222,1,25.22,-2,1803.0569750119,-1,NA,NA
25,"Paraíba",2505204,"2009",2503,"Agreste Paraibano",250316,"Guarabira","Cuitegi",NA,NA,70.3515178897,1,3.3,-1,NA,NA,NA,NA,3.5,2,NA,NA,84.1,2,NA,NA,36.9230769231,-1,NA,NA,38.3040935673,1,18.2307692308,-1,2104.4041164056,-1,0.649279,-1
25,"Paraíba",2505204,"2010",2503,"Agreste Paraibano",250316,"Guarabira","Cuitegi",36.5931576541382,-1,69.7012972774,1,NA,NA,NA,NA,92.1399540670497,1,3.6,1,NA,NA,86.8,2,NA,NA,46.1538461538,-1,NA,NA,35.2941176471,1,22.2884615385,-2,2201.9869130719,-1,NA,NA
25,"Paraíba",2505204,"2011",2503,"Agreste Paraibano",250316,"Guarabira","Cuitegi",NA,NA,77.2168589789,2,3.3,-2,NA,NA,NA,NA,4,1,NA,NA,86.6,1,NA,NA,91.3793103448,2,8.6206896552,1,30.5555555556,1,18.0172413793,-1,2573.3071961723,-1,0.547196,-1
25,"Paraíba",2505204,"2012",2503,"Agreste Paraibano",250316,"Guarabira","Cuitegi",NA,NA,59.21,-1,NA,NA,NA,NA,NA,NA,1,2,NA,NA,91.9,2,NA,NA,64.5502645503,-1,17.9894179894,1,40.9375,-1,15.2804232804,1,2732.48,-1,NA,NA
25,"Paraíba",2505105,"2000",2503,"Agreste Paraibano",250312,"Curimataú Ocidental","Cuité",43.2696634086904,-1,NA,NA,NA,NA,NA,NA,86.0138909778337,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
25,"Paraíba",2505105,"2007",2503,"Agreste Paraibano",250312,"Curimataú Ocidental","Cuité",NA,NA,75.3060456657,1,2.9,-1,2.1,-2,NA,NA,12.3,-1,NA,NA,65.3,-1,NA,NA,36.1963190184,-1,NA,NA,36.25,-1,17.3742331288,1,1571.1899253233,-1,NA,NA
25,"Paraíba",2505105,"2008",2503,"Agreste Paraibano",250312,"Curimataú Ocidental","Cuité",NA,NA,75.8155510677,2,NA,NA,NA,NA,NA,NA,5.9,1,NA,NA,69.3,-1,NA,NA,47.7707006369,-1,NA,NA,41.2698412698,-1,17.5414012739,1,1745.4951379562,-1,NA,NA
25,"Paraíba",2505105,"2009",2503,"Agreste Paraibano",250312,"Curimataú Ocidental","Cuité",NA,NA,72.9477653371,1,3.3,-1,2.7,-1,NA,NA,5,1,NA,NA,74,-1,NA,NA,54.1666666667,1,NA,NA,41.4414414414,-1,18.5138888889,-1,1905.6508955936,-1,0.78687,1
25,"Paraíba",2505105,"2010",2503,"Agreste Paraibano",250312,"Curimataú Ocidental","Cuité",32.8004643329248,-1,69.122897163,1,NA,NA,NA,NA,92.1384521853209,1,3.4,1,NA,NA,76.4,-1,NA,NA,52.8985507246,-1,NA,NA,40.6906906907,-1,19.0652173913,-1,2220.0998914747,-1,NA,NA
25,"Paraíba",2505105,"2011",2503,"Agreste Paraibano",250312,"Curimataú Ocidental","Cuité",NA,NA,68.6518515915,1,4.7,2,3.7,2,NA,NA,0.2,2,NA,NA,93.7,3,NA,NA,72.2627737226,1,13.8686131387,1,35.5902777778,-1,19.5912408759,-1,2427.1362062547,-1,0.601382,-1
25,"Paraíba",2505105,"2012",2503,"Agreste Paraibano",250312,"Curimataú Ocidental","Cuité",NA,NA,69.26,1,NA,NA,NA,NA,NA,NA,10.5,-2,NA,NA,77.9,-1,NA,NA,82.7586206897,1,0,2,32.63888889,1,17.9568965517,-1,3349.1,1,NA,NA
25,"Paraíba",2505238,"2000",2504,"Mata Paraibana",250420,"Litoral Norte","Cuité de Mamanguape",53.415538648696,-2,NA,NA,NA,NA,NA,NA,80.4972921505022,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
25,"Paraíba",2505238,"2007",2504,"Mata Paraibana",250420,"Litoral Norte","Cuité de Mamanguape",NA,NA,75.6246437405,2,3.2,1,3.2,1,NA,NA,9.7,-1,8.9,1,74.5,1,87.9,1,75.2136752137,-1,NA,NA,34.375,1,24.1025641026,-2,1454.8420039315,-1,NA,NA
25,"Paraíba",2505238,"2008",2504,"Mata Paraibana",250420,"Litoral Norte","Cuité de Mamanguape",NA,NA,70.1436864477,1,NA,NA,NA,NA,NA,NA,5.8,1,0,2,84.1,2,100,2,71.7948717949,2,NA,NA,39.5833333333,1,20.2136752137,-1,1675.7340943385,-1,NA,NA
25,"Paraíba",2505238,"2009",2504,"Mata Paraibana",250420,"Litoral Norte","Cuité de Mamanguape",NA,NA,75.4135377129,1,2.9,-2,2.8,-1,NA,NA,13.4,-2,3.2,2,71,-1,96.8,2,72.1153846154,2,NA,NA,37.6543209877,1,24.3653846154,-2,1988.4414615333,-1,0.629589,-1
25,"Paraíba",2505238,"2010",2504,"Mata Paraibana",250420,"Litoral Norte","Cuité de Mamanguape",43.1848102711475,-2,74.2635139551,1,NA,NA,NA,NA,93.2677561552507,1,9.3,-1,NA,NA,69.6,-2,NA,NA,76.9230769231,2,NA,NA,37.962962963,-1,22.6057692308,-2,2185.4824330456,-1,NA,NA
25,"Paraíba",2505238,"2011",2504,"Mata Paraibana",250420,"Litoral Norte","Cuité de Mamanguape",NA,NA,72.8008661482,1,3.5,-1,2.5,-2,NA,NA,9.6,-2,NA,NA,73.4,-2,NA,NA,79.6116504854,1,0,2,33.3333333333,1,22.359223301,-2,2525.0253119584,-1,0.526604,-1
25,"Paraíba",2505238,"2012",2504,"Mata Paraibana",250420,"Litoral Norte","Cuité de Mamanguape",NA,NA,75.37,2,NA,NA,NA,NA,NA,NA,2.4,2,NA,NA,92.2,2,NA,NA,90.1408450704,2,5.6338028169,2,33.125,1,15.1971830986,1,2939.75,-1,NA,NA
25,"Paraíba",2505303,"2000",2501,"Sertão Paraibano",250106,"Itaporanga","Curral Velho",41.4639042312772,-1,NA,NA,NA,NA,NA,NA,89.8823075089751,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
25,"Paraíba",2505303,"2007",2501,"Sertão Paraibano",250106,"Itaporanga","Curral Velho",NA,NA,50.3980402326,-3,3,-1,3.4,2,NA,NA,11.6,-1,NA,NA,79.7,1,NA,NA,69.7674418605,-1,NA,NA,38.2716049383,-1,18.8837209302,1,1513.7700450314,-1,NA,NA
25,"Paraíba",2505303,"2008",2501,"Sertão Paraibano",250106,"Itaporanga","Curral Velho",NA,NA,54.7780672809,-2,NA,NA,NA,NA,NA,NA,5.2,1,NA,NA,84.4,2,NA,NA,68.2926829268,1,NA,NA,40.9722222222,-1,16.0975609756,1,2323.5995660877,1,NA,NA
25,"Paraíba",2505303,"2009",2501,"Sertão Paraibano",250106,"Itaporanga","Curral Velho",NA,NA,59.5963582006,-2,3.4,-1,3.1,1,NA,NA,6.6,1,NA,NA,81.4,1,NA,NA,72.2222222222,2,NA,NA,39.6825396825,-1,17.6944444444,1,2526.885400158,1,0.711999,-1
25,"Paraíba",2505303,"2010",2501,"Sertão Paraibano",250106,"Itaporanga","Curral Velho",37.5909836151212,-1,39.2224154446,-4,NA,NA,NA,NA,91.9068145511745,1,4.7,1,NA,NA,87.6,2,NA,NA,58.1395348837,1,NA,NA,39.5833333333,-1,15.2558139535,1,2652.0221767328,1,NA,NA
25,"Paraíba",2505303,"2011",2501,"Sertão Paraibano",250106,"Itaporanga","Curral Velho",NA,NA,60.298280884,-2,3.9,1,2.8,-1,NA,NA,5.6,1,NA,NA,81.7,1,NA,NA,46.3414634146,-1,43.9024390244,-2,35.4166666667,-1,14.3414634146,1,3163.754040747,1,0.611007,1
25,"Paraíba",2505303,"2012",2501,"Sertão Paraibano",250106,"Itaporanga","Curral Velho",NA,NA,52.92,-2,NA,NA,NA,NA,NA,NA,5,1,NA,NA,85.2,1,NA,NA,85.3658536585,1,3.6585365854,2,32.35294118,1,16.1707317073,-1,2706.78,-1,NA,NA
25,"Paraíba",2505279,"2000",2504,"Mata Paraibana",250420,"Litoral Norte","Curral de Cima",60.8831754000956,-3,NA,NA,NA,NA,NA,NA,82.2546507935638,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
25,"Paraíba",2505279,"2007",2504,"Mata Paraibana",250420,"Litoral Norte","Curral de Cima",NA,NA,80.6117974965,2,3.2,1,3.8,2,NA,NA,5.1,1,NA,NA,83.1,2,NA,NA,68.9189189189,-1,NA,NA,34.8148148148,1,21.3378378378,-1,1742.8287196562,-1,NA,NA
25,"Paraíba",2505279,"2008",2504,"Mata Paraibana",250420,"Litoral Norte","Curral de Cima",NA,NA,73.8870678016,1,NA,NA,NA,NA,NA,NA,5.9,1,NA,NA,77.1,1,NA,NA,70.5128205128,2,NA,NA,37.037037037,1,19.3205128205,-1,2117.9301556709,-1,NA,NA
25,"Paraíba",2505279,"2009",2504,"Mata Paraibana",250420,"Litoral Norte","Curral de Cima",NA,NA,75.0959875108,1,3.6,1,3.2,1,NA,NA,5.4,1,NA,NA,79.1,1,NA,NA,77.1929824561,2,NA,NA,36.6666666667,1,26.1228070175,-3,2109.5287533688,-1,0.59388,-2
25,"Paraíba",2505279,"2010",2504,"Mata Paraibana",250420,"Litoral Norte","Curral de Cima",44.1664966087431,-2,66.1606526253,-1,NA,NA,NA,NA,94.3563251133108,2,4.7,1,NA,NA,79.4,1,NA,NA,80,2,NA,NA,35.5555555556,1,24.7166666667,-3,2308.8173532027,-1,NA,NA
25,"Paraíba",2505279,"2011",2504,"Mata Paraibana",250420,"Litoral Norte","Curral de Cima",NA,NA,56.8681435148,-2,3.9,1,3.4,1,NA,NA,4.4,1,NA,NA,77.6,-1,NA,NA,77.6119402985,1,4.4776119403,1,32.2222222222,1,21.1194029851,-2,2423.1772951977,-1,0.548673,-1
25,"Paraíba",2505279,"2012",2504,"Mata Paraibana",250420,"Litoral Norte","Curral de Cima",NA,NA,51.98,-2,NA,NA,NA,NA,NA,NA,7.3,-1,NA,NA,82.3,1,NA,NA,40.5405405405,-2,48.6486486486,-2,42.70833333,-1,13.5675675676,1,3708.73,1,NA,NA
25,"Paraíba",2505352,"2000",2503,"Agreste Paraibano",250312,"Curimataú Ocidental","Damião",54.4223047733479,-2,NA,NA,NA,NA,NA,NA,82.1824086435315,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
25,"Paraíba",2505352,"2007",2503,"Agreste Paraibano",250312,"Curimataú Ocidental","Damião",NA,NA,57.5598164586,-2,3.2,1,2.4,-1,NA,NA,13.8,-1,NA,NA,70,-1,NA,NA,73.2394366197,-1,NA,NA,31.25,2,24.8028169014,-2,1796.9004030652,-1,NA,NA
25,"Paraíba",2505352,"2008",2503,"Agreste Paraibano",250312,"Curimataú Ocidental","Damião",NA,NA,55.3750545189,-2,NA,NA,NA,NA,NA,NA,12.2,-1,NA,NA,74.2,-1,NA,NA,56.9620253165,1,NA,NA,36.1111111111,1,20.5696202532,-1,2149.0669096226,1,NA,NA
25,"Paraíba",2505352,"2009",2503,"Agreste Paraibano",250312,"Curimataú Ocidental","Damião",NA,NA,63.8656634649,-1,3.6,1,2.6,-1,NA,NA,7.7,-1,NA,NA,75.4,-1,NA,NA,83.8709677419,2,NA,NA,36.1111111111,1,25.5806451613,-3,2143.7623809404,-1,0.611355,-2
25,"Paraíba",2505352,"2010",2503,"Agreste Paraibano",250312,"Curimataú Ocidental","Damião",43.1148841957168,-2,61.851099594,-1,NA,NA,NA,NA,92.1106620723404,1,5.6,1,NA,NA,75,-1,NA,NA,85.4838709677,2,NA,NA,36.1111111111,1,22.5806451613,-2,2484.7778941475,-1,NA,NA
25,"Paraíba",2505352,"2011",2503,"Agreste Paraibano",250312,"Curimataú Ocidental","Damião",NA,NA,62.11755444,-1,4.1,1,3.1,-1,NA,NA,3.9,1,NA,NA,84.9,1,NA,NA,87.3015873016,2,15.873015873,1,33.3333333333,1,21.1111111111,-2,2875.967002254,1,0.655615,1
25,"Paraíba",2505352,"2012",2503,"Agreste Paraibano",250312,"Curimataú Ocidental","Damião",NA,NA,69.95,1,NA,NA,NA,NA,NA,NA,3.1,1,NA,NA,79.9,-1,NA,NA,81.8181818182,1,12.7272727273,1,36.80555556,1,24.2727272727,-3,3189.3,-1,NA,NA
25,"Paraíba",2505402,"2000",2501,"Sertão Paraibano",250107,"Serra do Teixeira","Desterro",39.3281926292268,1,NA,NA,NA,NA,NA,NA,84.438808146675,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
25,"Paraíba",2505402,"2007",2501,"Sertão Paraibano",250107,"Serra do Teixeira","Desterro",NA,NA,59.6853027808,-1,2.6,-2,2.8,-1,NA,NA,6.9,1,NA,NA,71.1,-1,NA,NA,67.0588235294,-1,NA,NA,35.0694444444,1,19.8235294118,-1,1803.8527275942,-1,NA,NA
25,"Paraíba",2505402,"2008",2501,"Sertão Paraibano",250107,"Serra do Teixeira","Desterro",NA,NA,61.7139642885,-1,NA,NA,NA,NA,NA,NA,6.6,1,NA,NA,69.6,-1,NA,NA,72.2891566265,2,NA,NA,40,-1,20.0481927711,-1,2011.1002089679,-1,NA,NA
