"REGIAO","ANO","INDICADOR_329","INDICADOR_62","INDICADOR_199","INDICADOR_200","INDICADOR_333","INDICADOR_181","INDICADOR_182","INDICADOR_188","INDICADOR_189","INDICADOR_289","INDICADOR_290","INDICADOR_202","INDICADOR_184","INDICADOR_7","INDICADOR_201"
"Paraíba",2000,40.1360566958862,NA,NA,NA,83.4964882649595,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Paraíba",2007,NA,67.7999220883,3.1,2.8,NA,8.9,15.4,73.1,79.7,52.2875816993,NA,36.1111111111,19.2737430168,1719.1779077002,NA
"Paraíba",2008,NA,66.145092658,NA,NA,NA,8.1,14.1,74.7,83.6,50.6493506494,NA,40.2777777778,17.6285714286,1959.2854203766,NA
"Paraíba",2009,NA,70.5958212695,3.5,3,NA,6.9,14.3,76.6,80.3,52.7777777778,NA,38.8888888889,17.8348623853,2092.018470103,0.7157615
"Paraíba",2010,31.3097548460227,69.9591752516,NA,NA,92.2030635524561,6.4,14.9,78.3,80.9,54.8387096774,NA,38.0952380952,17.1076923077,2356.8341951276,NA
"Paraíba",2011,NA,68.9001648189,3.8,3.1,NA,5.7,11.1,80.7,82,62.7565982405,17.3913043478,35.101010101,16.6961130742,2674.9492251595,0.5969005
"Brejo Paraibano",2012,NA,71.62,NA,NA,NA,7,NA,76.25,NA,68.83139947905,13.11911684985,39.296875,16.81228832695,2767.94,NA
"Cajazeiras",2012,NA,62.91,NA,NA,NA,6.9,NA,79.8,NA,57.8313253012,24.0740740741,40.77380952,14.474137931,3162.15,NA
"Campina Grande",2012,NA,66.965,NA,NA,NA,4.2,NA,83.2,NA,72.0591908092,18.6022311022,36.618589745,17.2178339658,2883.195,NA
"Cariri Ocidental",2012,NA,62.32,NA,NA,NA,4.5,NA,86,NA,77.8947368421,14.8148148148,41.54411765,13.0348837209,3398.91,NA
"Cariri Oriental",2012,NA,62.43,NA,NA,NA,4.05,NA,83.9,NA,73.8775510204,27.21936903885,40.736607145,15.50889914305,3295.405,NA
"Catolé do Rocha",2012,NA,68.55,NA,NA,NA,4.8,NA,86.2,NA,62.0512820513,22.2222222222,41.5,13.1785714286,3491.57,NA
"Curimataú Ocidental",2012,NA,69.26,NA,NA,NA,5.5,NA,79.9,NA,75.9162303665,12.7272727273,37.5,16.3975903614,3189.3,NA
"Curimataú Oriental",2012,NA,66.9,NA,NA,NA,5.5,NA,80.6,NA,70.1754385965,25,37.82051282,18.4137931034,2921.57,NA
"Esperança",2012,NA,69.955,NA,NA,NA,3.35,NA,87.15,NA,83.7166461985,23.366132571,36.919300765,16.71664546675,2686.98,NA
"Guarabira",2012,NA,63.955,NA,NA,NA,5.45,NA,81.85,NA,75.5115284165,19.60076960075,38.531698565,14.2519332519,2877.94,NA
"Itabaiana",2012,NA,67.91,NA,NA,NA,6.3,NA,80.4,NA,65,30.5555555556,35.22727273,14.78125,3021.97,NA
"Itaporanga",2012,NA,70.39,NA,NA,NA,8,NA,82.6,NA,60.6299212598,16.4705882353,40.46875,14.4912280702,3162.64,NA
"João Pessoa",2012,NA,71.025,NA,NA,NA,3.65,NA,84.1,NA,73.86579269315,24.96040723985,27.84891917,13.51124818575,3346.99,NA
"Litoral Norte",2012,NA,69.68,NA,NA,NA,5.7,NA,82,NA,75.2408477842,11.7647058824,34.375,15.5517241379,2935.15,NA
"Litoral Sul",2012,NA,63.875,NA,NA,NA,5.65,NA,79.2,NA,79.56100869355,24.59622764755,31.482954545,17.3490920608,2962.115,NA
"Patos",2012,NA,64.38,NA,NA,NA,4.5,NA,84.5,NA,83.3333333333,14.0350877193,40.9375,12.25,3344.45,NA
