"","COD_UF","NOME_UF","COD_MUNICIPIO","ANO","COD_MESO","NOME_MESO","COD_MICRO","NOME_MICRO","NOME_MUNICIPIO","INDICADOR_329","OUTLIER_INDICADOR_329","INDICADOR_62","OUTLIER_INDICADOR_62","INDICADOR_89","OUTLIER_INDICADOR_89","INDICADOR_90","OUTLIER_INDICADOR_90","INDICADOR_333","OUTLIER_INDICADOR_333","INDICADOR_73","OUTLIER_INDICADOR_73","INDICADOR_74","OUTLIER_INDICADOR_74","INDICADOR_80","OUTLIER_INDICADOR_80","INDICADOR_81","OUTLIER_INDICADOR_81","INDICADOR_176","OUTLIER_INDICADOR_176","INDICADOR_177","OUTLIER_INDICADOR_177","INDICADOR_202","OUTLIER_INDICADOR_202","INDICADOR_184","OUTLIER_INDICADOR_184","INDICADOR_7","OUTLIER_INDICADOR_7","INDICADOR_201","OUTLIER_INDICADOR_201"
"13",25,"Paraíba",2500304,2000,2503,"Agreste Paraibano",250315,"Brejo Paraibano","Alagoa Grande",46.5833286113553,0,NA,NA,NA,NA,NA,NA,80.6186395426684,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14",25,"Paraíba",2500304,2007,2503,"Agreste Paraibano",250315,"Brejo Paraibano","Alagoa Grande",NA,NA,67.3083726274249,0,3.5,0,2.6,0,NA,NA,7.6,0,14,0,72,0,78.3,0,80.6201550387597,0,NA,NA,35.8585858585859,0,21.636,0,1739.35400669047,0,NA,NA
"15",25,"Paraíba",2500304,2008,2503,"Agreste Paraibano",250315,"Brejo Paraibano","Alagoa Grande",NA,NA,73.4733288584878,0,NA,NA,NA,NA,NA,NA,7.7,0,19.1,0,72.5,0,71.5,0,68.0327868852459,0,NA,NA,39.6296296296296,0,20.9448818897638,0,1854.19150376917,0,NA,NA
"16",25,"Paraíba",2500304,2009,2503,"Agreste Paraibano",250315,"Brejo Paraibano","Alagoa Grande",NA,NA,80.362270531124,0,4.4,0,2.7,0,NA,NA,8.2,0,17,0,74,0,80,0,62.6984126984127,0,NA,NA,39.6296296296296,0,21.402390438247,0,1765.32677581206,0,0.820766,0
"17",25,"Paraíba",2500304,2010,2503,"Agreste Paraibano",250315,"Brejo Paraibano","Alagoa Grande",37.7935382069909,0,83.4282310885853,0,NA,NA,NA,NA,91.3851458253923,0,10.2,0,18.2,0,68.4,0,74,0,62.2222222222222,0,NA,NA,38.1313131313131,0,19.2463768115942,0,2008.48151095402,0,NA,NA
"18",25,"Paraíba",2500304,2011,2503,"Agreste Paraibano",250315,"Brejo Paraibano","Alagoa Grande",NA,NA,74.8012318148054,0,3.9,0,2.8,0,NA,NA,10.6,0,16.8,0,71.9,0,78.1,0,73.3333333333333,0,58,0,39.1414141414141,0,18.752688172043,0,2424.30300649847,0,0.622161,0
"19",25,"Paraíba",2500403,2000,2503,"Agreste Paraibano",250315,"Brejo Paraibano","Alagoa Nova",42.0692388337244,0,NA,NA,NA,NA,NA,NA,82.9926067070706,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"20",25,"Paraíba",2500403,2007,2503,"Agreste Paraibano",250315,"Brejo Paraibano","Alagoa Nova",NA,NA,75.6730246397883,0,4.3,0,2.2,0,NA,NA,17,0,28.2,0,61.9,0,58.3,0,87.012987012987,0,NA,NA,36.9918699186992,0,22.3630952380952,0,1357.48756316225,0,NA,NA
"21",25,"Paraíba",2500403,2008,2503,"Agreste Paraibano",250315,"Brejo Paraibano","Alagoa Nova",NA,NA,74.5411605854463,0,NA,NA,NA,NA,NA,NA,18.8,0,25.5,0,63,0,60.2,0,91.5492957746479,0,NA,NA,42.5925925925926,0,19.4896907216495,0,1557.0470693472,0,NA,NA
"22",25,"Paraíba",2500403,2009,2503,"Agreste Paraibano",250315,"Brejo Paraibano","Alagoa Nova",NA,NA,75.0953888719774,0,4,0,2.8,0,NA,NA,10.6,0,25,0,66,0,67.4,0,88.8888888888889,0,NA,NA,42.2979797979798,0,18.5628140703518,0,1908.89608268399,0,0.773712,0
"23",25,"Paraíba",2500403,2010,2503,"Agreste Paraibano",250315,"Brejo Paraibano","Alagoa Nova",29.717712528603,0,77.3193534706878,0,NA,NA,NA,NA,92.8327699861093,0,8.5,0,16.1,0,70.9,0,79.7,0,85.5263157894737,0,NA,NA,42.0454545454545,0,19.0324324324324,0,2126.26674325598,0,NA,NA
"24",25,"Paraíba",2500403,2011,2503,"Agreste Paraibano",250315,"Brejo Paraibano","Alagoa Nova",NA,NA,71.895902160153,0,3.9,0,3.7,0,NA,NA,8.4,0,11.5,0,77.2,0,82.8,0,85.3333333333333,0,54.6666666666667,0,40.6565656565657,0,20.1436781609195,0,2287.39047360913,0,0.667654,0
"25",25,"Paraíba",2500502,2000,2503,"Agreste Paraibano",250316,"Guarabira","Alagoinha",46.2071179644482,0,NA,NA,NA,NA,NA,NA,83.4114698571166,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"26",25,"Paraíba",2500502,2007,2503,"Agreste Paraibano",250316,"Guarabira","Alagoinha",NA,NA,68.8808825944779,0,3.7,0,2.6,0,NA,NA,14.3,0,16.6,0,76.2,0,82,0,83.3333333333333,0,NA,NA,36.8421052631579,0,20.2051282051282,0,1606.16641982558,0,NA,NA
"27",25,"Paraíba",2500502,2008,2503,"Agreste Paraibano",250316,"Guarabira","Alagoinha",NA,NA,70.9858389347163,0,NA,NA,NA,NA,NA,NA,20.2,0,17.8,0,68.2,0,78.4,0,48.5714285714286,0,NA,NA,42.3976608187134,0,17.6030534351145,0,1553.25720800186,0,NA,NA
"28",25,"Paraíba",2500502,2009,2503,"Agreste Paraibano",250316,"Guarabira","Alagoinha",NA,NA,71.9772616161633,0,3.7,0,2.7,0,NA,NA,17.3,0,19.8,0,73.8,0,77.3,0,82.8125,0,NA,NA,37.7777777777778,0,16.6737588652482,0,1725.69934438984,0,0.727745,0
"29",25,"Paraíba",2500502,2010,2503,"Agreste Paraibano",250316,"Guarabira","Alagoinha",37.3290413647934,0,79.1187495850365,0,NA,NA,NA,NA,94.5468921083571,0,21,0,19.9,0,67.7,0,74.9,0,84.6153846153846,0,NA,NA,37.5,0,20.5486725663717,0,2159.589965032,0,NA,NA
"30",25,"Paraíba",2500502,2011,2503,"Agreste Paraibano",250316,"Guarabira","Alagoinha",NA,NA,77.7152756289284,0,3.2,0,2.3,0,NA,NA,23.9,0,15,0,67.2,0,82.9,0,85.1851851851852,0,61.1111111111111,0,36.7283950617284,0,22.3942307692308,0,2321.73171747531,0,0.621118,0
"31",25,"Paraíba",2500536,2000,2502,"Borborema",250211,"Cariri Oriental","Alcantil",36.1786108364832,0,NA,NA,NA,NA,NA,NA,88.2837388751239,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"32",25,"Paraíba",2500536,2007,2502,"Borborema",250211,"Cariri Oriental","Alcantil",NA,NA,62.1797785782003,0,NA,NA,2.7,0,NA,NA,10.4,0,14.3,0,80.3,0,81.2,0,73.9130434782609,0,NA,NA,37.6984126984127,0,16.4776119402985,0,2641.43881371427,0,NA,NA
"33",25,"Paraíba",2500536,2008,2502,"Borborema",250211,"Cariri Oriental","Alcantil",NA,NA,64.3167300545949,0,NA,NA,NA,NA,NA,NA,6.3,0,9.1,0,79.3,0,85.3,0,63.6363636363636,0,NA,NA,42.3076923076923,0,17.1587301587302,0,2624.01786995566,0,NA,NA
"34",25,"Paraíba",2500536,2009,2502,"Borborema",250211,"Cariri Oriental","Alcantil",NA,NA,60.5683342082678,0,NA,NA,3.5,0,NA,NA,9.6,0,4.5,0,85.9,0,95.5,0,66.6666666666667,0,NA,NA,39.3939393939394,0,16.2727272727273,0,2664.6981675484,0,0.62921,0
"35",25,"Paraíba",2500536,2010,2502,"Borborema",250211,"Cariri Oriental","Alcantil",32.0067420665774,0,68.5016894204323,0,NA,NA,NA,NA,87.0151206479039,0,8.8,0,5.6,0,79.7,0,90.6,0,65,0,NA,NA,36.6666666666667,0,14.6086956521739,0,3055.86617629965,0,NA,NA
"36",25,"Paraíba",2500536,2011,2502,"Borborema",250211,"Cariri Oriental","Alcantil",NA,NA,56.2740791708998,0,NA,NA,3.5,0,NA,NA,12.9,0,12.2,0,77.4,0,83,0,65,0,90,0,37.037037037037,0,16.6333333333333,0,3034.01804609218,0,0.535943,0
"37",25,"Paraíba",2500577,2000,2503,"Agreste Paraibano",250312,"Curimataú Ocidental","Algodão de Jandaíra",54.3993180582876,0,NA,NA,NA,NA,NA,NA,78.6949608799522,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"38",25,"Paraíba",2500577,2007,2503,"Agreste Paraibano",250312,"Curimataú Ocidental","Algodão de Jandaíra",NA,NA,71.7186904160969,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,37.037037037037,0,17.7317073170732,0,2094.40228192046,0,NA,NA
"39",25,"Paraíba",2500577,2008,2503,"Agreste Paraibano",250312,"Curimataú Ocidental","Algodão de Jandaíra",NA,NA,69.0338916680558,0,NA,NA,NA,NA,NA,NA,NA,NA,2.1,0,NA,NA,82.1,0,77.7777777777778,0,NA,NA,41.6666666666667,0,21.45,0,1845.67751129147,0,NA,NA
"40",25,"Paraíba",2500577,2009,2503,"Agreste Paraibano",250312,"Curimataú Ocidental","Algodão de Jandaíra",NA,NA,60.6208258934692,0,NA,NA,NA,NA,NA,NA,NA,NA,13,0,NA,NA,87,0,100,0,NA,NA,41.6666666666667,0,20.125,0,2341.0122148941,0,NA,NA
"41",25,"Paraíba",2500577,2010,2503,"Agreste Paraibano",250312,"Curimataú Ocidental","Algodão de Jandaíra",32.9916119730192,0,58.7533749619259,0,NA,NA,NA,NA,92.7332857967038,0,NA,NA,7.5,0,NA,NA,92.5,0,90,0,NA,NA,41.6666666666667,0,21.4473684210526,0,2478.40211829428,0,NA,NA
"42",25,"Paraíba",2500577,2011,2503,"Agreste Paraibano",250312,"Curimataú Ocidental","Algodão de Jandaíra",NA,NA,61.3450984692073,0,NA,NA,NA,NA,NA,NA,NA,NA,10.9,0,NA,NA,83.2,0,90,0,90,0,35.1851851851852,0,19.4634146341463,0,2742.34324561404,0,NA,NA
"43",25,"Paraíba",2500601,2000,2504,"Mata Paraibana",250423,"Litoral Sul","Alhandra",37.1570058605922,0,NA,NA,NA,NA,NA,NA,86.69075069504,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"44",25,"Paraíba",2500601,2007,2504,"Mata Paraibana",250423,"Litoral Sul","Alhandra",NA,NA,54.4314599971759,0,3.4,0,3.2,0,NA,NA,7.9,0,6.6,0,85,0,92.2,0,74.3243243243243,0,NA,NA,33.8888888888889,0,26.7218543046358,0,2112.10985608598,0,NA,NA
"45",25,"Paraíba",2500601,2008,2504,"Mata Paraibana",250423,"Litoral Sul","Alhandra",NA,NA,57.1416631620527,0,NA,NA,NA,NA,NA,NA,7.1,0,13.6,0,80.9,0,84,0,75,0,NA,NA,38.8888888888889,0,21.8508287292818,0,2181.06960511483,0,NA,NA
"46",25,"Paraíba",2500601,2009,2504,"Mata Paraibana",250423,"Litoral Sul","Alhandra",NA,NA,62.1088340486727,0,2.8,0,3.3,0,NA,NA,8.3,0,10.5,0,78.4,0,88.1,0,64.1509433962264,0,NA,NA,36.1111111111111,0,21.6553672316384,0,2568.0597562529,0,0.610842,0
"47",25,"Paraíba",2500601,2010,2504,"Mata Paraibana",250423,"Litoral Sul","Alhandra",28.7006669358237,0,64.8050317574077,0,NA,NA,NA,NA,90.5679986641462,0,10.2,0,12.6,0,76,0,84.5,0,59.2592592592593,0,NA,NA,35.5555555555556,0,20.5792349726776,0,2699.81908526411,0,NA,NA
"48",25,"Paraíba",2500601,2011,2504,"Mata Paraibana",250423,"Litoral Sul","Alhandra",NA,NA,59.1003925948953,0,3.6,0,2.7,0,NA,NA,11.7,0,13.2,0,76.8,0,82.4,0,68.3760683760684,0,82.051282051282,0,31.3888888888889,0,17.9485714285714,0,3673.71454227591,0,0.439343,0
"49",25,"Paraíba",2500700,2000,2501,"Sertão Paraibano",250102,"Cajazeiras","São João do Rio do Peixe",36.138825213511,0,NA,NA,NA,NA,NA,NA,87.0973890141395,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"50",25,"Paraíba",2500700,2007,2501,"Sertão Paraibano",250102,"Cajazeiras","São João do Rio do Peixe",NA,NA,58.4522434973311,0,3.4,0,2.7,0,NA,NA,13.7,0,16.6,0,73.8,0,71.9,0,43.9130434782609,0,NA,NA,42.7272727272727,0,20.06,0,1036.97807124922,0,NA,NA
"51",25,"Paraíba",2500700,2008,2501,"Sertão Paraibano",250102,"Cajazeiras","São João do Rio do Peixe",NA,NA,63.252314082631,0,NA,NA,NA,NA,NA,NA,21.7,0,28.1,0,67,0,61.8,0,44.3438914027149,0,NA,NA,47.6053639846743,0,15.5709219858156,0,1221.68569350518,0,NA,NA
"52",25,"Paraíba",2500700,2009,2501,"Sertão Paraibano",250102,"Cajazeiras","São João do Rio do Peixe",NA,NA,70.1077602204515,0,3.4,0,2.5,0,NA,NA,16.5,0,26.7,0,69.8,0,59.5,0,44.973544973545,0,NA,NA,47.5308641975309,0,16.9770114942529,0,2388.91427269576,0,0.667362,0
"53",25,"Paraíba",2500700,2010,2501,"Sertão Paraibano",250102,"Cajazeiras","São João do Rio do Peixe",28.0945780323397,0,63.4547846190046,0,NA,NA,NA,NA,95.4005283722464,0,15.7,0,19.9,0,72,0,69.5,0,41.9191919191919,0,NA,NA,42.8240740740741,0,19.3801169590643,0,1774.85351113308,0,NA,NA
"54",25,"Paraíba",2500700,2011,2501,"Sertão Paraibano",250102,"Cajazeiras","São João do Rio do Peixe",NA,NA,66.4013666679679,0,3.9,0,2.7,0,NA,NA,11,0,25.9,0,78.2,0,64.7,0,44.1624365482233,0,47.7157360406091,0,39.3939393939394,0,19.3986928104575,0,2287.98149932615,0,0.626122,0
"55",25,"Paraíba",2500734,2000,2502,"Borborema",250210,"Cariri Ocidental","Amparo",41.078842304439,0,NA,NA,NA,NA,NA,NA,91.5327764190837,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"56",25,"Paraíba",2500734,2007,2502,"Borborema",250210,"Cariri Ocidental","Amparo",NA,NA,71.7805726668751,0,2,0,NA,NA,NA,NA,25,0,11.7,0,66.7,0,82.5,0,0,-1,NA,NA,31.4814814814815,0,11.5869565217391,0,3568.27774672108,0,NA,NA
"57",25,"Paraíba",2500734,2008,2502,"Borborema",250210,"Cariri Ocidental","Amparo",NA,NA,69.9787388549791,0,NA,NA,NA,NA,NA,NA,6.6,0,19,0,86.7,0,59.5,0,5.88235294117647,0,NA,NA,36.1111111111111,0,11.7692307692308,0,3894.96201481987,0,NA,NA
"58",25,"Paraíba",2500734,2009,2502,"Borborema",250210,"Cariri Ocidental","Amparo",NA,NA,60.9937854382466,0,NA,NA,NA,NA,NA,NA,NA,NA,31.2,0,NA,NA,66.7,0,16.6666666666667,0,NA,NA,34.4444444444444,0,8.92156862745098,0,3424.53404756702,0,0.745066,0
"59",25,"Paraíba",2500734,2010,2502,"Borborema",250210,"Cariri Ocidental","Amparo",23.4565402833784,0,70.0376451376007,0,NA,NA,NA,NA,93.6052756987011,0,NA,NA,33.9,0,NA,NA,63,0,38.4615384615385,0,NA,NA,32.2222222222222,0,11.6744186046512,0,3223.33711988222,0,NA,NA
"60",25,"Paraíba",2500734,2011,2502,"Borborema",250210,"Cariri Ocidental","Amparo",NA,NA,59.8770713830321,0,NA,NA,NA,NA,NA,NA,NA,NA,28.4,0,NA,NA,71.6,0,33.3333333333333,0,73.3333333333333,0,22.2222222222222,0,12.1951219512195,0,3353.28484,0,0.668938,0
"61",25,"Paraíba",2500775,2000,2501,"Sertão Paraibano",250103,"Sousa","Aparecida",36.4043818475105,0,NA,NA,NA,NA,NA,NA,76.4199807324916,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"62",25,"Paraíba",2500775,2007,2501,"Sertão Paraibano",250103,"Sousa","Aparecida",NA,NA,65.0237594096242,0,NA,NA,2.6,0,NA,NA,22.4,0,17.4,0,72.9,0,71,0,69.5652173913043,0,NA,NA,35.9477124183007,0,18.1129032258065,0,2108.49451110876,0,NA,NA
"63",25,"Paraíba",2500775,2008,2501,"Sertão Paraibano",250103,"Sousa","Aparecida",NA,NA,57.7533530816072,0,NA,NA,NA,NA,NA,NA,19,0,17.1,0,74,0,82.5,0,70.8333333333333,0,NA,NA,40.5228758169935,0,16.4545454545455,0,2237.47274683207,0,NA,NA
"64",25,"Paraíba",2500775,2009,2501,"Sertão Paraibano",250103,"Sousa","Aparecida",NA,NA,69.1267873865648,0,NA,NA,3,0,NA,NA,12.6,0,12,0,79.7,0,84.8,0,73.0769230769231,0,NA,NA,40.7407407407407,0,15.3804347826087,0,2084.65729988408,0,0.721824,0
"65",25,"Paraíba",2500775,2010,2501,"Sertão Paraibano",250103,"Sousa","Aparecida",30.176223296807,0,65.7411180615817,0,NA,NA,NA,NA,87.5441639222904,0,12.6,0,12.3,0,85.1,0,84.8,0,73.0769230769231,0,NA,NA,34.9673202614379,0,15.3670886075949,0,2710.63598998484,0,NA,NA
"66",25,"Paraíba",2500775,2011,2501,"Sertão Paraibano",250103,"Sousa","Aparecida",NA,NA,70.5502216630385,0,NA,NA,2.2,0,NA,NA,14.9,0,12.5,0,70.7,0,66,0,100,0,66.6666666666667,0,38.562091503268,0,13.6595744680851,0,2789.22554085603,0,0.575937,0
"67",25,"Paraíba",2500809,2000,2503,"Agreste Paraibano",250316,"Guarabira","Araçagi",46.3496472431572,0,NA,NA,NA,NA,NA,NA,83.7415416202628,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"68",25,"Paraíba",2500809,2007,2503,"Agreste Paraibano",250316,"Guarabira","Araçagi",NA,NA,78.6637154635364,0,3.9,0,3.1,0,NA,NA,5.8,0,3.3,0,84.5,0,96.2,0,84.7826086956522,0,NA,NA,37.5,0,17.7510204081633,0,1715.98785153401,0,NA,NA
"69",25,"Paraíba",2500809,2008,2503,"Agreste Paraibano",250316,"Guarabira","Araçagi",NA,NA,74.9823814330983,0,NA,NA,NA,NA,NA,NA,6.6,0,20.2,0,84.6,0,77.6,0,73.3333333333333,0,NA,NA,41.1111111111111,0,16.1398305084746,0,1929.02780146888,0,NA,NA
"70",25,"Paraíba",2500809,2009,2503,"Agreste Paraibano",250316,"Guarabira","Araçagi",NA,NA,81.2349537595214,0,2.9,0,3.4,0,NA,NA,8.6,0,25.5,0,76.4,0,73.7,0,74.5762711864407,0,NA,NA,40.3133903133903,0,15.7570850202429,0,1910.25350525468,0,0.741582,0
"71",25,"Paraíba",2500809,2010,2503,"Agreste Paraibano",250316,"Guarabira","Araçagi",43.3635389128042,0,81.1839153779476,0,NA,NA,NA,NA,89.3596589592059,0,7.8,0,23.1,0,70.8,0,74.7,0,63.6363636363636,0,NA,NA,38.3040935672515,0,14.4957627118644,0,2460.25303305886,0,NA,NA
"72",25,"Paraíba",2500809,2011,2503,"Agreste Paraibano",250316,"Guarabira","Araçagi",NA,NA,75.1431834632719,0,3.9,0,3,0,NA,NA,10.1,0,20.8,0,77,0,78.7,0,75.7142857142857,0,64.2857142857143,0,32.6797385620915,0,12.9956896551724,0,2825.5009367759,0,0.52656,0
"73",25,"Paraíba",2500908,2000,2503,"Agreste Paraibano",250312,"Curimataú Ocidental","Arara",51.7980093626874,0,NA,NA,NA,NA,NA,NA,84.9589678896665,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"74",25,"Paraíba",2500908,2007,2503,"Agreste Paraibano",250312,"Curimataú Ocidental","Arara",NA,NA,72.5189150627509,0,3.3,0,3.9,0,NA,NA,8.2,0,15.3,0,80.9,0,83.2,0,85.7142857142857,0,NA,NA,37.5661375661376,0,21.4473684210526,0,1546.39699038537,0,NA,NA
"75",25,"Paraíba",2500908,2008,2503,"Agreste Paraibano",250312,"Curimataú Ocidental","Arara",NA,NA,71.1996607945536,0,NA,NA,NA,NA,NA,NA,7.1,0,18.5,0,85.2,0,81.5,0,56,0,NA,NA,41.2698412698413,0,20.981308411215,0,1721.08661036928,0,NA,NA
"76",25,"Paraíba",2500908,2009,2503,"Agreste Paraibano",250312,"Curimataú Ocidental","Arara",NA,NA,72.0597744461586,0,3.7,0,2.7,0,NA,NA,17.5,0,8.9,0,73.5,0,88.5,0,65.4545454545455,0,NA,NA,37.7777777777778,0,22.3047619047619,0,1666.99247541833,0,0.740179,0
"77",25,"Paraíba",2500908,2010,2503,"Agreste Paraibano",250312,"Curimataú Ocidental","Arara",41.0409972783683,0,59.062497480018,0,NA,NA,NA,NA,90.2479422547061,0,13.4,0,20.6,0,70.9,0,72.2,0,66.0377358490566,0,NA,NA,35.5555555555556,0,21.2952380952381,0,1966.79135484915,0,NA,NA
"78",25,"Paraíba",2500908,2011,2503,"Agreste Paraibano",250312,"Curimataú Ocidental","Arara",NA,NA,72.7556649264906,0,3.4,0,2.8,0,NA,NA,16.7,0,11.5,0,72.5,0,67.9,0,72.463768115942,0,55.0724637681159,0,32.962962962963,0,20.8061224489796,0,2381.75846983816,0,0.561682,0
"79",25,"Paraíba",2501005,2000,2503,"Agreste Paraibano",250313,"Curimataú Oriental","Araruna",48.6061903121606,0,NA,NA,NA,NA,NA,NA,85.908447047875,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"80",25,"Paraíba",2501005,2007,2503,"Agreste Paraibano",250313,"Curimataú Oriental","Araruna",NA,NA,73.3929574415292,0,3.6,0,3.1,0,NA,NA,7.4,0,25.2,0,82.5,0,72.9,0,53.0120481927711,0,NA,NA,35.9649122807018,0,25.2710843373494,0,1394.24051232072,0,NA,NA
"81",25,"Paraíba",2501005,2008,2503,"Agreste Paraibano",250313,"Curimataú Oriental","Araruna",NA,NA,64.7091271852193,0,NA,NA,NA,NA,NA,NA,20.1,0,14,0,65.9,0,79.1,0,36.0824742268041,0,NA,NA,40.0584795321637,0,20.6294416243655,0,1752.37622427044,0,NA,NA
"82",25,"Paraíba",2501005,2009,2503,"Agreste Paraibano",250313,"Curimataú Oriental","Araruna",NA,NA,81.6456947924773,0,3.7,0,3.4,0,NA,NA,7.5,0,20.5,0,84.1,0,73.8,0,62.3529411764706,0,NA,NA,39.327485380117,0,20.7741935483871,0,1740.07136004859,0,0.851045,0
