"","COD_UF","NOME_UF","COD_MUNICIPIO","ANO","COD_MESO","NOME_MESO","COD_MICRO","NOME_MICRO","NOME_MUNICIPIO","INDICADOR_329","OUTLIER_INDICADOR_329","INDICADOR_62","OUTLIER_INDICADOR_62","INDICADOR_89","OUTLIER_INDICADOR_89","INDICADOR_90","OUTLIER_INDICADOR_90","INDICADOR_333","OUTLIER_INDICADOR_333","INDICADOR_73","OUTLIER_INDICADOR_73","INDICADOR_74","OUTLIER_INDICADOR_74","INDICADOR_80","OUTLIER_INDICADOR_80","INDICADOR_81","OUTLIER_INDICADOR_81","INDICADOR_176","OUTLIER_INDICADOR_176","INDICADOR_177","OUTLIER_INDICADOR_177","INDICADOR_202","OUTLIER_INDICADOR_202","INDICADOR_184","OUTLIER_INDICADOR_184","INDICADOR_7","OUTLIER_INDICADOR_7","INDICADOR_201","OUTLIER_INDICADOR_201","sum","Outliers_Pos","Outliers_Neg"
"888",25,"ParaA<U+FFFD>ba",2512002,2011,2503,"Agreste Paraibano",250312,"Curimataú Ocidental","Pocinhos",NA,NA,53.8258667182374,0,NA,NA,NA,NA,NA,NA,0,0,9.7,0,89.1,0,83.3,0,77.7777777777778,0,59.2592592592593,0,37.7394636015326,0,20.9722222222222,0,2177.02401854305,0,0.729921,0,0,NA,NA
"894",25,"ParaA<U+FFFD>ba",2512036,2011,2501,"Sertao Paraibano",250102,"Cajazeiras","Poço Dantas",NA,NA,49.7625413727274,0,NA,NA,NA,NA,NA,NA,0,0,12.4,0,92.9,0,80.3,0,71.4285714285714,0,71.4285714285714,0,36.3247863247863,0,12.4957983193277,0,2977.24516476127,0,0.484738,0,0,NA,NA
"900",25,"ParaA<U+FFFD>ba",2512077,2011,2501,"Sertao Paraibano",250102,"Cajazeiras","Poço de José de Moura",NA,NA,68.4786692296798,0,NA,NA,NA,NA,NA,NA,3.9,0,13.6,0,82.9,0,86.4,0,40,0,48,0,41.9753086419753,0,19.4805194805195,0,2342.04194666667,0,0.561334,0,0,NA,NA
"906",25,"ParaA<U+FFFD>ba",2512101,2011,2501,"Sertao Paraibano",250103,"Sousa","Pombal",NA,NA,68.617305220081,0,4,0,NA,NA,NA,NA,19,0,15.9,0,72.1,0,78.6,0,78.4530386740332,0,39.2265193370166,0,34.0501792114695,0,16.6617647058824,0,2648.44805236834,0,0.636674,0,0,NA,NA
"912",25,"ParaA<U+FFFD>ba",2512200,2011,2502,"Borborema",250210,"Cariri Ocidental","Prata",NA,NA,58.2334321407286,0,NA,NA,3.9,0,NA,NA,8.3,0,10.6,0,77.9,0,81.6,0,70.8333333333333,0,29.1666666666667,0,32.4074074074074,0,15.625,0,2945.886736,0,0.7139,0,0,NA,NA
"918",25,"ParaA<U+FFFD>ba",2512309,2011,2501,"Sertao Paraibano",250107,"Serra do Teixeira","Princesa Isabel",NA,NA,76.1997893981382,0,4.3,0,3.3,0,NA,NA,7.3,0,19.2,0,79.8,0,67.8,0,75.2212389380531,0,38.9380530973451,0,40.5982905982906,0,18.75,0,3076.70125333333,0,0.534742,0,0,NA,NA
"924",25,"ParaA<U+FFFD>ba",2512408,2011,2503,"Agreste Paraibano",250317,"Campina Grande","Puxinana",NA,NA,67.8413948035225,0,4.2,0,2.8,0,NA,NA,10.5,0,7.1,0,71.2,0,78.9,0,60,0,74.1176470588235,0,38.6243386243386,0,17.8252427184466,0,2440.9615577342,0,0.66689,0,0,NA,NA
"930",25,"ParaA<U+FFFD>ba",2512507,2011,2503,"Agreste Paraibano",250317,"Campina Grande","Queimadas",NA,NA,68.9001648189127,0,3.5,0,2.5,0,NA,NA,16.4,0,29.7,0,71.8,0,64.5,0,80.46875,0,51.5625,0,40.3174603174603,0,20.0369393139842,0,2107.37287030941,0,0.771042,0,0,NA,NA
"936",25,"ParaA<U+FFFD>ba",2512606,2011,2501,"Sertao Paraibano",250104,"Patos","Quixabá",NA,NA,54.2788731329014,0,NA,NA,NA,NA,NA,NA,NA,NA,12.3,0,NA,NA,83.1,0,100,0,100,0,35.3535353535354,0,13.5151515151515,0,3733.66726457399,0,NA,NA,0,NA,NA
"942",25,"ParaA<U+FFFD>ba",2512705,2011,2503,"Agreste Paraibano",250312,"Curimataú Ocidental","Remígio",NA,NA,72.5844493510498,0,4.2,0,3.5,0,NA,NA,3.9,0,3.3,0,80.4,0,85.8,0,83.8709677419355,0,43.5483870967742,0,34.0579710144928,0,20.0592105263158,0,2577.98941292227,0,NA,NA,0,NA,NA
"948",25,"ParaA<U+FFFD>ba",2512721,2011,2504,"Mata Paraibana",250420,"Litoral Norte","Pedro Régis",NA,NA,83.9707313115662,0,3.4,0,NA,NA,NA,NA,5.7,0,11.5,0,77.9,0,85.4,0,86.6666666666667,0,86.6666666666667,0,34.4444444444444,0,16.7258064516129,0,3283.46254580521,0,0.428308,0,0,NA,NA
"954",25,"ParaA<U+FFFD>ba",2512747,2011,2503,"Agreste Paraibano",250313,"Curimataú Oriental","Riachao",NA,NA,57.4629129312949,0,NA,NA,NA,NA,NA,NA,0,0,17.8,0,89.6,0,72.9,0,81.8181818181818,0,72.7272727272727,0,31.9444444444444,0,15.8367346938776,0,3164.83536082474,0,0.547026,0,0,NA,NA
"960",25,"ParaA<U+FFFD>ba",2512754,2011,2503,"Agreste Paraibano",250318,"Itabaiana","Riachao do Bacamarte",NA,NA,60.5365234616225,0,NA,NA,NA,NA,NA,NA,14.4,0,11.1,0,75.9,0,68.3,0,80,0,52,0,30.8641975308642,0,13.865671641791,0,2769.36052744887,0,0.549747,0,0,NA,NA
"966",25,"ParaA<U+FFFD>ba",2512762,2011,2504,"Mata Paraibana",250421,"Sapé","Riachao do Poço",NA,NA,64.6172947483729,0,NA,NA,NA,NA,NA,NA,0,0,12.6,0,98.7,0,84.9,0,69.2307692307692,0,84.6153846153846,0,32.5396825396825,0,28.3428571428571,1,2768.00098790323,0,0.530984,0,1,NA,NA
"972",25,"ParaA<U+FFFD>ba",2512788,2011,2502,"Borborema",250211,"Cariri Oriental","Riacho de Santo Antônio",NA,NA,63.1761051135571,0,NA,NA,NA,NA,NA,NA,36.2,1,27.3,0,56.3,0,72.7,0,52,0,96,0,33.3333333333333,0,15.0882352941176,0,2954.98153996102,0,0.809316,0,1,NA,NA
"978",25,"ParaA<U+FFFD>ba",2512804,2011,2501,"Sertao Paraibano",250101,"Catolé do Rocha","Riacho dos Cavalos",NA,NA,75.1542005738517,0,3.9,0,2.5,0,NA,NA,16.9,0,20.2,0,69.8,0,77.8,0,83.7837837837838,0,51.3513513513513,0,43.719806763285,0,17.1739130434783,0,2163.25015189874,0,0.668673,0,0,NA,NA
"984",25,"ParaA<U+FFFD>ba",2512903,2011,2504,"Mata Paraibana",250420,"Litoral Norte","Rio Tinto",NA,NA,74.5382726553976,0,4.1,0,2.7,0,NA,NA,14,0,21.7,0,72.5,0,75.1,0,63.5036496350365,0,69.3430656934307,0,31.8930041152263,0,23.375,0,2398.1673097431,0,0.631993,0,0,NA,NA
"990",25,"ParaA<U+FFFD>ba",2513000,2011,2502,"Borborema",250208,"Seridó Ocidental Paraibano","Salgadinho",NA,NA,64.2775193544708,0,NA,NA,NA,NA,NA,NA,4.9,0,15.8,0,82.9,0,73.7,0,28.5714285714286,0,78.5714285714286,0,33.3333333333333,0,13.9821428571429,0,3140.85399744572,0,0.542314,0,0,NA,NA
"996",25,"ParaA<U+FFFD>ba",2513109,2011,2503,"Agreste Paraibano",250318,"Itabaiana","Salgado de Sao Félix",NA,NA,72.0336349555897,0,3.4,0,2.9,0,NA,NA,11.8,0,19.6,0,79.6,0,71.1,0,71,0,69,0,35.3801169590643,0,18.9850746268657,0,2190.03356132076,0,0.640942,0,0,NA,NA
"1002",25,"ParaA<U+FFFD>ba",2513158,2011,2503,"Agreste Paraibano",250319,"Umbuzeiro","Santa Cecília",NA,NA,66.4594885613436,0,NA,NA,2.1,0,NA,NA,3.3,0,20.2,0,53.1,0,68.2,0,95.4545454545455,0,90.9090909090909,0,43.4343434343434,0,21.0864197530864,0,2377.05334309133,0,0.573294,0,0,NA,NA
"1008",25,"ParaA<U+FFFD>ba",2513208,2011,2501,"Sertao Paraibano",250103,"Sousa","Santa Cruz",NA,NA,60.4713734229511,0,4.9,0,3.3,0,NA,NA,4.8,0,8.3,0,87.7,0,81.6,0,73.469387755102,0,46.9387755102041,0,39.3939393939394,0,13.1551724137931,0,2875.11980366492,0,0.650331,0,0,NA,NA
"1014",25,"ParaA<U+FFFD>ba",2513307,2011,2501,"Sertao Paraibano",250102,"Cajazeiras","Santa Helena",NA,NA,66.7779410523609,0,5.2,0,NA,NA,NA,NA,5,0,1.7,0,83.7,0,91.3,0,56.6037735849057,0,58.4905660377358,0,35.6481481481481,0,17.765625,0,2262.2310114336,0,0.668242,0,0,NA,NA
"1020",25,"ParaA<U+FFFD>ba",2513356,2011,2501,"Sertao Paraibano",250106,"Itaporanga","Santa Ines",NA,NA,85.917991974074,0,NA,NA,3.2,0,NA,NA,16.4,0,17.6,0,83.6,0,81.3,0,91.6666666666667,0,50,0,41.2698412698413,0,15.5365853658537,0,2454.21413580247,0,NA,NA,0,NA,NA
"1026",25,"ParaA<U+FFFD>ba",2513406,2011,2502,"Borborema",250208,"Seridó Ocidental Paraibano","Santa Luzia",NA,NA,79.4967529134746,0,4.2,0,3.8,0,NA,NA,2.7,0,7,0,87.6,0,90.1,0,84,0,49.6,0,30.3030303030303,0,16.4895833333333,0,2768.38557801642,0,0.58032,0,0,NA,NA
"1032",25,"ParaA<U+FFFD>ba",2513505,2011,2501,"Sertao Paraibano",250106,"Itaporanga","Santana de Mangueira",NA,NA,73.7516850955934,0,4.4,0,NA,NA,NA,NA,20.6,0,9.1,0,73.5,0,88.6,0,55.5555555555556,0,62.962962962963,0,38.7037037037037,0,12.4130434782609,0,2902.89294220666,0,0.50391,0,0,NA,NA
"1038",25,"ParaA<U+FFFD>ba",2513604,2011,2501,"Sertao Paraibano",250105,"Piancó","Santana dos Garrotes",NA,NA,71.1753704788368,0,NA,NA,2.9,0,NA,NA,11.1,0,22,0,84,0,69.9,0,20.9302325581395,-1,32.5581395348837,0,28.2828282828283,0,12.4090909090909,0,2678.96535714286,0,0.516078,0,1,"NA","INDICADOR_202"
"1044",25,"ParaA<U+FFFD>ba",2513653,2011,2501,"Sertao Paraibano",250102,"Cajazeiras","Santarém",NA,NA,51.8560954816288,0,NA,NA,NA,NA,NA,NA,NA,NA,5,0,NA,NA,89.9,0,73.6842105263158,0,84.2105263157895,0,29.3650793650794,0,13.0595238095238,0,2674.94922515953,0,0.518679,0,0,NA,NA
"1050",25,"ParaA<U+FFFD>ba",2513703,2011,2504,"Mata Paraibana",250422,"Joao Pessoa","Santa Rita",NA,NA,70.1993924759749,0,4,0,3,0,NA,NA,10.1,0,28,0,79.6,0,63.5,0,68.5224839400428,0,56.3169164882227,0,28.1531531531532,0,18.9622641509434,0,2891.98747223604,0,0.688956,0,0,NA,NA
"1056",25,"ParaA<U+FFFD>ba",2513802,2011,2501,"Sertao Paraibano",250104,"Patos","Santa Teresinha",NA,NA,63.9997107664021,0,NA,NA,4,0,NA,NA,5.1,0,8.2,0,88.7,0,88.6,0,73.9130434782609,0,73.9130434782609,0,37.8472222222222,0,16,0,2868.12998822144,0,0.587087,0,0,NA,NA
"1062",25,"ParaA<U+FFFD>ba",2513851,2011,2502,"Borborema",250211,"Cariri Oriental","Santo André",NA,NA,53.7602305638667,0,NA,NA,2.5,0,NA,NA,29.8,0,17.5,0,63.8,0,82.5,0,86.6666666666667,0,86.6666666666667,0,27.7777777777778,0,14.25,0,3484.08828460039,0,0.665035,0,0,NA,NA
"1068",25,"ParaA<U+FFFD>ba",2513901,2011,2501,"Sertao Paraibano",250101,"Catolé do Rocha","Sao Bento",NA,NA,52.2965550371771,0,4.2,0,3.6,0,NA,NA,4,0,9.5,0,77.2,0,81.7,0,83.3333333333333,0,58.974358974359,0,34.9537037037037,0,24.9455445544554,0,2592.81448501687,0,0.599854,0,0,NA,NA
"1074",25,"ParaA<U+FFFD>ba",2513927,2011,2501,"Sertao Paraibano",250103,"Sousa","Sao Bentinho",NA,NA,62.3971474265942,0,NA,NA,NA,NA,NA,NA,8.1,0,14.5,0,88.2,0,77.3,0,94.4444444444444,0,66.6666666666667,0,33.3333333333333,0,14.695652173913,0,3887.57828402367,0,0.537553,0,0,NA,NA
"1080",25,"ParaA<U+FFFD>ba",2513943,2011,2502,"Borborema",250211,"Cariri Oriental","Sao Domingos do Cariri",NA,NA,63.2450380823015,0,NA,NA,NA,NA,NA,NA,17.8,0,14.7,0,75.4,0,85.3,0,47.0588235294118,0,88.2352941176471,0,37.7777777777778,0,12.9142857142857,0,3169.87871681416,0,NA,NA,0,NA,NA
"1086",25,"ParaA<U+FFFD>ba",2513968,2011,2501,"Sertao Paraibano",250103,"Sousa","Sao Domingos",NA,NA,59.5923032414136,0,NA,NA,NA,NA,NA,NA,NA,NA,8.9,0,NA,NA,86.6,0,42.8571428571429,0,71.4285714285714,0,30.5555555555556,0,18.1351351351351,0,3494.43125186289,0,0.556013,0,0,NA,NA
"1092",25,"ParaA<U+FFFD>ba",2513984,2011,2501,"Sertao Paraibano",250103,"Sousa","Sao Francisco",NA,NA,57.337368677131,0,NA,NA,NA,NA,NA,NA,5,0,9.7,0,93.4,0,84.5,0,95.2380952380952,0,80.9523809523809,0,30,0,20.7352941176471,0,2828.9809787234,0,0.657164,0,0,NA,NA
"1098",25,"ParaA<U+FFFD>ba",2514008,2011,2502,"Borborema",250211,"Cariri Oriental","Sao Joao do Cariri",NA,NA,64.2922163876197,0,4.9,0,3.3,0,NA,NA,12.9,0,10,0,77.9,0,84.7,0,80,0,65,0,35.042735042735,0,8.58333333333333,0,4122.17694174757,0,0.688534,0,0,NA,NA
"1104",25,"ParaA<U+FFFD>ba",2514107,2011,2502,"Borborema",250210,"Cariri Ocidental","Sao Joao do Tigre",NA,NA,58.1436455389323,0,NA,NA,3.7,0,NA,NA,8.7,0,22.3,0,89.6,0,71.8,0,77.7777777777778,0,38.8888888888889,0,31.6666666666667,0,16,0,2971.25385245902,0,0.507907,0,0,NA,NA
"1110",25,"ParaA<U+FFFD>ba",2514206,2011,2501,"Sertao Paraibano",250103,"Sousa","Sao José da Lagoa Tapada",NA,NA,72.6010317588157,0,4.2,0,3.3,0,NA,NA,7.9,0,13,0,87.1,0,87,0,81.0810810810811,0,70.2702702702703,0,42.0634920634921,0,16.796875,0,3036.84480930233,0,0.485318,0,0,NA,NA
"1116",25,"ParaA<U+FFFD>ba",2514305,2011,2501,"Sertao Paraibano",250106,"Itaporanga","Sao José de Caiana",NA,NA,67.1103340330374,0,3.5,0,3.1,0,NA,NA,16.6,0,25.4,0,75.9,0,73.5,0,35.1351351351351,0,83.7837837837838,0,44.8717948717949,0,16.1323529411765,0,2967.48783044667,0,0.452374,0,0,NA,NA
"1122",25,"ParaA<U+FFFD>ba",2514404,2011,2501,"Sertao Paraibano",250104,"Patos","Sao José de Espinharas",NA,NA,76.0986105995919,0,NA,NA,3.6,0,NA,NA,1.8,0,6.5,0,89.9,0,86,0,76.9230769230769,0,92.3076923076923,0,35.7638888888889,0,12.044776119403,0,3299.42312267658,0,0.498453,0,0,NA,NA
"1128",25,"ParaA<U+FFFD>ba",2514453,2011,2504,"Mata Paraibana",250421,"Sapé","Sao José dos Ramos",NA,NA,62.3601464599005,0,NA,NA,NA,NA,NA,NA,22.3,0,17.9,0,73.6,0,81.7,0,65.625,0,87.5,0,30.9523809523809,0,19.0666666666667,0,2785.86579545454,0,0.510525,0,0,NA,NA
"1134",25,"ParaA<U+FFFD>ba",2514503,2011,2501,"Sertao Paraibano",250102,"Cajazeiras","Sao José de Piranhas",NA,NA,66.6424251700618,0,3.9,0,2.4,0,NA,NA,13.5,0,20.1,0,69.2,0,71.4,0,68.0851063829787,0,58.1560283687943,0,41.0430839002268,0,15.7324840764331,0,2224.74011726648,0,0.638611,0,0,NA,NA
"1140",25,"ParaA<U+FFFD>ba",2514552,2011,2501,"Sertao Paraibano",250107,"Serra do Teixeira","Sao José de Princesa",NA,NA,66.8575404531276,0,NA,NA,3.4,0,NA,NA,7.9,0,11.1,0,87.4,0,72.2,0,73.6842105263158,0,68.4210526315789,0,42.2222222222222,0,11.7045454545455,0,4247.58186407767,0,NA,NA,0,NA,NA
"1146",25,"ParaA<U+FFFD>ba",2514602,2011,2501,"Sertao Paraibano",250104,"Patos","Sao José do Bonfim",NA,NA,60.3724598393562,0,NA,NA,NA,NA,NA,NA,NA,NA,6.8,0,NA,NA,87.3,0,86.6666666666667,0,100,0,41.6666666666667,0,13.5510204081633,0,3258.07298192771,0,0.535341,0,0,NA,NA
"1152",25,"ParaA<U+FFFD>ba",2514651,2011,2501,"Sertao Paraibano",250101,"Catolé do Rocha","Sao José do Brejo do Cruz",NA,NA,64.549969865307,0,NA,NA,NA,NA,NA,NA,0,0,14.1,0,89.7,0,84.5,0,46.1538461538462,0,92.3076923076923,0,31.4814814814815,0,18.037037037037,0,3593.53059548255,0,0.658385,0,0,NA,NA
"1158",25,"ParaA<U+FFFD>ba",2514701,2011,2502,"Borborema",250208,"Seridó Ocidental Paraibano","Sao José do Sabugi",NA,NA,78.3649597890692,0,NA,NA,3.6,0,NA,NA,8.1,0,5.6,0,88.2,0,93.3,0,85,0,60,0,37.037037037037,0,14.7674418604651,0,3868.51577952756,0,0.501107,0,0,NA,NA
"1164",25,"ParaA<U+FFFD>ba",2514800,2011,2502,"Borborema",250210,"Cariri Ocidental","Sao José dos Cordeiros",NA,NA,74.6000679069183,0,4.4,0,3.2,0,NA,NA,4.9,0,10.6,0,81,0,69.7,0,35,0,55,0,38.5416666666667,0,13.0285714285714,0,3367.47081140351,0,NA,NA,0,NA,NA
"1170",25,"ParaA<U+FFFD>ba",2514909,2011,2502,"Borborema",250208,"Seridó Ocidental Paraibano","Sao Mamede",NA,NA,72.7590315095495,0,4.3,0,3.4,0,NA,NA,3.4,0,8.7,0,82.8,0,82.7,0,54.8387096774194,0,61.2903225806452,0,36.1111111111111,0,14.6666666666667,0,2275.63966233766,0,0.718547,0,0,NA,NA
"1176",25,"ParaA<U+FFFD>ba",2515005,2011,2504,"Mata Paraibana",250421,"Sapé","Sao Miguel de Taipu",NA,NA,70.3951935821299,0,NA,NA,3,0,NA,NA,13.2,0,23.7,0,74.9,0,75.7,0,86.4864864864865,0,70.2702702702703,0,37.5,0,18.4270833333333,0,2208.91084745763,0,0.630995,0,0,NA,NA
"1182",25,"ParaA<U+FFFD>ba",2515104,2011,2503,"Agreste Paraibano",250314,"Esperança","Sao Sebastiao de Lagoa de Roça",NA,NA,80.4254580569384,0,4.1,0,3.4,0,NA,NA,9.6,0,15.6,0,78.8,0,81.8,0,97.2972972972973,0,51.3513513513513,0,40.0584795321637,0,20.2843137254902,0,2396.43861768971,0,0.629863,0,0,NA,NA
"1188",25,"ParaA<U+FFFD>ba",2515203,2011,2502,"Borborema",250210,"Cariri Ocidental","Sao Sebastiao do Umbuzeiro",NA,NA,69.6818524047079,0,4.7,0,3.5,0,NA,NA,3.5,0,4.5,0,82.5,0,80.6,0,73.9130434782609,0,52.1739130434783,0,36.6666666666667,0,15.0606060606061,0,3965.49939637827,0,0.573272,0,0,NA,NA
"1194",25,"ParaA<U+FFFD>ba",2515302,2011,2504,"Mata Paraibana",250421,"Sapé","Sapé",NA,NA,76.34871434848,0,3.8,0,2.7,0,NA,NA,12.1,0,21,0,74.8,0,73.9,0,81.7757009345794,0,52.3364485981308,0,32.0833333333333,0,22.8628762541806,0,2070.03576541046,0,0.755542,0,0,NA,NA
"1200",25,"ParaA<U+FFFD>ba",2515401,2011,2502,"Borborema",250209,"Seridó Oriental Paraibano","Seridó",NA,NA,70.9180931736936,0,4,0,3.1,0,NA,NA,6.4,0,13.5,0,78.2,0,74.8,0,86.9565217391304,0,63.0434782608696,0,37.7777777777778,0,15.4677419354839,0,2210.86370833333,0,0.640577,0,0,NA,NA
"1206",25,"ParaA<U+FFFD>ba",2515500,2011,2502,"Borborema",250210,"Cariri Ocidental","Serra Branca",NA,NA,75.8423429512547,0,3.9,0,3,0,NA,NA,5.5,0,5.8,0,74.3,0,88.7,0,88.7323943661972,0,43.6619718309859,0,35,0,16.7065217391304,0,2283.28236174366,0,0.644286,0,0,NA,NA
"1212",25,"ParaA<U+FFFD>ba",2515609,2011,2503,"Agreste Paraibano",250316,"Guarabira","Serra da Raiz",NA,NA,55.542283884365,0,4,0,2.7,0,NA,NA,11.7,0,22.8,0,83.2,0,71.7,0,50,0,65.3846153846154,0,30.8641975308642,0,13.5833333333333,0,4747.28419222904,1,0.46529,0,1,NA,NA
"1218",25,"ParaA<U+FFFD>ba",2515708,2011,2501,"Sertao Paraibano",250106,"Itaporanga","Serra Grande",NA,NA,60.9339315318226,0,5.3,0,NA,NA,NA,NA,4.1,0,7.8,0,95.9,0,88.8,0,93.3333333333333,0,53.3333333333333,0,43.2098765432099,0,17.8974358974359,0,1874.05544412607,0,1,1,1,NA,NA
"1224",25,"ParaA<U+FFFD>ba",2515807,2011,2503,"Agreste Paraibano",250317,"Campina Grande","Serra Redonda",NA,NA,80.7856820786742,0,NA,NA,1.7,0,NA,NA,27.6,0,22.1,0,57.4,0,73.8,0,87.5,0,87.5,0,35.9649122807018,0,12.05,0,2924.14995020747,0,0.463889,0,0,NA,NA
"1230",25,"ParaA<U+FFFD>ba",2515906,2011,2503,"Agreste Paraibano",250315,"Brejo Paraibano","Serraria",NA,NA,74.4969456149061,0,3.9,0,2.3,0,NA,NA,19.2,0,26.3,0,69.6,0,70.3,0,57.5757575757576,0,69.6969696969697,0,37.5,0,16.7962962962963,0,2933.43512679162,0,0.56751,0,0,NA,NA
"1236",25,"ParaA<U+FFFD>ba",2515930,2011,2503,"Agreste Paraibano",250316,"Guarabira","Sertaozinho",NA,NA,72.7960996851035,0,NA,NA,NA,NA,NA,NA,6.6,0,5.5,0,84.4,0,91.7,0,61.1111111111111,0,86.1111111111111,0,34.3434343434343,0,17.1272727272727,0,2886.90979915434,0,0.534931,0,0,NA,NA
"1242",25,"ParaA<U+FFFD>ba",2515971,2011,2504,"Mata Paraibana",250421,"Sapé","Sobrado",NA,NA,66.332735310536,0,NA,NA,NA,NA,NA,NA,17,0,9.9,0,65.1,0,65.6,0,100,0,70,0,31.8518518518518,0,18.3975903614458,0,2757.36147155003,0,0.521408,0,0,NA,NA
"1248",25,"ParaA<U+FFFD>ba",2516003,2011,2503,"Agreste Paraibano",250313,"Curimataú Oriental","Solânea",NA,NA,78.0469379287643,0,3.5,0,3,0,NA,NA,12.3,0,26.2,0,73.2,0,62.5,0,73.7864077669903,0,41.747572815534,0,38.5802469135803,0,18.0833333333333,0,2652.04933857414,0,0.592008,0,0,NA,NA
"1254",25,"ParaA<U+FFFD>ba",2516102,2011,2503,"Agreste Paraibano",250312,"Curimataú Ocidental","Soledade",NA,NA,76.1651006641725,0,4.3,0,2.4,0,NA,NA,6.3,0,7.1,0,76.4,0,86.3,0,73.5294117647059,0,69.1176470588235,0,40.8212560386473,0,16.6390977443609,0,2412.5950384094,0,0.60586,0,0,NA,NA
"1260",25,"ParaA<U+FFFD>ba",2516151,2011,2503,"Agreste Paraibano",250312,"Curimataú Ocidental","Sossego",NA,NA,66.4335289053532,0,NA,NA,3,0,NA,NA,9.6,0,21.7,0,79.4,0,70.5,0,86.9565217391304,0,82.6086956521739,0,33.3333333333333,0,14.953488372093,0,3371.62419254659,0,0.617219,0,0,NA,NA
"1266",25,"ParaA<U+FFFD>ba",2516201,2011,2501,"Sertao Paraibano",250103,"Sousa","Sousa",NA,NA,72.0185442685895,0,4.3,0,3,0,NA,NA,9.1,0,20.1,0,77.3,0,67.8,0,81.9512195121951,0,52.1951219512195,0,33.8095238095238,0,16.6961130742049,0,2621.91714497354,0,0.622266,0,0,NA,NA
"1272",25,"ParaA<U+FFFD>ba",2516300,2011,2502,"Borborema",250210,"Cariri Ocidental","Sumé",NA,NA,63.0251579230661,0,3.5,0,2.2,0,NA,NA,10.5,0,8.5,0,64.8,0,72.3,0,73.1481481481482,0,45.3703703703704,0,30.7407407407407,0,18.4823529411765,0,2789.430598345,0,0.589136,0,0,NA,NA
"1278",25,"ParaA<U+FFFD>ba",2516409,2011,2503,"Agreste Paraibano",250313,"Curimataú Oriental","Tacima",NA,NA,70.7260350246572,0,3.4,0,3.3,0,NA,NA,4.1,0,12.5,0,86.4,0,82.7,0,66.6666666666667,0,69.6969696969697,0,31.1111111111111,0,17.2959183673469,0,2589.63331563422,0,0.551011,0,0,NA,NA
"1284",25,"ParaA<U+FFFD>ba",2516508,2011,2502,"Borborema",250210,"Cariri Ocidental","Taperoá",NA,NA,78.0654607881071,0,4.4,0,3.2,0,NA,NA,9.8,0,25.6,0,75.6,0,62.7,0,63.5036496350365,0,62.7737226277372,0,33.179012345679,0,14.3606557377049,0,2868.70091894977,0,0.514649,0,0,NA,NA
"1290",25,"ParaA<U+FFFD>ba",2516607,2011,2501,"Sertao Paraibano",250107,"Serra do Teixeira","Tavares",NA,NA,84.5359587788425,0,4.4,0,3.3,0,NA,NA,3.9,0,16.3,0,84.8,0,69.8,0,48.75,0,38.75,0,38.0116959064327,0,18.2666666666667,0,2323.1293430657,0,0.657473,0,0,NA,NA
"1296",25,"ParaA<U+FFFD>ba",2516706,2011,2501,"Sertao Paraibano",250107,"Serra do Teixeira","Teixeira",NA,NA,79.3191631248958,0,3.4,0,4,0,NA,NA,2.6,0,10.2,0,79.7,0,86,0,80.7692307692308,0,48.7179487179487,0,40.6565656565657,0,18.8515625,0,2650.55362054681,0,0.574747,0,0,NA,NA
"1302",25,"ParaA<U+FFFD>ba",2516755,2011,2502,"Borborema",250209,"Seridó Oriental Paraibano","Tenório",NA,NA,62.984386809366,0,NA,NA,NA,NA,NA,NA,NA,NA,27.9,0,NA,NA,69,0,100,0,77.7777777777778,0,41.1111111111111,0,12.9814814814815,0,3331.05807417974,0,0.549823,0,0,NA,NA
"1308",25,"ParaA<U+FFFD>ba",2516805,2011,2501,"Sertao Paraibano",250102,"Cajazeiras","Triunfo",NA,NA,66.2884729363951,0,3.7,0,3.7,0,NA,NA,5.9,0,12.1,0,80.7,0,85.6,0,47.6923076923077,0,53.8461538461538,0,40.1515151515151,0,13.3265306122449,0,2838.70767993874,0,0.487006,0,0,NA,NA
"1314",25,"ParaA<U+FFFD>ba",2516904,2011,2501,"Sertao Paraibano",250102,"Cajazeiras","Uiraúna",NA,NA,74.1583231818707,0,4,0,3,0,NA,NA,12.1,0,13.8,0,80.6,0,83,0,64.5161290322581,0,20.1612903225807,0,33.0808080808081,0,15.9685039370079,0,2283.01785009862,0,0.605767,0,0,NA,NA
"1320",25,"ParaA<U+FFFD>ba",2517001,2011,2503,"Agreste Paraibano",250319,"Umbuzeiro","Umbuzeiro",NA,NA,71.712893020523,0,4.6,0,4.3,0,NA,NA,4.4,0,11.2,0,87.1,0,86.2,0,76.1904761904762,0,50,0,44.047619047619,0,17.7753623188406,0,2098.05351814105,0,0.633649,0,0,NA,NA
"1326",25,"ParaA<U+FFFD>ba",2517100,2011,2502,"Borborema",250208,"Seridó Ocidental Paraibano","Várzea",NA,NA,53.9123554643881,0,NA,NA,NA,NA,NA,NA,2.2,0,14.9,0,95.6,0,72.8,0,86.6666666666667,0,20,0,37.962962962963,0,13.6923076923077,0,2900.03488764045,0,1,1,1,NA,NA
