"","ANO","NOME_MESO","NOME_MICRO","mean","indicador"
"56",2009,"Borborema","Cariri Oriental",65.7398471818647,"INDICADOR_62"
"57",2009,"Borborema","Seridó Ocidental Paraibano",74.4203410847788,"INDICADOR_62"
"58",2009,"Borborema","Seridó Oriental Paraibano",68.4639367658246,"INDICADOR_62"
"59",2009,"Mata Paraibana","João Pessoa",74.0364373380861,"INDICADOR_62"
"60",2009,"Mata Paraibana","Litoral Norte",75.2680839043289,"INDICADOR_62"
"61",2009,"Mata Paraibana","Litoral Sul",68.6380811936086,"INDICADOR_62"
"62",2009,"Mata Paraibana","Sapé",70.756005988746,"INDICADOR_62"
"63",2009,"Sertão Paraibano","Cajazeiras",67.9962689543888,"INDICADOR_62"
"64",2009,"Sertão Paraibano","Catolé do Rocha",70.6218289380753,"INDICADOR_62"
"65",2009,"Sertão Paraibano","Itaporanga",70.5719768420817,"INDICADOR_62"
"66",2009,"Sertão Paraibano","Patos",62.0897288848168,"INDICADOR_62"
"67",2009,"Sertão Paraibano","Piancó",68.1566785703678,"INDICADOR_62"
"68",2009,"Sertão Paraibano","Serra do Teixeira",68.7224058212057,"INDICADOR_62"
"69",2009,"Sertão Paraibano","Sousa",68.5296602563252,"INDICADOR_62"
"70",2010,"Agreste Paraibano","Brejo Paraibano",76.7553098854062,"INDICADOR_62"
"71",2010,"Agreste Paraibano","Campina Grande",74.1052409793541,"INDICADOR_62"
"72",2010,"Agreste Paraibano","Curimataú Ocidental",68.6728987216193,"INDICADOR_62"
"73",2010,"Agreste Paraibano","Curimataú Oriental",71.1523400150713,"INDICADOR_62"
"74",2010,"Agreste Paraibano","Esperança",75.9144972696024,"INDICADOR_62"
"75",2010,"Agreste Paraibano","Guarabira",72.3980792984924,"INDICADOR_62"
"76",2010,"Agreste Paraibano","Itabaiana",68.0293090897972,"INDICADOR_62"
"77",2010,"Agreste Paraibano","Umbuzeiro",70.9227166896949,"INDICADOR_62"
"78",2010,"Borborema","Cariri Ocidental",67.7058554114064,"INDICADOR_62"
"79",2010,"Borborema","Cariri Oriental",62.2988701612373,"INDICADOR_62"
"80",2010,"Borborema","Seridó Ocidental Paraibano",70.562477304716,"INDICADOR_62"
"81",2010,"Borborema","Seridó Oriental Paraibano",69.043495475309,"INDICADOR_62"
"82",2010,"Mata Paraibana","João Pessoa",74.1349407259712,"INDICADOR_62"
"83",2010,"Mata Paraibana","Litoral Norte",71.8001313972209,"INDICADOR_62"
"84",2010,"Mata Paraibana","Litoral Sul",67.5582282705993,"INDICADOR_62"
"85",2010,"Mata Paraibana","Sapé",69.2741540235111,"INDICADOR_62"
"86",2010,"Sertão Paraibano","Cajazeiras",64.1697913524241,"INDICADOR_62"
"87",2010,"Sertão Paraibano","Catolé do Rocha",67.098278542712,"INDICADOR_62"
"88",2010,"Sertão Paraibano","Itaporanga",63.6114752274359,"INDICADOR_62"
"89",2010,"Sertão Paraibano","Patos",63.4643207968978,"INDICADOR_62"
"90",2010,"Sertão Paraibano","Piancó",68.4835412643896,"INDICADOR_62"
"91",2010,"Sertão Paraibano","Serra do Teixeira",70.3337704252251,"INDICADOR_62"
"92",2010,"Sertão Paraibano","Sousa",68.5416961105741,"INDICADOR_62"
"93",2011,"Agreste Paraibano","Brejo Paraibano",72.1992174512868,"INDICADOR_62"
"94",2011,"Agreste Paraibano","Campina Grande",71.3110475461823,"INDICADOR_62"
"95",2011,"Agreste Paraibano","Curimataú Ocidental",68.1007877619383,"INDICADOR_62"
"96",2011,"Agreste Paraibano","Curimataú Oriental",69.3555936551416,"INDICADOR_62"
"97",2011,"Agreste Paraibano","Esperança",72.1045887173128,"INDICADOR_62"
"98",2011,"Agreste Paraibano","Guarabira",72.8027299389611,"INDICADOR_62"
"99",2011,"Agreste Paraibano","Itabaiana",68.2594793411254,"INDICADOR_62"
"100",2011,"Agreste Paraibano","Umbuzeiro",71.1415699857106,"INDICADOR_62"
"101",2011,"Borborema","Cariri Ocidental",65.6231964071909,"INDICADOR_62"
"102",2011,"Borborema","Cariri Oriental",63.0873000711133,"INDICADOR_62"
"103",2011,"Borborema","Seridó Ocidental Paraibano",71.4558767951645,"INDICADOR_62"
"104",2011,"Borborema","Seridó Oriental Paraibano",67.2293654164734,"INDICADOR_62"
"105",2011,"Mata Paraibana","João Pessoa",75.2273802412042,"INDICADOR_62"
"106",2011,"Mata Paraibana","Litoral Norte",72.5096863032358,"INDICADOR_62"
"107",2011,"Mata Paraibana","Litoral Sul",67.819999429959,"INDICADOR_62"
"108",2011,"Mata Paraibana","Sapé",69.4044576158719,"INDICADOR_62"
"109",2011,"Sertão Paraibano","Cajazeiras",65.1282813991287,"INDICADOR_62"
"110",2011,"Sertão Paraibano","Catolé do Rocha",66.8152825572317,"INDICADOR_62"
"111",2011,"Sertão Paraibano","Itaporanga",70.4545479253316,"INDICADOR_62"
"112",2011,"Sertão Paraibano","Patos",65.0333771381122,"INDICADOR_62"
"113",2011,"Sertão Paraibano","Piancó",67.544589361284,"INDICADOR_62"
"114",2011,"Sertão Paraibano","Serra do Teixeira",71.8450289143035,"INDICADOR_62"
"115",2011,"Sertão Paraibano","Sousa",65.8660284149215,"INDICADOR_62"
"116",2007,"Agreste Paraibano","Brejo Paraibano",3.5375,"INDICADOR_89"
"117",2007,"Agreste Paraibano","Campina Grande",3.68333333333333,"INDICADOR_89"
"118",2007,"Agreste Paraibano","Curimataú Ocidental",3.81428571428571,"INDICADOR_89"
"119",2007,"Agreste Paraibano","Curimataú Oriental",3.52,"INDICADOR_89"
"120",2007,"Agreste Paraibano","Esperança",3.33333333333333,"INDICADOR_89"
"121",2007,"Agreste Paraibano","Guarabira",3.39230769230769,"INDICADOR_89"
"122",2007,"Agreste Paraibano","Itabaiana",3.32222222222222,"INDICADOR_89"
"123",2007,"Agreste Paraibano","Umbuzeiro",3.225,"INDICADOR_89"
"124",2007,"Borborema","Cariri Ocidental",3.4,"INDICADOR_89"
"125",2007,"Borborema","Cariri Oriental",3.54,"INDICADOR_89"
"126",2007,"Borborema","Seridó Ocidental Paraibano",4.1,"INDICADOR_89"
"127",2007,"Borborema","Seridó Oriental Paraibano",3.87142857142857,"INDICADOR_89"
"128",2007,"Mata Paraibana","João Pessoa",3.1,"INDICADOR_89"
"129",2007,"Mata Paraibana","Litoral Norte",2.92857142857143,"INDICADOR_89"
"130",2007,"Mata Paraibana","Litoral Sul",3.2,"INDICADOR_89"
"131",2007,"Mata Paraibana","Sapé",3.08571428571429,"INDICADOR_89"
"132",2007,"Sertão Paraibano","Cajazeiras",3.52,"INDICADOR_89"
"133",2007,"Sertão Paraibano","Catolé do Rocha",3.32222222222222,"INDICADOR_89"
"134",2007,"Sertão Paraibano","Itaporanga",3.4,"INDICADOR_89"
"135",2007,"Sertão Paraibano","Patos",3.5,"INDICADOR_89"
"136",2007,"Sertão Paraibano","Piancó",3.0625,"INDICADOR_89"
"137",2007,"Sertão Paraibano","Serra do Teixeira",3.18888888888889,"INDICADOR_89"
"138",2007,"Sertão Paraibano","Sousa",3.41,"INDICADOR_89"
"139",2009,"Agreste Paraibano","Brejo Paraibano",3.725,"INDICADOR_89"
"140",2009,"Agreste Paraibano","Campina Grande",3.91666666666667,"INDICADOR_89"
"141",2009,"Agreste Paraibano","Curimataú Ocidental",4.12857142857143,"INDICADOR_89"
"142",2009,"Agreste Paraibano","Curimataú Oriental",3.86,"INDICADOR_89"
"143",2009,"Agreste Paraibano","Esperança",4.05,"INDICADOR_89"
"144",2009,"Agreste Paraibano","Guarabira",3.29090909090909,"INDICADOR_89"
"145",2009,"Agreste Paraibano","Itabaiana",3.12857142857143,"INDICADOR_89"
"146",2009,"Agreste Paraibano","Umbuzeiro",3.16666666666667,"INDICADOR_89"
"147",2009,"Borborema","Cariri Ocidental",3.75,"INDICADOR_89"
"148",2009,"Borborema","Cariri Oriental",3.93333333333333,"INDICADOR_89"
"149",2009,"Borborema","Seridó Ocidental Paraibano",4.63333333333333,"INDICADOR_89"
"150",2009,"Borborema","Seridó Oriental Paraibano",4.03333333333333,"INDICADOR_89"
"151",2009,"Mata Paraibana","João Pessoa",3.46666666666667,"INDICADOR_89"
"152",2009,"Mata Paraibana","Litoral Norte",3.51428571428571,"INDICADOR_89"
"153",2009,"Mata Paraibana","Litoral Sul",3.1,"INDICADOR_89"
"154",2009,"Mata Paraibana","Sapé",3.18571428571429,"INDICADOR_89"
"155",2009,"Sertão Paraibano","Cajazeiras",3.67777777777778,"INDICADOR_89"
"156",2009,"Sertão Paraibano","Catolé do Rocha",3.5,"INDICADOR_89"
"157",2009,"Sertão Paraibano","Itaporanga",3.58333333333333,"INDICADOR_89"
"158",2009,"Sertão Paraibano","Patos",4.1,"INDICADOR_89"
"159",2009,"Sertão Paraibano","Piancó",3.01666666666667,"INDICADOR_89"
"160",2009,"Sertão Paraibano","Serra do Teixeira",3.775,"INDICADOR_89"
"161",2009,"Sertão Paraibano","Sousa",3.86666666666667,"INDICADOR_89"
"162",2011,"Agreste Paraibano","Brejo Paraibano",3.8,"INDICADOR_89"
"163",2011,"Agreste Paraibano","Campina Grande",4.38333333333333,"INDICADOR_89"
"164",2011,"Agreste Paraibano","Curimataú Ocidental",4.35,"INDICADOR_89"
"165",2011,"Agreste Paraibano","Curimataú Oriental",3.7,"INDICADOR_89"
"166",2011,"Agreste Paraibano","Esperança",3.7,"INDICADOR_89"
"167",2011,"Agreste Paraibano","Guarabira",3.72727272727273,"INDICADOR_89"
"168",2011,"Agreste Paraibano","Itabaiana",3.45714285714286,"INDICADOR_89"
"169",2011,"Agreste Paraibano","Umbuzeiro",4.03333333333333,"INDICADOR_89"
"170",2011,"Borborema","Cariri Ocidental",4.16666666666667,"INDICADOR_89"
"171",2011,"Borborema","Cariri Oriental",4.5,"INDICADOR_89"
"172",2011,"Borborema","Seridó Ocidental Paraibano",3.86666666666667,"INDICADOR_89"
"173",2011,"Borborema","Seridó Oriental Paraibano",3.85,"INDICADOR_89"
"174",2011,"Mata Paraibana","João Pessoa",3.7,"INDICADOR_89"
"175",2011,"Mata Paraibana","Litoral Norte",3.7,"INDICADOR_89"
"176",2011,"Mata Paraibana","Litoral Sul",3.475,"INDICADOR_89"
"177",2011,"Mata Paraibana","Sapé",3.54,"INDICADOR_89"
"178",2011,"Sertão Paraibano","Cajazeiras",3.87777777777778,"INDICADOR_89"
"179",2011,"Sertão Paraibano","Catolé do Rocha",4.0875,"INDICADOR_89"
"180",2011,"Sertão Paraibano","Itaporanga",4.07142857142857,"INDICADOR_89"
"181",2011,"Sertão Paraibano","Patos",4.2,"INDICADOR_89"
"182",2011,"Sertão Paraibano","Piancó",3.86,"INDICADOR_89"
"183",2011,"Sertão Paraibano","Serra do Teixeira",4.08571428571429,"INDICADOR_89"
"184",2011,"Sertão Paraibano","Sousa",4.3,"INDICADOR_89"
"185",2007,"Agreste Paraibano","Brejo Paraibano",2.5125,"INDICADOR_90"
"186",2007,"Agreste Paraibano","Campina Grande",2.7,"INDICADOR_90"
"187",2007,"Agreste Paraibano","Curimataú Ocidental",2.9875,"INDICADOR_90"
"188",2007,"Agreste Paraibano","Curimataú Oriental",2.64,"INDICADOR_90"
"189",2007,"Agreste Paraibano","Esperança",2.5,"INDICADOR_90"
"190",2007,"Agreste Paraibano","Guarabira",2.59230769230769,"INDICADOR_90"
"191",2007,"Agreste Paraibano","Itabaiana",2.8,"INDICADOR_90"
"192",2007,"Agreste Paraibano","Umbuzeiro",2.58,"INDICADOR_90"
"193",2007,"Borborema","Cariri Ocidental",2.8875,"INDICADOR_90"
"194",2007,"Borborema","Cariri Oriental",2.71,"INDICADOR_90"
"195",2007,"Borborema","Seridó Ocidental Paraibano",2.88,"INDICADOR_90"
"196",2007,"Borborema","Seridó Oriental Paraibano",3.05,"INDICADOR_90"
"197",2007,"Mata Paraibana","João Pessoa",2.56666666666667,"INDICADOR_90"
"198",2007,"Mata Paraibana","Litoral Norte",2.88,"INDICADOR_90"
"199",2007,"Mata Paraibana","Litoral Sul",2.53333333333333,"INDICADOR_90"
"200",2007,"Mata Paraibana","Sapé",2.75,"INDICADOR_90"
"201",2007,"Sertão Paraibano","Cajazeiras",2.99166666666667,"INDICADOR_90"
"202",2007,"Sertão Paraibano","Catolé do Rocha",2.44,"INDICADOR_90"
"203",2007,"Sertão Paraibano","Itaporanga",2.54,"INDICADOR_90"
"204",2007,"Sertão Paraibano","Patos",2.71666666666667,"INDICADOR_90"
"205",2007,"Sertão Paraibano","Piancó",2.725,"INDICADOR_90"
"206",2007,"Sertão Paraibano","Serra do Teixeira",2.85,"INDICADOR_90"
"207",2007,"Sertão Paraibano","Sousa",2.92857142857143,"INDICADOR_90"
"208",2009,"Agreste Paraibano","Brejo Paraibano",2.775,"INDICADOR_90"
"209",2009,"Agreste Paraibano","Campina Grande",2.6,"INDICADOR_90"
"210",2009,"Agreste Paraibano","Curimataú Ocidental",3.07142857142857,"INDICADOR_90"
"211",2009,"Agreste Paraibano","Curimataú Oriental",3.56,"INDICADOR_90"
"212",2009,"Agreste Paraibano","Esperança",2.6,"INDICADOR_90"
"213",2009,"Agreste Paraibano","Guarabira",2.83333333333333,"INDICADOR_90"
"214",2009,"Agreste Paraibano","Itabaiana",2.4125,"INDICADOR_90"
"215",2009,"Agreste Paraibano","Umbuzeiro",2.875,"INDICADOR_90"
"216",2009,"Borborema","Cariri Ocidental",3.26153846153846,"INDICADOR_90"
"217",2009,"Borborema","Cariri Oriental",2.65555555555556,"INDICADOR_90"
"218",2009,"Borborema","Seridó Ocidental Paraibano",3.2,"INDICADOR_90"
"219",2009,"Borborema","Seridó Oriental Paraibano",2.9,"INDICADOR_90"
"220",2009,"Mata Paraibana","João Pessoa",2.5,"INDICADOR_90"
"221",2009,"Mata Paraibana","Litoral Norte",2.84,"INDICADOR_90"
"222",2009,"Mata Paraibana","Litoral Sul",3.1,"INDICADOR_90"
"223",2009,"Mata Paraibana","Sapé",2.6125,"INDICADOR_90"
"224",2009,"Sertão Paraibano","Cajazeiras",3.08181818181818,"INDICADOR_90"
"225",2009,"Sertão Paraibano","Catolé do Rocha",2.77777777777778,"INDICADOR_90"
"226",2009,"Sertão Paraibano","Itaporanga",2.8,"INDICADOR_90"
"227",2009,"Sertão Paraibano","Patos",3.46666666666667,"INDICADOR_90"
"228",2009,"Sertão Paraibano","Piancó",2.675,"INDICADOR_90"
"229",2009,"Sertão Paraibano","Serra do Teixeira",2.95555555555556,"INDICADOR_90"
"230",2009,"Sertão Paraibano","Sousa",2.93636363636364,"INDICADOR_90"
"231",2011,"Agreste Paraibano","Brejo Paraibano",2.81428571428571,"INDICADOR_90"
"232",2011,"Agreste Paraibano","Campina Grande",2.72857142857143,"INDICADOR_90"
"233",2011,"Agreste Paraibano","Curimataú Ocidental",3.07142857142857,"INDICADOR_90"
"234",2011,"Agreste Paraibano","Curimataú Oriental",2.9,"INDICADOR_90"
"235",2011,"Agreste Paraibano","Esperança",3.1,"INDICADOR_90"
"236",2011,"Agreste Paraibano","Guarabira",2.7,"INDICADOR_90"
"237",2011,"Agreste Paraibano","Itabaiana",2.77142857142857,"INDICADOR_90"
"238",2011,"Agreste Paraibano","Umbuzeiro",2.85,"INDICADOR_90"
"239",2011,"Borborema","Cariri Ocidental",3.25,"INDICADOR_90"
"240",2011,"Borborema","Cariri Oriental",2.85,"INDICADOR_90"
"241",2011,"Borborema","Seridó Ocidental Paraibano",3.55,"INDICADOR_90"
"242",2011,"Borborema","Seridó Oriental Paraibano",2.66666666666667,"INDICADOR_90"
"243",2011,"Mata Paraibana","João Pessoa",2.71666666666667,"INDICADOR_90"
"244",2011,"Mata Paraibana","Litoral Norte",2.7,"INDICADOR_90"
"245",2011,"Mata Paraibana","Litoral Sul",2.8,"INDICADOR_90"
"246",2011,"Mata Paraibana","Sapé",2.66666666666667,"INDICADOR_90"
"247",2011,"Sertão Paraibano","Cajazeiras",2.875,"INDICADOR_90"
"248",2011,"Sertão Paraibano","Catolé do Rocha",2.95555555555556,"INDICADOR_90"
"249",2011,"Sertão Paraibano","Itaporanga",2.725,"INDICADOR_90"
"250",2011,"Sertão Paraibano","Patos",3.56666666666667,"INDICADOR_90"
"251",2011,"Sertão Paraibano","Piancó",3.01428571428571,"INDICADOR_90"
"252",2011,"Sertão Paraibano","Serra do Teixeira",3.11,"INDICADOR_90"
"253",2011,"Sertão Paraibano","Sousa",3,"INDICADOR_90"
"254",2010,"Agreste Paraibano","Brejo Paraibano",36.2698460997066,"INDICADOR_329"
"255",2010,"Agreste Paraibano","Campina Grande",24.1565199826225,"INDICADOR_329"
"256",2010,"Agreste Paraibano","Curimataú Ocidental",31.754932885867,"INDICADOR_329"
"257",2010,"Agreste Paraibano","Curimataú Oriental",38.9887809083114,"INDICADOR_329"
"258",2010,"Agreste Paraibano","Esperança",27.2102725319392,"INDICADOR_329"
"259",2010,"Agreste Paraibano","Guarabira",34.322550017398,"INDICADOR_329"
"260",2010,"Agreste Paraibano","Itabaiana",37.4929709031727,"INDICADOR_329"
"261",2010,"Agreste Paraibano","Umbuzeiro",37.9901142777449,"INDICADOR_329"
"262",2010,"Borborema","Cariri Ocidental",26.5326098963093,"INDICADOR_329"
"263",2010,"Borborema","Cariri Oriental",24.9282746588328,"INDICADOR_329"
"264",2010,"Borborema","Seridó Ocidental Paraibano",23.938242242535,"INDICADOR_329"
"265",2010,"Borborema","Seridó Oriental Paraibano",28.2108822505634,"INDICADOR_329"
"266",2010,"Mata Paraibana","João Pessoa",18.1280220617711,"INDICADOR_329"
"267",2010,"Mata Paraibana","Litoral Norte",36.1917150005772,"INDICADOR_329"
"268",2010,"Mata Paraibana","Litoral Sul",28.2668735075464,"INDICADOR_329"
"269",2010,"Mata Paraibana","Sapé",36.236384154183,"INDICADOR_329"
"270",2010,"Sertão Paraibano","Cajazeiras",29.351159979431,"INDICADOR_329"
"271",2010,"Sertão Paraibano","Catolé do Rocha",33.3290771915831,"INDICADOR_329"
"272",2010,"Sertão Paraibano","Itaporanga",33.3110086169137,"INDICADOR_329"
"273",2010,"Sertão Paraibano","Patos",29.3523425248143,"INDICADOR_329"
"274",2010,"Sertão Paraibano","Piancó",34.9588176592484,"INDICADOR_329"
"275",2010,"Sertão Paraibano","Serra do Teixeira",32.0368651423536,"INDICADOR_329"
"276",2010,"Sertão Paraibano","Sousa",33.0350679011201,"INDICADOR_329"
"277",2010,"Agreste Paraibano","Brejo Paraibano",91.4253729108915,"INDICADOR_333"
"278",2010,"Agreste Paraibano","Campina Grande",93.7644534131593,"INDICADOR_333"
"279",2010,"Agreste Paraibano","Curimataú Ocidental",92.5297673719546,"INDICADOR_333"
"280",2010,"Agreste Paraibano","Curimataú Oriental",90.7969120180392,"INDICADOR_333"
"281",2010,"Agreste Paraibano","Esperança",92.1327041962077,"INDICADOR_333"
"282",2010,"Agreste Paraibano","Guarabira",92.6554400475955,"INDICADOR_333"
"283",2010,"Agreste Paraibano","Itabaiana",92.1258019018928,"INDICADOR_333"
"284",2010,"Agreste Paraibano","Umbuzeiro",93.7952017169035,"INDICADOR_333"
"285",2010,"Borborema","Cariri Ocidental",92.7050635490831,"INDICADOR_333"
"286",2010,"Borborema","Cariri Oriental",92.6835804537957,"INDICADOR_333"
"287",2010,"Borborema","Seridó Ocidental Paraibano",93.0800269530803,"INDICADOR_333"
"288",2010,"Borborema","Seridó Oriental Paraibano",92.8993805324073,"INDICADOR_333"
"289",2010,"Mata Paraibana","João Pessoa",90.9653547939712,"INDICADOR_333"
"290",2010,"Mata Paraibana","Litoral Norte",93.0175725291133,"INDICADOR_333"
"291",2010,"Mata Paraibana","Litoral Sul",92.2647333732085,"INDICADOR_333"
"292",2010,"Mata Paraibana","Sapé",92.3719656805746,"INDICADOR_333"
"293",2010,"Sertão Paraibano","Cajazeiras",92.9401727211056,"INDICADOR_333"
"294",2010,"Sertão Paraibano","Catolé do Rocha",89.5669632676417,"INDICADOR_333"
"295",2010,"Sertão Paraibano","Itaporanga",89.5749526475397,"INDICADOR_333"
"296",2010,"Sertão Paraibano","Patos",91.0907912327373,"INDICADOR_333"
"297",2010,"Sertão Paraibano","Piancó",91.8953061757434,"INDICADOR_333"
"298",2010,"Sertão Paraibano","Serra do Teixeira",90.8125531754381,"INDICADOR_333"
"299",2010,"Sertão Paraibano","Sousa",90.0568410320379,"INDICADOR_333"
"300",2007,"Agreste Paraibano","Brejo Paraibano",15.5625,"INDICADOR_73"
"301",2007,"Agreste Paraibano","Campina Grande",14.5125,"INDICADOR_73"
"302",2007,"Agreste Paraibano","Curimataú Ocidental",7.62222222222222,"INDICADOR_73"
"303",2007,"Agreste Paraibano","Curimataú Oriental",10.6833333333333,"INDICADOR_73"
"304",2007,"Agreste Paraibano","Esperança",11.575,"INDICADOR_73"
"305",2007,"Agreste Paraibano","Guarabira",13.6785714285714,"INDICADOR_73"
"306",2007,"Agreste Paraibano","Itabaiana",13.7555555555556,"INDICADOR_73"
"307",2007,"Agreste Paraibano","Umbuzeiro",12.4,"INDICADOR_73"
"308",2007,"Borborema","Cariri Ocidental",9.40588235294118,"INDICADOR_73"
"309",2007,"Borborema","Cariri Oriental",10.775,"INDICADOR_73"
"310",2007,"Borborema","Seridó Ocidental Paraibano",4.81666666666667,"INDICADOR_73"
"311",2007,"Borborema","Seridó Oriental Paraibano",5.7625,"INDICADOR_73"
"312",2007,"Mata Paraibana","João Pessoa",15.5833333333333,"INDICADOR_73"
"313",2007,"Mata Paraibana","Litoral Norte",10.8181818181818,"INDICADOR_73"
"314",2007,"Mata Paraibana","Litoral Sul",10.925,"INDICADOR_73"
"315",2007,"Mata Paraibana","Sapé",14.3555555555556,"INDICADOR_73"
"316",2007,"Sertão Paraibano","Cajazeiras",12.5071428571429,"INDICADOR_73"
"317",2007,"Sertão Paraibano","Catolé do Rocha",15.1727272727273,"INDICADOR_73"
"318",2007,"Sertão Paraibano","Itaporanga",14.3181818181818,"INDICADOR_73"
"319",2007,"Sertão Paraibano","Patos",12.2375,"INDICADOR_73"
"320",2007,"Sertão Paraibano","Piancó",14.4444444444444,"INDICADOR_73"
"321",2007,"Sertão Paraibano","Serra do Teixeira",12.0818181818182,"INDICADOR_73"
"322",2007,"Sertão Paraibano","Sousa",12.2,"INDICADOR_73"
"323",2008,"Agreste Paraibano","Brejo Paraibano",11.425,"INDICADOR_73"
"324",2008,"Agreste Paraibano","Campina Grande",14.875,"INDICADOR_73"
"325",2008,"Agreste Paraibano","Curimataú Ocidental",6.74444444444444,"INDICADOR_73"
"326",2008,"Agreste Paraibano","Curimataú Oriental",12.7666666666667,"INDICADOR_73"
"327",2008,"Agreste Paraibano","Esperança",11.625,"INDICADOR_73"
"328",2008,"Agreste Paraibano","Guarabira",11.9571428571429,"INDICADOR_73"
"329",2008,"Agreste Paraibano","Itabaiana",13.1777777777778,"INDICADOR_73"
"330",2008,"Agreste Paraibano","Umbuzeiro",13.66,"INDICADOR_73"
"331",2008,"Borborema","Cariri Ocidental",9.1,"INDICADOR_73"
