"COD_UF","NOME_UF","COD_MUNICIPIO","ANO","COD_MESO","NOME_MESO","COD_MICRO","NOME_MICRO","NOME_MUNICIPIO","INDICADOR_24","x","y","area"
25,"Paraíba",2513703,2011,2504,"Mata Paraibana",250422,"João Pessoa","Santa Rita",37878609.55,-38.5842725300327,-6.73077447307983,0.0171569625997009
25,"Paraíba",2513802,2011,2501,"Sertão Paraibano",250104,"Patos","Santa Teresinha",1659196.7,-38.5784931536815,-7.66642379881964,0.0264347285836734
25,"Paraíba",2513505,2011,2501,"Sertão Paraibano",250106,"Itaporanga","Santana de Mangueira",2534353.67,-36.9065713761133,-6.91832646619753,0.0372877469443506
25,"Paraíba",2513604,2011,2501,"Sertão Paraibano",250105,"Piancó","Santana dos Garrotes",2225006.26,-38.3315098252649,-7.62830535498594,0.0329356885539318
25,"Paraíba",2513653,2011,2501,"Sertão Paraibano",250102,"Cajazeiras","Santarém",1677762.64,-37.9625565394119,-7.38680966652776,0.0290220755531496
25,"Paraíba",2513851,2011,2502,"Borborema",250211,"Cariri Oriental","Santo André",1091590.45,-38.4830201048679,-6.47678380167421,0.00608676664578112
25,"Paraíba",2515302,2011,2504,"Mata Paraibana",250421,"Sapé","Sapé",11104371.57,-35.0010797663855,-7.06541795801605,0.0594398664484393
25,"Paraíba",2515401,2011,2502,"Borborema",250209,"Seridó Oriental Paraibano","Seridó",3235764.37,-37.4453997285014,-7.09106197901088,0.0293046651132032
25,"Paraíba",2515500,2011,2502,"Borborema",250210,"Cariri Ocidental","Serra Branca",2702087.84,-36.6118380330939,-7.23405003833065,0.0185066564375728
25,"Paraíba",2515708,2011,2501,"Sertão Paraibano",250106,"Itaporanga","Serra Grande",873342.38,-37.4714849981329,-6.45907898199698,0.0202142892897261
25,"Paraíba",2515807,2011,2503,"Agreste Paraibano",250317,"Campina Grande","Serra Redonda",2892616.81,-37.7075179803846,-6.87209500220634,0.0160345057649597
25,"Paraíba",2515609,2011,2503,"Agreste Paraibano",250316,"Guarabira","Serra da Raiz",1640362.64,-36.4021044407421,-7.59224661871277,0.0178635703845963
25,"Paraíba",2515906,2011,2503,"Agreste Paraibano",250315,"Brejo Paraibano","Serraria",1982912.81,-37.9511313272306,-6.80352434135434,0.0137499798675236
25,"Paraíba",2515930,2011,2503,"Agreste Paraibano",250316,"Guarabira","Sertãozinho",2003315.33,-38.0544367202187,-6.63194793503108,0.00778762631401697
25,"Paraíba",2515971,2011,2504,"Mata Paraibana",250421,"Sapé","Sobrado",3021163.44,-36.491118227935,-7.45270568073774,0.0536473896086737
25,"Paraíba",2516102,2011,2503,"Agreste Paraibano",250312,"Curimataú Ocidental","Soledade",4160754.37,-36.7876428080114,-8.08895219365212,0.0668606938563997
25,"Paraíba",2516003,2011,2503,"Agreste Paraibano",250313,"Curimataú Oriental","Solânea",8054097.06,-38.1409373501314,-6.94130501966974,0.0279851985152159
25,"Paraíba",2516151,2011,2503,"Agreste Paraibano",250312,"Curimataú Ocidental","Sossêgo",1503209.09,-38.3276233887688,-7.25956177568736,0.0144388480869698
25,"Paraíba",2516201,2011,2501,"Sertão Paraibano",250103,"Sousa","Sousa",10088426.25,-37.3797229627255,-6.81311224599239,0.0593065628003676
25,"Paraíba",2516300,2011,2502,"Borborema",250210,"Cariri Ocidental","Sumé",3226316,-35.3480725354905,-7.2403324264761,0.0080087267652875
25,"Paraíba",2513927,2011,2501,"Sertão Paraibano",250103,"Sousa","São Bentinho",1768600.92,-38.4947645764176,-7.09845278173249,0.0555774153274511
25,"Paraíba",2513901,2011,2501,"Sertão Paraibano",250101,"Catolé do Rocha","São Bento",7306506,-38.0961400655625,-7.70274292805576,0.0130286703062315
25,"Paraíba",2513968,2011,2501,"Sertão Paraibano",250103,"Sousa","São Domingos",1442791.56,-37.3005290899858,-7.14753196944846,0.0110342570637595
25,"Paraíba",2513943,2011,2502,"Borborema",250211,"Cariri Oriental","São Domingos do Cariri",1134390.97,-37.3586726580406,-6.23586639656484,0.0207266742443214
25,"Paraíba",2513984,2011,2501,"Sertão Paraibano",250103,"Sousa","São Francisco",1259539.49,-36.8215368116683,-6.81746682453505,0.0169353627523254
25,"Paraíba",2514206,2011,2501,"Sertão Paraibano",250103,"Sousa","São José da Lagoa Tapada",2380180.3,-36.8526247496627,-7.42122686589119,0.0342059816255725
25,"Paraíba",2514305,2011,2501,"Sertão Paraibano",250106,"Itaporanga","São José de Caiana",2318619.56,-37.0851544156081,-6.92720506076698,0.0434853547039972
25,"Paraíba",2514404,2011,2501,"Sertão Paraibano",250104,"Patos","São José de Espinharas",2043229.02,-35.1997746713083,-7.24115873506309,0.00756887775635243
25,"Paraíba",2514503,2011,2501,"Sertão Paraibano",250102,"Cajazeiras","São José de Piranhas",4114530.82,-35.8517769739755,-7.08745428577745,0.00408808502349727
25,"Paraíba",2514552,2011,2501,"Sertão Paraibano",250107,"Serra do Teixeira","São José de Princesa",1507192.5,-37.0149824265852,-8.15811566254153,0.0377417552025225
25,"Paraíba",2514602,2011,2501,"Sertão Paraibano",250104,"Patos","São José do Bonfim",1434120.96,-35.1974874093099,-7.05499082856477,0.0257823170061045
25,"Paraíba",2514651,2011,2501,"Sertão Paraibano",250101,"Catolé do Rocha","São José do Brejo do Cruz",1160336.89,-36.4473792312367,-6.9077637240308,0.0225928364180455
25,"Paraíba",2514701,2011,2502,"Borborema",250208,"Seridó Ocidental Paraibano","São José do Sabugi",1932015.98,-36.7090986650737,-7.53626016938398,0.0562486067428151
25,"Paraíba",2514800,2011,2502,"Borborema",250210,"Cariri Ocidental","São José dos Cordeiros",1154875.96,-35.4524249941881,-6.70562036959815,0.00235304908502234
25,"Paraíba",2514453,2011,2504,"Mata Paraibana",250421,"Sapé","São José dos Ramos",2017709.34,-38.3769472272135,-7.21817526862071,0.00686825582355179
25,"Paraíba",2514008,2011,2502,"Borborema",250211,"Cariri Oriental","São João do Cariri",1148615.26,-35.6633786334665,-7.17143884161965,0.00453391268108657
25,"Paraíba",2500700,2011,2501,"Sertão Paraibano",250102,"Cajazeiras","São João do Rio do Peixe",4952135.36,-35.6446217439992,-6.83361407067801,0.00534084449195484
25,"Paraíba",2514107,2011,2502,"Borborema",250210,"Cariri Ocidental","São João do Tigre",2000292.33,-35.4227034875211,-6.74217434390903,0.00269142393144114
25,"Paraíba",2514909,2011,2502,"Borborema",250208,"Seridó Ocidental Paraibano","São Mamede",2551755.99,-35.2564927336806,-7.17989334048787,0.0051288649157031
25,"Paraíba",2515005,2011,2504,"Mata Paraibana",250421,"Sapé","São Miguel de Taipu",2854218.05,-35.7251025332193,-6.75310542296137,0.0190479067151408
25,"Paraíba",2515104,2011,2503,"Agreste Paraibano",250314,"Esperança","São Sebastião de Lagoa de Roça",4180389.83,-36.3704630083073,-7.10224773750289,0.0459024699894318
25,"Paraíba",2515203,2011,2502,"Borborema",250210,"Cariri Ocidental","São Sebastião do Umbuzeiro",1383449.84,-36.2102946940947,-6.7268737576435,0.0126357433726494
25,"Paraíba",2516409,2011,2503,"Agreste Paraibano",250313,"Curimataú Oriental","Tacima",3325000.26,-38.2265914970283,-6.7379212383591,0.0604733257889687
25,"Paraíba",2516508,2011,2502,"Borborema",250210,"Cariri Ocidental","Taperoá",4074395.09,-36.9002020893789,-7.67790253184923,0.0687164044945841
25,"Paraíba",2516607,2011,2501,"Sertão Paraibano",250107,"Serra do Teixeira","Tavares",5403390.04,-35.5184175938832,-6.53814956963336,0.0201462691217169
25,"Paraíba",2516706,2011,2501,"Sertão Paraibano",250107,"Serra do Teixeira","Teixeira",5076463.72,-36.8317366046995,-7.22135985221168,0.0542326766326854
25,"Paraíba",2516755,2011,2502,"Borborema",250209,"Seridó Oriental Paraibano","Tenório",1644187.08,-37.8967027336567,-7.598705229144,0.0186927566727522
25,"Paraíba",2516805,2011,2501,"Sertão Paraibano",250102,"Cajazeiras","Triunfo",2812503.06,-37.2403008863826,-7.24524610015453,0.0131973945169728
25,"Paraíba",2516904,2011,2501,"Sertão Paraibano",250102,"Cajazeiras","Uiraúna",3511529.88,-36.6245110403656,-6.96115779238923,0.00859264542536402
25,"Paraíba",2517001,2011,2503,"Agreste Paraibano",250319,"Umbuzeiro","Umbuzeiro",3793620.13,-38.5735571314487,-6.6063651992175,0.0180791788293788
25,"Paraíba",2517209,2011,2501,"Sertão Paraibano",250103,"Sousa","Vieirópolis",1899124.22,-38.392312622225,-6.50858322275938,0.0240678340668852
25,"Paraíba",2505501,2011,2501,"Sertão Paraibano",250103,"Sousa","Vista Serrana",1210741.23,-35.7373312187418,-7.67932714703119,0.0148674650094494
25,"Paraíba",2517100,2011,2502,"Borborema",250208,"Seridó Ocidental Paraibano","Várzea",1026644.44,-37.0300447300757,-6.78883601542763,0.0155914538293398
25,"Paraíba",2517407,2011,2502,"Borborema",250210,"Cariri Ocidental","Zabelê",721323.9,-38.2675723660411,-6.55992862867871,0.0119769441235679
25,"Paraíba",2500106,2011,2501,"Sertão Paraibano",250107,"Serra do Teixeira","Água Branca",3150953.04,-37.0961849406082,-8.07681839973417,0.0090234160481268
