"ANO","NOME_MUNICIPIO","NOME_MESO","NOME_MICRO","MEDIA_ESTADO","MEDIA_MICRO","indicador"
2011,"Água Branca","Sertão Paraibano","Serra do Teixeira",68.0286104055017,68.3589999603963,"INDICADOR_62"
2011,"Aguiar","Sertão Paraibano","Piancó",68.0286104055017,63.9887455873325,"INDICADOR_62"
2011,"Alagoa Grande","Agreste Paraibano","Brejo Paraibano",68.0286104055017,74.8012318148054,"INDICADOR_62"
2011,"Alagoa Nova","Agreste Paraibano","Brejo Paraibano",68.0286104055017,71.895902160153,"INDICADOR_62"
2011,"Alagoinha","Agreste Paraibano","Guarabira",68.0286104055017,77.7152756289284,"INDICADOR_62"
2011,"Alcantil","Borborema","Cariri Oriental",68.0286104055017,56.2740791708998,"INDICADOR_62"
2011,"Algodão de Jandaíra","Agreste Paraibano","Curimataú Ocidental",68.0286104055017,61.3450984692073,"INDICADOR_62"
2011,"Alhandra","Mata Paraibana","Litoral Sul",68.0286104055017,59.1003925948953,"INDICADOR_62"
2011,"Amparo","Borborema","Cariri Ocidental",68.0286104055017,59.8770713830321,"INDICADOR_62"
2011,"Aparecida","Sertão Paraibano","Sousa",68.0286104055017,70.5502216630385,"INDICADOR_62"
2011,"Araçagi","Agreste Paraibano","Guarabira",68.0286104055017,75.1431834632719,"INDICADOR_62"
2011,"Arara","Agreste Paraibano","Curimataú Ocidental",68.0286104055017,72.7556649264906,"INDICADOR_62"
2011,"Araruna","Agreste Paraibano","Curimataú Oriental",68.0286104055017,75.0190882108481,"INDICADOR_62"
2011,"Areia","Agreste Paraibano","Brejo Paraibano",68.0286104055017,72.9173876360677,"INDICADOR_62"
2011,"Areia de Baraúnas","Sertão Paraibano","Patos",68.0286104055017,58.7082966980718,"INDICADOR_62"
2011,"Areial","Agreste Paraibano","Esperança",68.0286104055017,78.1695148668057,"INDICADOR_62"
2011,"Aroeiras","Agreste Paraibano","Umbuzeiro",68.0286104055017,79.8789998175312,"INDICADOR_62"
