"ANO","NOME_MUNICIPIO","NOME_MESO","NOME_MICRO","MEDIA_ESTADO","MEDIA_MICRO","indicador"
2009,"São Mamede","Borborema","Seridó Ocidental Paraibano",11.0431796801505,6.9,"INDICADOR_73"
2009,"São Miguel de Taipu","Mata Paraibana","Sapé",11.0431796801505,20.6,"INDICADOR_73"
2009,"São Sebastião de Lagoa de Roça","Agreste Paraibano","Esperança",11.0431796801505,10.7,"INDICADOR_73"
2009,"São Sebastião do Umbuzeiro","Borborema","Cariri Ocidental",11.0431796801505,0.9,"INDICADOR_73"
2009,"Sapé","Mata Paraibana","Sapé",11.0431796801505,11.9,"INDICADOR_73"
2009,"Seridó","Borborema","Seridó Oriental Paraibano",11.0431796801505,4.9,"INDICADOR_73"
2009,"Serra Branca","Borborema","Cariri Ocidental",11.0431796801505,7.6,"INDICADOR_73"
2009,"Serra da Raiz","Agreste Paraibano","Guarabira",11.0431796801505,13.7,"INDICADOR_73"
2009,"Serra Grande","Sertão Paraibano","Itaporanga",11.0431796801505,8.1,"INDICADOR_73"
2009,"Serra Redonda","Agreste Paraibano","Campina Grande",11.0431796801505,32,"INDICADOR_73"
2009,"Serraria","Agreste Paraibano","Brejo Paraibano",11.0431796801505,13.1,"INDICADOR_73"
2009,"Sertãozinho","Agreste Paraibano","Guarabira",11.0431796801505,17.5,"INDICADOR_73"
2009,"Sobrado","Mata Paraibana","Sapé",11.0431796801505,1.1,"INDICADOR_73"
2009,"Solânea","Agreste Paraibano","Curimataú Oriental",11.0431796801505,13.7,"INDICADOR_73"
2009,"Soledade","Agreste Paraibano","Curimataú Ocidental",11.0431796801505,8,"INDICADOR_73"
2009,"Sossêgo","Agreste Paraibano","Curimataú Ocidental",11.0431796801505,11.3,"INDICADOR_73"
2009,"Sousa","Sertão Paraibano","Sousa",11.0431796801505,12.7,"INDICADOR_73"
2009,"Sumé","Borborema","Cariri Ocidental",11.0431796801505,9.1,"INDICADOR_73"
2009,"Tacima","Agreste Paraibano","Curimataú Oriental",11.0431796801505,4.2,"INDICADOR_73"
2009,"Taperoá","Borborema","Cariri Ocidental",11.0431796801505,11.6,"INDICADOR_73"
2009,"Tavares","Sertão Paraibano","Serra do Teixeira",11.0431796801505,9.2,"INDICADOR_73"
2009,"Teixeira","Sertão Paraibano","Serra do Teixeira",11.0431796801505,1.7,"INDICADOR_73"
2009,"Triunfo","Sertão Paraibano","Cajazeiras",11.0431796801505,10.2,"INDICADOR_73"
2009,"Uiraúna","Sertão Paraibano","Cajazeiras",11.0431796801505,11.7,"INDICADOR_73"
2009,"Umbuzeiro","Agreste Paraibano","Umbuzeiro",11.0431796801505,7.3,"INDICADOR_73"
2009,"Várzea","Borborema","Seridó Ocidental Paraibano",11.0431796801505,3.7,"INDICADOR_73"
2009,"Vieirópolis","Sertão Paraibano","Sousa",11.0431796801505,16.3,"INDICADOR_73"
2009,"Vista Serrana","Sertão Paraibano","Sousa",11.0431796801505,11.2,"INDICADOR_73"
2009,"Zabelê","Borborema","Cariri Ocidental",11.0431796801505,8.2,"INDICADOR_73"
2010,"Água Branca","Sertão Paraibano","Serra do Teixeira",11.0431796801505,25.5,"INDICADOR_73"
2010,"Aguiar","Sertão Paraibano","Piancó",11.0431796801505,18,"INDICADOR_73"
2010,"Alagoa Grande","Agreste Paraibano","Brejo Paraibano",11.0431796801505,10.2,"INDICADOR_73"
2010,"Alagoa Nova","Agreste Paraibano","Brejo Paraibano",11.0431796801505,8.5,"INDICADOR_73"
2010,"Alagoinha","Agreste Paraibano","Guarabira",11.0431796801505,21,"INDICADOR_73"
2010,"Alcantil","Borborema","Cariri Oriental",11.0431796801505,8.8,"INDICADOR_73"
2010,"Alhandra","Mata Paraibana","Litoral Sul",11.0431796801505,10.2,"INDICADOR_73"
2010,"Aparecida","Sertão Paraibano","Sousa",11.0431796801505,12.6,"INDICADOR_73"
2010,"Araçagi","Agreste Paraibano","Guarabira",11.0431796801505,7.8,"INDICADOR_73"
2010,"Arara","Agreste Paraibano","Curimataú Ocidental",11.0431796801505,13.4,"INDICADOR_73"
2010,"Araruna","Agreste Paraibano","Curimataú Oriental",11.0431796801505,4,"INDICADOR_73"
2010,"Areia","Agreste Paraibano","Brejo Paraibano",11.0431796801505,6.3,"INDICADOR_73"
2010,"Areial","Agreste Paraibano","Esperança",11.0431796801505,6.4,"INDICADOR_73"
2010,"Aroeiras","Agreste Paraibano","Umbuzeiro",11.0431796801505,20.6,"INDICADOR_73"
2010,"Assunção","Borborema","Cariri Ocidental",11.0431796801505,3.3,"INDICADOR_73"
2010,"Baía da Traição","Mata Paraibana","Litoral Norte",11.0431796801505,15.9,"INDICADOR_73"
2010,"Bananeiras","Agreste Paraibano","Brejo Paraibano",11.0431796801505,18.1,"INDICADOR_73"
2010,"Baraúna","Borborema","Seridó Oriental Paraibano",11.0431796801505,5.3,"INDICADOR_73"
2010,"Barra de Santa Rosa","Agreste Paraibano","Curimataú Ocidental",11.0431796801505,3.6,"INDICADOR_73"
2010,"Barra de Santana","Borborema","Cariri Oriental",11.0431796801505,6.6,"INDICADOR_73"
2010,"Barra de São Miguel","Borborema","Cariri Oriental",11.0431796801505,1.4,"INDICADOR_73"
2010,"Bayeux","Mata Paraibana","João Pessoa",11.0431796801505,14.7,"INDICADOR_73"
2010,"Belém","Agreste Paraibano","Guarabira",11.0431796801505,10.2,"INDICADOR_73"
2010,"Belém do Brejo do Cruz","Sertão Paraibano","Catolé do Rocha",11.0431796801505,11.6,"INDICADOR_73"
2010,"Boa Ventura","Sertão Paraibano","Itaporanga",11.0431796801505,21.3,"INDICADOR_73"
2010,"Boa Vista","Agreste Paraibano","Campina Grande",11.0431796801505,1.2,"INDICADOR_73"
2010,"Bom Jesus","Sertão Paraibano","Cajazeiras",11.0431796801505,3,"INDICADOR_73"
2010,"Bom Sucesso","Sertão Paraibano","Catolé do Rocha",11.0431796801505,10.5,"INDICADOR_73"
2010,"Bonito de Santa Fé","Sertão Paraibano","Cajazeiras",11.0431796801505,7.1,"INDICADOR_73"
2010,"Boqueirão","Borborema","Cariri Oriental",11.0431796801505,18.6,"INDICADOR_73"
2010,"Borborema","Agreste Paraibano","Brejo Paraibano",11.0431796801505,17.9,"INDICADOR_73"
2010,"Brejo do Cruz","Sertão Paraibano","Catolé do Rocha",11.0431796801505,18.8,"INDICADOR_73"
2010,"Brejo dos Santos","Sertão Paraibano","Catolé do Rocha",11.0431796801505,8.2,"INDICADOR_73"
2010,"Caaporã","Mata Paraibana","Litoral Sul",11.0431796801505,3.2,"INDICADOR_73"
2010,"Cabaceiras","Borborema","Cariri Oriental",11.0431796801505,5.7,"INDICADOR_73"
2010,"Cabedelo","Mata Paraibana","João Pessoa",11.0431796801505,11.3,"INDICADOR_73"
2010,"Cachoeira dos Índios","Sertão Paraibano","Cajazeiras",11.0431796801505,11.8,"INDICADOR_73"
2010,"Cacimba de Dentro","Agreste Paraibano","Curimataú Oriental",11.0431796801505,7.6,"INDICADOR_73"
2010,"Cacimbas","Sertão Paraibano","Serra do Teixeira",11.0431796801505,2.8,"INDICADOR_73"
2010,"Caiçara","Agreste Paraibano","Guarabira",11.0431796801505,7.9,"INDICADOR_73"
2010,"Cajazeiras","Sertão Paraibano","Cajazeiras",11.0431796801505,12.8,"INDICADOR_73"
2010,"Caldas Brandão","Agreste Paraibano","Itabaiana",11.0431796801505,9.9,"INDICADOR_73"
2010,"Camalaú","Borborema","Cariri Ocidental",11.0431796801505,17.8,"INDICADOR_73"
2010,"Campina Grande","Agreste Paraibano","Campina Grande",11.0431796801505,15.6,"INDICADOR_73"
2010,"Capim","Mata Paraibana","Litoral Norte",11.0431796801505,1.1,"INDICADOR_73"
2010,"Caraúbas","Borborema","Cariri Oriental",11.0431796801505,26.2,"INDICADOR_73"
2010,"Carrapateira","Sertão Paraibano","Cajazeiras",11.0431796801505,6.1,"INDICADOR_73"
2010,"Catingueira","Sertão Paraibano","Piancó",11.0431796801505,6.1,"INDICADOR_73"
2010,"Catolé do Rocha","Sertão Paraibano","Catolé do Rocha",11.0431796801505,12.1,"INDICADOR_73"
2010,"Caturité","Borborema","Cariri Oriental",11.0431796801505,8.5,"INDICADOR_73"
2010,"Conceição","Sertão Paraibano","Itaporanga",11.0431796801505,24.5,"INDICADOR_73"
2010,"Condado","Sertão Paraibano","Sousa",11.0431796801505,2.3,"INDICADOR_73"
2010,"Conde","Mata Paraibana","João Pessoa",11.0431796801505,6.1,"INDICADOR_73"
2010,"Congo","Borborema","Cariri Ocidental",11.0431796801505,11.8,"INDICADOR_73"
2010,"Coremas","Sertão Paraibano","Piancó",11.0431796801505,25.3,"INDICADOR_73"
2010,"Coxixola","Borborema","Cariri Ocidental",11.0431796801505,1.4,"INDICADOR_73"
2010,"Cruz do Espírito Santo","Mata Paraibana","Sapé",11.0431796801505,20.4,"INDICADOR_73"
2010,"Cubati","Borborema","Seridó Oriental Paraibano",11.0431796801505,13,"INDICADOR_73"
2010,"Cuité","Agreste Paraibano","Curimataú Ocidental",11.0431796801505,2.1,"INDICADOR_73"
2010,"Cuité de Mamanguape","Mata Paraibana","Litoral Norte",11.0431796801505,21.3,"INDICADOR_73"
2010,"Cuitegi","Agreste Paraibano","Guarabira",11.0431796801505,18.4,"INDICADOR_73"
2010,"Curral de Cima","Mata Paraibana","Litoral Norte",11.0431796801505,3.6,"INDICADOR_73"
2010,"Curral Velho","Sertão Paraibano","Itaporanga",11.0431796801505,1.2,"INDICADOR_73"
2010,"Desterro","Sertão Paraibano","Serra do Teixeira",11.0431796801505,5.4,"INDICADOR_73"
2010,"Diamante","Sertão Paraibano","Itaporanga",11.0431796801505,19.8,"INDICADOR_73"
2010,"Dona Inês","Agreste Paraibano","Curimataú Oriental",11.0431796801505,9.7,"INDICADOR_73"
2010,"Duas Estradas","Agreste Paraibano","Guarabira",11.0431796801505,1.6,"INDICADOR_73"
2010,"Emas","Sertão Paraibano","Piancó",11.0431796801505,3,"INDICADOR_73"
2010,"Esperança","Agreste Paraibano","Esperança",11.0431796801505,14,"INDICADOR_73"
2010,"Fagundes","Agreste Paraibano","Campina Grande",11.0431796801505,11.8,"INDICADOR_73"
2010,"Frei Martinho","Borborema","Seridó Oriental Paraibano",11.0431796801505,5.2,"INDICADOR_73"
2010,"Gado Bravo","Agreste Paraibano","Umbuzeiro",11.0431796801505,25.8,"INDICADOR_73"
2010,"Guarabira","Agreste Paraibano","Guarabira",11.0431796801505,19.7,"INDICADOR_73"
2010,"Gurinhém","Agreste Paraibano","Itabaiana",11.0431796801505,8.1,"INDICADOR_73"
2010,"Gurjão","Borborema","Cariri Oriental",11.0431796801505,7.3,"INDICADOR_73"
2010,"Ibiara","Sertão Paraibano","Itaporanga",11.0431796801505,16.8,"INDICADOR_73"
2010,"Igaracy","Sertão Paraibano","Piancó",11.0431796801505,21.9,"INDICADOR_73"
2010,"Imaculada","Sertão Paraibano","Serra do Teixeira",11.0431796801505,11.9,"INDICADOR_73"
2010,"Ingá","Agreste Paraibano","Itabaiana",11.0431796801505,8.1,"INDICADOR_73"
2010,"Itabaiana","Agreste Paraibano","Itabaiana",11.0431796801505,12.7,"INDICADOR_73"
2010,"Itaporanga","Sertão Paraibano","Itaporanga",11.0431796801505,14.3,"INDICADOR_73"
2010,"Itapororoca","Mata Paraibana","Litoral Norte",11.0431796801505,11.3,"INDICADOR_73"
2010,"Itatuba","Agreste Paraibano","Itabaiana",11.0431796801505,16.3,"INDICADOR_73"
2010,"Jacaraú","Mata Paraibana","Litoral Norte",11.0431796801505,6.2,"INDICADOR_73"
2010,"Jericó","Sertão Paraibano","Catolé do Rocha",11.0431796801505,17.6,"INDICADOR_73"
2010,"João Pessoa","Mata Paraibana","João Pessoa",11.0431796801505,10.5,"INDICADOR_73"
2010,"Juarez Távora","Agreste Paraibano","Itabaiana",11.0431796801505,5,"INDICADOR_73"
2010,"Juazeirinho","Borborema","Seridó Oriental Paraibano",11.0431796801505,13.7,"INDICADOR_73"
2010,"Junco do Seridó","Borborema","Seridó Ocidental Paraibano",11.0431796801505,2.6,"INDICADOR_73"
2010,"Juripiranga","Mata Paraibana","Sapé",11.0431796801505,14.3,"INDICADOR_73"
2010,"Juru","Sertão Paraibano","Serra do Teixeira",11.0431796801505,6.3,"INDICADOR_73"
2010,"Lagoa","Sertão Paraibano","Catolé do Rocha",11.0431796801505,5.1,"INDICADOR_73"
2010,"Lagoa de Dentro","Agreste Paraibano","Guarabira",11.0431796801505,8.6,"INDICADOR_73"
2010,"Lagoa Seca","Agreste Paraibano","Campina Grande",11.0431796801505,12.3,"INDICADOR_73"
2010,"Lastro","Sertão Paraibano","Sousa",11.0431796801505,16.1,"INDICADOR_73"
2010,"Livramento","Borborema","Cariri Ocidental",11.0431796801505,12.5,"INDICADOR_73"
2010,"Logradouro","Agreste Paraibano","Guarabira",11.0431796801505,1.5,"INDICADOR_73"
2010,"Lucena","Mata Paraibana","João Pessoa",11.0431796801505,26.7,"INDICADOR_73"
2010,"Mãe d'Água","Sertão Paraibano","Patos",11.0431796801505,10.7,"INDICADOR_73"
2010,"Malta","Sertão Paraibano","Sousa",11.0431796801505,8.4,"INDICADOR_73"
2010,"Mamanguape","Mata Paraibana","Litoral Norte",11.0431796801505,19.6,"INDICADOR_73"
2010,"Manaíra","Sertão Paraibano","Serra do Teixeira",11.0431796801505,17.6,"INDICADOR_73"
2010,"Marcação","Mata Paraibana","Litoral Norte",11.0431796801505,13.7,"INDICADOR_73"
2010,"Mari","Mata Paraibana","Sapé",11.0431796801505,7.5,"INDICADOR_73"
2010,"Marizópolis","Sertão Paraibano","Sousa",11.0431796801505,8.3,"INDICADOR_73"
2010,"Massaranduba","Agreste Paraibano","Campina Grande",11.0431796801505,3.6,"INDICADOR_73"
2010,"Mataraca","Mata Paraibana","Litoral Norte",11.0431796801505,1.6,"INDICADOR_73"
2010,"Matinhas","Agreste Paraibano","Brejo Paraibano",11.0431796801505,11.4,"INDICADOR_73"
2010,"Mato Grosso","Sertão Paraibano","Catolé do Rocha",11.0431796801505,20.4,"INDICADOR_73"
2010,"Maturéia","Sertão Paraibano","Serra do Teixeira",11.0431796801505,2.8,"INDICADOR_73"
2010,"Mogeiro","Agreste Paraibano","Itabaiana",11.0431796801505,13.7,"INDICADOR_73"
2010,"Montadas","Agreste Paraibano","Esperança",11.0431796801505,2.5,"INDICADOR_73"
2010,"Monte Horebe","Sertão Paraibano","Cajazeiras",11.0431796801505,20.8,"INDICADOR_73"
2010,"Monteiro","Borborema","Cariri Ocidental",11.0431796801505,6.8,"INDICADOR_73"
2010,"Mulungu","Agreste Paraibano","Guarabira",11.0431796801505,11.4,"INDICADOR_73"
2010,"Natuba","Agreste Paraibano","Umbuzeiro",11.0431796801505,7.1,"INDICADOR_73"
2010,"Nazarezinho","Sertão Paraibano","Sousa",11.0431796801505,8.9,"INDICADOR_73"
2010,"Nova Floresta","Agreste Paraibano","Curimataú Ocidental",11.0431796801505,5.6,"INDICADOR_73"
2010,"Nova Olinda","Sertão Paraibano","Piancó",11.0431796801505,0.2,"INDICADOR_73"
2010,"Nova Palmeira","Borborema","Seridó Oriental Paraibano",11.0431796801505,3.1,"INDICADOR_73"
2010,"Olho d'Água","Sertão Paraibano","Piancó",11.0431796801505,5.9,"INDICADOR_73"
2010,"Olivedos","Agreste Paraibano","Curimataú Ocidental",11.0431796801505,0,"INDICADOR_73"
2010,"Ouro Velho","Borborema","Cariri Ocidental",11.0431796801505,10.1,"INDICADOR_73"
2010,"Parari","Borborema","Cariri Ocidental",11.0431796801505,25.8,"INDICADOR_73"
2010,"Patos","Sertão Paraibano","Patos",11.0431796801505,7.5,"INDICADOR_73"
2010,"Paulista","Sertão Paraibano","Sousa",11.0431796801505,10.9,"INDICADOR_73"
2010,"Pedra Branca","Sertão Paraibano","Itaporanga",11.0431796801505,10.9,"INDICADOR_73"
2010,"Pedra Lavrada","Borborema","Seridó Oriental Paraibano",11.0431796801505,0,"INDICADOR_73"
2010,"Pedras de Fogo","Mata Paraibana","Litoral Sul",11.0431796801505,9.8,"INDICADOR_73"
2010,"Pedro Régis","Mata Paraibana","Litoral Norte",11.0431796801505,5.1,"INDICADOR_73"
2010,"Piancó","Sertão Paraibano","Piancó",11.0431796801505,22.8,"INDICADOR_73"
2010,"Picuí","Borborema","Seridó Oriental Paraibano",11.0431796801505,6.1,"INDICADOR_73"
2010,"Pilar","Mata Paraibana","Sapé",11.0431796801505,8.1,"INDICADOR_73"
2010,"Pilões","Agreste Paraibano","Brejo Paraibano",11.0431796801505,5.3,"INDICADOR_73"
2010,"Pilõezinhos","Agreste Paraibano","Guarabira",11.0431796801505,5.9,"INDICADOR_73"
2010,"Pirpirituba","Agreste Paraibano","Guarabira",11.0431796801505,9.2,"INDICADOR_73"
2010,"Pitimbu","Mata Paraibana","Litoral Sul",11.0431796801505,8.2,"INDICADOR_73"
2010,"Pocinhos","Agreste Paraibano","Curimataú Ocidental",11.0431796801505,1.3,"INDICADOR_73"
2010,"Poço Dantas","Sertão Paraibano","Cajazeiras",11.0431796801505,0,"INDICADOR_73"
2010,"Poço de José de Moura","Sertão Paraibano","Cajazeiras",11.0431796801505,11.7,"INDICADOR_73"
2010,"Pombal","Sertão Paraibano","Sousa",11.0431796801505,15.5,"INDICADOR_73"
2010,"Prata","Borborema","Cariri Ocidental",11.0431796801505,7.5,"INDICADOR_73"
2010,"Princesa Isabel","Sertão Paraibano","Serra do Teixeira",11.0431796801505,11,"INDICADOR_73"
2010,"Puxinanã","Agreste Paraibano","Campina Grande",11.0431796801505,22.1,"INDICADOR_73"
2010,"Queimadas","Agreste Paraibano","Campina Grande",11.0431796801505,18.9,"INDICADOR_73"
2010,"Remígio","Agreste Paraibano","Curimataú Ocidental",11.0431796801505,5.3,"INDICADOR_73"
2010,"Riachão","Agreste Paraibano","Curimataú Oriental",11.0431796801505,0,"INDICADOR_73"
2010,"Riachão do Bacamarte","Agreste Paraibano","Itabaiana",11.0431796801505,15.1,"INDICADOR_73"
2010,"Riachão do Poço","Mata Paraibana","Sapé",11.0431796801505,4,"INDICADOR_73"
2010,"Riacho de Santo Antônio","Borborema","Cariri Oriental",11.0431796801505,9.9,"INDICADOR_73"
2010,"Riacho dos Cavalos","Sertão Paraibano","Catolé do Rocha",11.0431796801505,19.3,"INDICADOR_73"
2010,"Rio Tinto","Mata Paraibana","Litoral Norte",11.0431796801505,16.3,"INDICADOR_73"
2010,"Salgadinho","Borborema","Seridó Ocidental Paraibano",11.0431796801505,0,"INDICADOR_73"
2010,"Salgado de São Félix","Agreste Paraibano","Itabaiana",11.0431796801505,9.5,"INDICADOR_73"
2010,"Santa Cecília","Agreste Paraibano","Umbuzeiro",11.0431796801505,9.8,"INDICADOR_73"
2010,"Santa Cruz","Sertão Paraibano","Sousa",11.0431796801505,9.4,"INDICADOR_73"
2010,"Santa Helena","Sertão Paraibano","Cajazeiras",11.0431796801505,8.2,"INDICADOR_73"
2010,"Santa Inês","Sertão Paraibano","Itaporanga",11.0431796801505,22.5,"INDICADOR_73"
2010,"Santa Luzia","Borborema","Seridó Ocidental Paraibano",11.0431796801505,2.2,"INDICADOR_73"
2010,"Santa Rita","Mata Paraibana","João Pessoa",11.0431796801505,15.5,"INDICADOR_73"
2010,"Santa Teresinha","Sertão Paraibano","Patos",11.0431796801505,2.9,"INDICADOR_73"
2010,"Santana de Mangueira","Sertão Paraibano","Itaporanga",11.0431796801505,23,"INDICADOR_73"
2010,"Santana dos Garrotes","Sertão Paraibano","Piancó",11.0431796801505,16.6,"INDICADOR_73"
2010,"Santo André","Borborema","Cariri Oriental",11.0431796801505,43.2,"INDICADOR_73"
2010,"São Bentinho","Sertão Paraibano","Sousa",11.0431796801505,6.6,"INDICADOR_73"
2010,"São Bento","Sertão Paraibano","Catolé do Rocha",11.0431796801505,8.7,"INDICADOR_73"
2010,"São Domingos do Cariri","Borborema","Cariri Oriental",11.0431796801505,9.5,"INDICADOR_73"
2010,"São Francisco","Sertão Paraibano","Sousa",11.0431796801505,11.5,"INDICADOR_73"
2010,"São João do Cariri","Borborema","Cariri Oriental",11.0431796801505,6.3,"INDICADOR_73"
2010,"São João do Rio do Peixe","Sertão Paraibano","Cajazeiras",11.0431796801505,15.7,"INDICADOR_73"
2010,"São João do Tigre","Borborema","Cariri Ocidental",11.0431796801505,13.2,"INDICADOR_73"
2010,"São José da Lagoa Tapada","Sertão Paraibano","Sousa",11.0431796801505,10.7,"INDICADOR_73"
2010,"São José de Caiana","Sertão Paraibano","Itaporanga",11.0431796801505,12.6,"INDICADOR_73"
2010,"São José de Espinharas","Sertão Paraibano","Patos",11.0431796801505,5.9,"INDICADOR_73"
2010,"São José de Piranhas","Sertão Paraibano","Cajazeiras",11.0431796801505,12.7,"INDICADOR_73"
2010,"São José de Princesa","Sertão Paraibano","Serra do Teixeira",11.0431796801505,5.5,"INDICADOR_73"
2010,"São José do Brejo do Cruz","Sertão Paraibano","Catolé do Rocha",11.0431796801505,0,"INDICADOR_73"
2010,"São José do Sabugi","Borborema","Seridó Ocidental Paraibano",11.0431796801505,2.2,"INDICADOR_73"
2010,"São José dos Cordeiros","Borborema","Cariri Ocidental",11.0431796801505,6.1,"INDICADOR_73"
2010,"São José dos Ramos","Mata Paraibana","Sapé",11.0431796801505,17.1,"INDICADOR_73"
2010,"São Mamede","Borborema","Seridó Ocidental Paraibano",11.0431796801505,4.2,"INDICADOR_73"
2010,"São Miguel de Taipu","Mata Paraibana","Sapé",11.0431796801505,22,"INDICADOR_73"
2010,"São Sebastião de Lagoa de Roça","Agreste Paraibano","Esperança",11.0431796801505,15.5,"INDICADOR_73"
2010,"São Sebastião do Umbuzeiro","Borborema","Cariri Ocidental",11.0431796801505,8,"INDICADOR_73"
2010,"Sapé","Mata Paraibana","Sapé",11.0431796801505,11.8,"INDICADOR_73"
2010,"Seridó","Borborema","Seridó Oriental Paraibano",11.0431796801505,4.7,"INDICADOR_73"
2010,"Serra Branca","Borborema","Cariri Ocidental",11.0431796801505,2.8,"INDICADOR_73"
2010,"Serra da Raiz","Agreste Paraibano","Guarabira",11.0431796801505,5.9,"INDICADOR_73"
2010,"Serra Grande","Sertão Paraibano","Itaporanga",11.0431796801505,1.8,"INDICADOR_73"
2010,"Serra Redonda","Agreste Paraibano","Campina Grande",11.0431796801505,27.6,"INDICADOR_73"
2010,"Serraria","Agreste Paraibano","Brejo Paraibano",11.0431796801505,19.4,"INDICADOR_73"
2010,"Sertãozinho","Agreste Paraibano","Guarabira",11.0431796801505,4.8,"INDICADOR_73"
2010,"Sobrado","Mata Paraibana","Sapé",11.0431796801505,15.3,"INDICADOR_73"
2010,"Solânea","Agreste Paraibano","Curimataú Oriental",11.0431796801505,14.6,"INDICADOR_73"
2010,"Soledade","Agreste Paraibano","Curimataú Ocidental",11.0431796801505,7.9,"INDICADOR_73"
2010,"Sossêgo","Agreste Paraibano","Curimataú Ocidental",11.0431796801505,12.8,"INDICADOR_73"
2010,"Sousa","Sertão Paraibano","Sousa",11.0431796801505,11.4,"INDICADOR_73"
2010,"Sumé","Borborema","Cariri Ocidental",11.0431796801505,15.9,"INDICADOR_73"
2010,"Tacima","Agreste Paraibano","Curimataú Oriental",11.0431796801505,3.3,"INDICADOR_73"
2010,"Taperoá","Borborema","Cariri Ocidental",11.0431796801505,12,"INDICADOR_73"
2010,"Tavares","Sertão Paraibano","Serra do Teixeira",11.0431796801505,11.2,"INDICADOR_73"
2010,"Teixeira","Sertão Paraibano","Serra do Teixeira",11.0431796801505,2.9,"INDICADOR_73"
2010,"Triunfo","Sertão Paraibano","Cajazeiras",11.0431796801505,11.5,"INDICADOR_73"
2010,"Uiraúna","Sertão Paraibano","Cajazeiras",11.0431796801505,7.8,"INDICADOR_73"
2010,"Umbuzeiro","Agreste Paraibano","Umbuzeiro",11.0431796801505,9.5,"INDICADOR_73"
2010,"Várzea","Borborema","Seridó Ocidental Paraibano",11.0431796801505,4,"INDICADOR_73"
2010,"Vieirópolis","Sertão Paraibano","Sousa",11.0431796801505,15.1,"INDICADOR_73"
2010,"Vista Serrana","Sertão Paraibano","Sousa",11.0431796801505,13.3,"INDICADOR_73"
2010,"Zabelê","Borborema","Cariri Ocidental",11.0431796801505,8.1,"INDICADOR_73"
2011,"Água Branca","Sertão Paraibano","Serra do Teixeira",11.0431796801505,16.6,"INDICADOR_73"
2011,"Aguiar","Sertão Paraibano","Piancó",11.0431796801505,14.8,"INDICADOR_73"
2011,"Alagoa Grande","Agreste Paraibano","Brejo Paraibano",11.0431796801505,10.6,"INDICADOR_73"
2011,"Alagoa Nova","Agreste Paraibano","Brejo Paraibano",11.0431796801505,8.4,"INDICADOR_73"
2011,"Alagoinha","Agreste Paraibano","Guarabira",11.0431796801505,23.9,"INDICADOR_73"
2011,"Alcantil","Borborema","Cariri Oriental",11.0431796801505,12.9,"INDICADOR_73"
2011,"Alhandra","Mata Paraibana","Litoral Sul",11.0431796801505,11.7,"INDICADOR_73"
2011,"Aparecida","Sertão Paraibano","Sousa",11.0431796801505,14.9,"INDICADOR_73"
2011,"Araçagi","Agreste Paraibano","Guarabira",11.0431796801505,10.1,"INDICADOR_73"
2011,"Arara","Agreste Paraibano","Curimataú Ocidental",11.0431796801505,16.7,"INDICADOR_73"
2011,"Araruna","Agreste Paraibano","Curimataú Oriental",11.0431796801505,5.2,"INDICADOR_73"
2011,"Areia","Agreste Paraibano","Brejo Paraibano",11.0431796801505,6.3,"INDICADOR_73"
2011,"Areial","Agreste Paraibano","Esperança",11.0431796801505,7.4,"INDICADOR_73"
2011,"Aroeiras","Agreste Paraibano","Umbuzeiro",11.0431796801505,13.2,"INDICADOR_73"
2011,"Assunção","Borborema","Cariri Ocidental",11.0431796801505,4,"INDICADOR_73"
2011,"Baía da Traição","Mata Paraibana","Litoral Norte",11.0431796801505,11.7,"INDICADOR_73"
2011,"Bananeiras","Agreste Paraibano","Brejo Paraibano",11.0431796801505,14.4,"INDICADOR_73"
2011,"Baraúna","Borborema","Seridó Oriental Paraibano",11.0431796801505,0,"INDICADOR_73"
2011,"Barra de Santa Rosa","Agreste Paraibano","Curimataú Ocidental",11.0431796801505,3.1,"INDICADOR_73"
2011,"Barra de Santana","Borborema","Cariri Oriental",11.0431796801505,4.7,"INDICADOR_73"
2011,"Barra de São Miguel","Borborema","Cariri Oriental",11.0431796801505,0,"INDICADOR_73"
2011,"Bayeux","Mata Paraibana","João Pessoa",11.0431796801505,14.5,"INDICADOR_73"
2011,"Belém","Agreste Paraibano","Guarabira",11.0431796801505,8.7,"INDICADOR_73"
2011,"Belém do Brejo do Cruz","Sertão Paraibano","Catolé do Rocha",11.0431796801505,4.4,"INDICADOR_73"
2011,"Boa Ventura","Sertão Paraibano","Itaporanga",11.0431796801505,12.4,"INDICADOR_73"
2011,"Boa Vista","Agreste Paraibano","Campina Grande",11.0431796801505,0,"INDICADOR_73"
2011,"Bom Jesus","Sertão Paraibano","Cajazeiras",11.0431796801505,0,"INDICADOR_73"
2011,"Bom Sucesso","Sertão Paraibano","Catolé do Rocha",11.0431796801505,7.3,"INDICADOR_73"
2011,"Bonito de Santa Fé","Sertão Paraibano","Cajazeiras",11.0431796801505,10.9,"INDICADOR_73"
2011,"Boqueirão","Borborema","Cariri Oriental",11.0431796801505,17.6,"INDICADOR_73"
2011,"Borborema","Agreste Paraibano","Brejo Paraibano",11.0431796801505,11.3,"INDICADOR_73"
2011,"Brejo do Cruz","Sertão Paraibano","Catolé do Rocha",11.0431796801505,22.8,"INDICADOR_73"
2011,"Brejo dos Santos","Sertão Paraibano","Catolé do Rocha",11.0431796801505,9.1,"INDICADOR_73"
2011,"Caaporã","Mata Paraibana","Litoral Sul",11.0431796801505,0.8,"INDICADOR_73"
