"COD_UF","NOME_UF","COD_MUNICIPIO","ANO","COD_MESO","NOME_MESO","COD_MICRO","NOME_MICRO","NOME_MUNICIPIO","numero.matriculas","IFDM","receita"
25,"Paraíba",2501401,2011,2504,"Mata Paraibana",250420,"Litoral Norte","Baía da Traição",2013,0.560286176668513,"12857591.70"
25,"Paraíba",2501500,2011,2503,"Agreste Paraibano",250315,"Brejo Paraibano","Bananeiras",4223,0.592167786149667,"31001615.77"
25,"Paraíba",2501534,2011,2502,"Borborema",250209,"Seridó Oriental Paraibano","Baraúna",1043,0.623995111017922,"8924089.38"
25,"Paraíba",2501609,2011,2503,"Agreste Paraibano",250312,"Curimataú Ocidental","Barra de Santa Rosa",2822,0.604500275106728,"21060661.37"
25,"Paraíba",2501575,2011,2502,"Borborema",250211,"Cariri Oriental","Barra de Santana",1759,0.619710059414297,"13229695.43"
25,"Paraíba",2501708,2011,2502,"Borborema",250211,"Cariri Oriental","Barra de São Miguel",1328,0.54265116801207,"9892006.78"
25,"Paraíba",2501807,2011,2504,"Mata Paraibana",250422,"João Pessoa","Bayeux",10759,0.600481930965733,"87917879.46"
25,"Paraíba",2501906,2011,2503,"Agreste Paraibano",250316,"Guarabira","Belém",2379,0.626962696910067,"27352899.47"
25,"Paraíba",2502003,2011,2501,"Sertão Paraibano",250101,"Catolé do Rocha","Belém do Brejo do Cruz",1070,0.571056150140863,"10519902.15"
25,"Paraíba",2502052,2011,2501,"Sertão Paraibano",250102,"Cajazeiras","Bernardino Batista",1196,0.563047225097958,"9501293.47"
25,"Paraíba",2502102,2011,2501,"Sertão Paraibano",250106,"Itaporanga","Boa Ventura",779,0.479886085995643,"8137596.32"
25,"Paraíba",2502151,2011,2503,"Agreste Paraibano",250317,"Campina Grande","Boa Vista",1210,0.614805822408932,"14663362.94"
25,"Paraíba",2502201,2011,2501,"Sertão Paraibano",250102,"Cajazeiras","Bom Jesus",777,0.542030825469064,"9382533.62"
25,"Paraíba",2502300,2011,2501,"Sertão Paraibano",250101,"Catolé do Rocha","Bom Sucesso",534,0.544503757939667,"8689641.78"
25,"Paraíba",2502409,2011,2501,"Sertão Paraibano",250102,"Cajazeiras","Bonito de Santa Fé",1535,0.580788509376208,"15945018.95"
25,"Paraíba",2502508,2011,2502,"Borborema",250211,"Cariri Oriental","Boqueirão",2812,0.589104089870237,"21597472.45"
25,"Paraíba",2502706,2011,2503,"Agreste Paraibano",250315,"Brejo Paraibano","Borborema",1008,0.548509182371033,"8945942.96"
25,"Paraíba",2502805,2011,2501,"Sertão Paraibano",250101,"Catolé do Rocha","Brejo do Cruz",1998,0.560281350123971,"17644159.29"
25,"Paraíba",2502904,2011,2501,"Sertão Paraibano",250101,"Catolé do Rocha","Brejo dos Santos",894,0.522856899678318,"9550310.07"
25,"Paraíba",2503001,2011,2504,"Mata Paraibana",250423,"Litoral Sul","Caaporã",5179,0.560139888150991,"39783780.94"
25,"Paraíba",2503100,2011,2502,"Borborema",250211,"Cariri Oriental","Cabaceiras",1020,0.612982780553407,"9165928.90"
25,"Paraíba",2503209,2011,2504,"Mata Paraibana",250422,"João Pessoa","Cabedelo",7439,0.787988775108029,"139246670.26"
25,"Paraíba",2503308,2011,2501,"Sertão Paraibano",250102,"Cajazeiras","Cachoeira dos Índios",1627,0.536362539381765,"14433352.76"
25,"Paraíba",2503407,2011,2501,"Sertão Paraibano",250104,"Patos","Cacimba de Areia",651,0.566915610519956,"7840737.10"
25,"Paraíba",2503506,2011,2503,"Agreste Paraibano",250313,"Curimataú Oriental","Cacimba de Dentro",3524,0.589948737953537,"19434721.67"
25,"Paraíba",2503555,2011,2501,"Sertão Paraibano",250107,"Serra do Teixeira","Cacimbas",2115,0.540687717064026,"14051948.22"
25,"Paraíba",2503605,2011,2503,"Agreste Paraibano",250316,"Guarabira","Caiçara",1746,0.592104331088631,"11299882.04"
25,"Paraíba",2503704,2011,2501,"Sertão Paraibano",250102,"Cajazeiras","Cajazeiras",6485,0.632407716089148,"66417845.45"
25,"Paraíba",2503753,2011,2501,"Sertão Paraibano",250103,"Sousa","Cajazeirinhas",789,0.656213670581779,"9111133.08"
25,"Paraíba",2503803,2011,2503,"Agreste Paraibano",250318,"Itabaiana","Caldas Brandão",944,0.541367063000589,"8705403.55"
25,"Paraíba",2503902,2011,2502,"Borborema",250210,"Cariri Ocidental","Camalaú",974,0.573554388670132,"10313789.22"
25,"Paraíba",2504009,2011,2503,"Agreste Paraibano",250317,"Campina Grande","Campina Grande",28359,0.752107631823573,"512587443.99"
25,"Paraíba",2504033,2011,2504,"Mata Paraibana",250420,"Litoral Norte","Capim",1711,0.579432671279586,"10674321.91"
25,"Paraíba",2504074,2011,2502,"Borborema",250211,"Cariri Oriental","Caraúbas",799,0.57123615329343,"8848087.92"
25,"Paraíba",2504108,2011,2501,"Sertão Paraibano",250102,"Cajazeiras","Carrapateira",493,0.521855848005595,"8393746.29"
25,"Paraíba",2504157,2011,2503,"Agreste Paraibano",250313,"Curimataú Oriental","Casserengue",1809,0.59131397039018,"11010964.11"
25,"Paraíba",2504207,2011,2501,"Sertão Paraibano",250105,"Piancó","Catingueira",679,0.585995902123539,"7427248.61"
25,"Paraíba",2504306,2011,2501,"Sertão Paraibano",250101,"Catolé do Rocha","Catolé do Rocha",3454,0.544556664740904,"31552926.80"
25,"Paraíba",2504355,2011,2502,"Borborema",250211,"Cariri Oriental","Caturité",854,0.635997225948352,"8993943.74"
25,"Paraíba",2504405,2011,2501,"Sertão Paraibano",250106,"Itaporanga","Conceição",2263,0.659191639284193,"21609928.81"
25,"Paraíba",2504504,2011,2501,"Sertão Paraibano",250103,"Sousa","Condado",944,0.504075098145196,"9331644.66"
25,"Paraíba",2504603,2011,2504,"Mata Paraibana",250422,"João Pessoa","Conde",4016,0.597680045202809,"46044523.68"
25,"Paraíba",2504702,2011,2502,"Borborema",250210,"Cariri Ocidental","Congo",752,0.672427005057119,"8409051.72"
25,"Paraíba",2504801,2011,2501,"Sertão Paraibano",250105,"Piancó","Coremas",1495,0.595432645470089,"18763859.64"
25,"Paraíba",2504850,2011,2502,"Borborema",250210,"Cariri Ocidental","Coxixola",147,0.52483799062258,"6241589.91"
25,"Paraíba",2504900,2011,2504,"Mata Paraibana",250421,"Sapé","Cruz do Espírito Santo",2843,0.517044524080909,"19684444.24"
25,"Paraíba",2505006,2011,2502,"Borborema",250209,"Seridó Oriental Paraibano","Cubati",1591,0.546120860465611,"10885169.20"
25,"Paraíba",2505105,2011,2503,"Agreste Paraibano",250312,"Curimataú Ocidental","Cuité",2686,0.601127220280189,"27121256.89"
25,"Paraíba",2505238,2011,2504,"Mata Paraibana",250420,"Litoral Norte","Cuité de Mamanguape",2308,0.601997342378604,"11886259.32"
25,"Paraíba",2505204,2011,2503,"Agreste Paraibano",250316,"Guarabira","Cuitegi",1045,0.567319176288407,"10773401.96"
25,"Paraíba",2505279,2011,2504,"Mata Paraibana",250420,"Litoral Norte","Curral de Cima",1416,0.584865729391098,"10356989.43"
25,"Paraíba",2505303,2011,2501,"Sertão Paraibano",250106,"Itaporanga","Curral Velho",589,0.57227538865077,"7220484.67"
25,"Paraíba",2505352,2011,2503,"Agreste Paraibano",250312,"Curimataú Ocidental","Damião",1331,0.556261914712798,"9988348.83"
25,"Paraíba",2505402,2011,2501,"Sertão Paraibano",250107,"Serra do Teixeira","Desterro",1418,0.608168900443463,"12083839.72"
25,"Paraíba",2505600,2011,2501,"Sertão Paraibano",250106,"Itaporanga","Diamante",1299,0.606675640314555,"10613153.61"
25,"Paraíba",2505709,2011,2503,"Agreste Paraibano",250313,"Curimataú Oriental","Dona Inês",2154,0.513236286712148,"16755456.03"
25,"Paraíba",2505808,2011,2503,"Agreste Paraibano",250316,"Guarabira","Duas Estradas",955,0.672806127184702,"8946700.62"
25,"Paraíba",2505907,2011,2501,"Sertão Paraibano",250105,"Piancó","Emas",599,0.571355819383009,"7816263.10"
25,"Paraíba",2506004,2011,2503,"Agreste Paraibano",250314,"Esperança","Esperança",5019,0.541238185302719,"41026368.28"
25,"Paraíba",2506103,2011,2503,"Agreste Paraibano",250317,"Campina Grande","Fagundes",2332,0.650563712939001,"15984893.56"
25,"Paraíba",2506202,2011,2502,"Borborema",250209,"Seridó Oriental Paraibano","Frei Martinho",459,0.577203637848038,"7761286.10"
25,"Paraíba",2506251,2011,2503,"Agreste Paraibano",250319,"Umbuzeiro","Gado Bravo",2721,0.647057391079273,"13483860.43"
25,"Paraíba",2506301,2011,2503,"Agreste Paraibano",250316,"Guarabira","Guarabira",6168,0.551538686826136,"61619563.51"
25,"Paraíba",2506400,2011,2503,"Agreste Paraibano",250318,"Itabaiana","Gurinhém",2467,0.686537821049415,"17713962.11"
25,"Paraíba",2506509,2011,2502,"Borborema",250211,"Cariri Oriental","Gurjão",494,0.561108875330187,"7576898.32"
25,"Paraíba",2506608,2011,2501,"Sertão Paraibano",250106,"Itaporanga","Ibiara",646,0.582749651178064,"28873768.07"
25,"Paraíba",2502607,2011,2501,"Sertão Paraibano",250105,"Piancó","Igaracy",1069,0.57360542147984,"10171564.61"
25,"Paraíba",2506707,2011,2501,"Sertão Paraibano",250107,"Serra do Teixeira","Imaculada",2047,0.558860209885169,"13965247.19"
25,"Paraíba",2506806,2011,2503,"Agreste Paraibano",250318,"Itabaiana","Ingá",2817,0.540442530148371,"22193298.72"
25,"Paraíba",2506905,2011,2503,"Agreste Paraibano",250318,"Itabaiana","Itabaiana",2018,0.584525641607896,"29116254.90"
25,"Paraíba",2507002,2011,2501,"Sertão Paraibano",250106,"Itaporanga","Itaporanga",1675,0.591415560344196,"22565506.98"
25,"Paraíba",2507101,2011,2504,"Mata Paraibana",250420,"Litoral Norte","Itapororoca",2923,0.58611734188191,"20799720.22"
25,"Paraíba",2507200,2011,2503,"Agreste Paraibano",250318,"Itabaiana","Itatuba",1506,0.54936645203555,"13213347.08"
25,"Paraíba",2507309,2011,2504,"Mata Paraibana",250420,"Litoral Norte","Jacaraú",3376,0.510755525018496,"22314249.16"
25,"Paraíba",2507408,2011,2501,"Sertão Paraibano",250101,"Catolé do Rocha","Jericó",1237,0.615461576036212,"10578549.04"
25,"Paraíba",2507507,2011,2504,"Mata Paraibana",250422,"João Pessoa","João Pessoa",55029,0.565770490174584,"1313114707.70"
25,"Paraíba",2507606,2011,2503,"Agreste Paraibano",250318,"Itabaiana","Juarez Távora",1739,0.798666564808638,"10854016.13"
25,"Paraíba",2507705,2011,2502,"Borborema",250209,"Seridó Oriental Paraibano","Juazeirinho",3206,0.575228253896193,"22309212.63"
25,"Paraíba",2507804,2011,2502,"Borborema",250208,"Seridó Ocidental Paraibano","Junco do Seridó",910,0.557156888227938,"9175367.71"
25,"Paraíba",2507903,2011,2504,"Mata Paraibana",250421,"Sapé","Juripiranga",1817,0.575177999765932,"13466368.77"
25,"Paraíba",2508000,2011,2501,"Sertão Paraibano",250107,"Serra do Teixeira","Juru",1507,0.566525151440339,"11839433.71"
25,"Paraíba",2508109,2011,2501,"Sertão Paraibano",250101,"Catolé do Rocha","Lagoa",1067,0.549946418443593,"9861976.27"
25,"Paraíba",2508208,2011,2503,"Agreste Paraibano",250316,"Guarabira","Lagoa de Dentro",2384,0.537316838180477,"12694075.00"
25,"Paraíba",2508307,2011,2503,"Agreste Paraibano",250317,"Campina Grande","Lagoa Seca",4093,0.598692267060764,"30647721.88"
25,"Paraíba",2508406,2011,2501,"Sertão Paraibano",250103,"Sousa","Lastro",779,0.598882203290117,"9410333.61"
25,"Paraíba",2508505,2011,2502,"Borborema",250210,"Cariri Ocidental","Livramento",1378,0.526547865546403,"11066277.79"
25,"Paraíba",2508554,2011,2503,"Agreste Paraibano",250316,"Guarabira","Logradouro",875,0.572533709040182,"8143402.65"
25,"Paraíba",2508604,2011,2504,"Mata Paraibana",250422,"João Pessoa","Lucena",2601,0.539702106074084,"20623955.89"
25,"Paraíba",2508703,2011,2501,"Sertão Paraibano",250104,"Patos","Mãe d'Água",767,0.602642659653432,"8700188.88"
25,"Paraíba",2508802,2011,2501,"Sertão Paraibano",250103,"Sousa","Malta",767,0.586827785955327,"9107518.47"
25,"Paraíba",2508901,2011,2504,"Mata Paraibana",250420,"Litoral Norte","Mamanguape",6407,0.583976989109102,"44707917.81"
25,"Paraíba",2509008,2011,2501,"Sertão Paraibano",250107,"Serra do Teixeira","Manaíra",1851,0.535099134768122,"13767186.29"
25,"Paraíba",2509057,2011,2504,"Mata Paraibana",250420,"Litoral Norte","Marcação",2322,0.517722028485791,"13767445.46"
25,"Paraíba",2509107,2011,2504,"Mata Paraibana",250421,"Sapé","Mari",3312,0.544316577656795,"23527529.30"
25,"Paraíba",2509156,2011,2501,"Sertão Paraibano",250103,"Sousa","Marizópolis",1799,0.572663457875526,"11818232.68"
25,"Paraíba",2509206,2011,2503,"Agreste Paraibano",250317,"Campina Grande","Massaranduba",2312,0.52922053725766,"15964603.45"
25,"Paraíba",2509305,2011,2504,"Mata Paraibana",250420,"Litoral Norte","Mataraca",2065,0.567635121258647,"17373708.05"
25,"Paraíba",2509339,2011,2503,"Agreste Paraibano",250315,"Brejo Paraibano","Matinhas",624,0.637727630743293,"8451320.18"
25,"Paraíba",2509370,2011,2501,"Sertão Paraibano",250101,"Catolé do Rocha","Mato Grosso",447,0.549355276081013,"7622228.00"
25,"Paraíba",2509396,2011,2501,"Sertão Paraibano",250107,"Serra do Teixeira","Maturéia",1568,0.552484287944626,"10901129.84"
25,"Paraíba",2509404,2011,2503,"Agreste Paraibano",250318,"Itabaiana","Mogeiro",2599,0.61344222741283,"16534341.45"
25,"Paraíba",2509503,2011,2503,"Agreste Paraibano",250314,"Esperança","Montadas",1116,0.572960204231439,"10275353.17"
25,"Paraíba",2509602,2011,2501,"Sertão Paraibano",250102,"Cajazeiras","Monte Horebe",704,0.62207290494654,"9069426.18"
25,"Paraíba",2509701,2011,2502,"Borborema",250210,"Cariri Ocidental","Monteiro",3251,0.499071283204574,"39511458.07"
25,"Paraíba",2509800,2011,2503,"Agreste Paraibano",250316,"Guarabira","Mulungu",1625,0.595136098604239,"11735478.81"
25,"Paraíba",2509909,2011,2503,"Agreste Paraibano",250319,"Umbuzeiro","Natuba",2012,0.518764765910497,"13958298.06"
25,"Paraíba",2510006,2011,2501,"Sertão Paraibano",250103,"Sousa","Nazarezinho",1356,0.65504122157789,"11849074.96"
25,"Paraíba",2510105,2011,2503,"Agreste Paraibano",250312,"Curimataú Ocidental","Nova Floresta",1298,NA,"12634483.63"
25,"Paraíba",2510204,2011,2501,"Sertão Paraibano",250105,"Piancó","Nova Olinda",1120,0.561139411748279,"10061721.77"
25,"Paraíba",2510303,2011,2502,"Borborema",250209,"Seridó Oriental Paraibano","Nova Palmeira",707,0.511444154590131,"8980565.15"
25,"Paraíba",2510402,2011,2501,"Sertão Paraibano",250105,"Piancó","Olho d'Água",1207,0.651109648552775,"10368372.73"
25,"Paraíba",2510501,2011,2503,"Agreste Paraibano",250312,"Curimataú Ocidental","Olivedos",933,0.531175778806863,"8179693.23"
25,"Paraíba",2510600,2011,2502,"Borborema",250210,"Cariri Ocidental","Ouro Velho",356,0.570353885999252,"7178203.13"
25,"Paraíba",2510659,2011,2502,"Borborema",250210,"Cariri Ocidental","Parari",230,0.563242182994507,"6658638.35"
25,"Paraíba",2510709,2011,2501,"Sertão Paraibano",250104,"Patos","Passagem",469,0.597729399429629,"7526711.41"
25,"Paraíba",2510808,2011,2501,"Sertão Paraibano",250104,"Patos","Patos",9540,0.556132006743653,"114322116.94"
25,"Paraíba",2510907,2011,2501,"Sertão Paraibano",250103,"Sousa","Paulista",1869,0.682736499937673,"17021430.76"
25,"Paraíba",2511004,2011,2501,"Sertão Paraibano",250106,"Itaporanga","Pedra Branca",836,0.618231405432635,"8712367.79"
25,"Paraíba",2511103,2011,2502,"Borborema",250209,"Seridó Oriental Paraibano","Pedra Lavrada",1898,0.575724714477792,"13490002.06"
25,"Paraíba",2511202,2011,2504,"Mata Paraibana",250423,"Litoral Sul","Pedras de Fogo",6781,0.690024131123971,"52401206.70"
25,"Paraíba",2512721,2011,2504,"Mata Paraibana",250420,"Litoral Norte","Pedro Régis",1037,0.58623493450256,"9274210.67"
25,"Paraíba",2511301,2011,2501,"Sertão Paraibano",250105,"Piancó","Piancó",2582,0.607129140334543,"27251746.76"
25,"Paraíba",2511400,2011,2502,"Borborema",250209,"Seridó Oriental Paraibano","Picuí",3676,0.606893142471915,"29733640.30"
25,"Paraíba",2511509,2011,2504,"Mata Paraibana",250421,"Sapé","Pilar",1655,0.688543450619692,"16975876.74"
25,"Paraíba",2511608,2011,2503,"Agreste Paraibano",250315,"Brejo Paraibano","Pilões",1671,0.571531714958936,"11670774.33"
25,"Paraíba",2511707,2011,2503,"Agreste Paraibano",250316,"Guarabira","Pilõezinhos",960,0.539287611461255,"9659366.14"
25,"Paraíba",2511806,2011,2503,"Agreste Paraibano",250316,"Guarabira","Pirpirituba",1311,0.56039037867679,"13884658.63"
25,"Paraíba",2511905,2011,2504,"Mata Paraibana",250423,"Litoral Sul","Pitimbu",3134,0.590490337079557,"22169785.96"
25,"Paraíba",2512002,2011,2503,"Agreste Paraibano",250312,"Curimataú Ocidental","Pocinhos",3775,0.582793300132098,"24673709.87"
25,"Paraíba",2512036,2011,2501,"Sertão Paraibano",250102,"Cajazeiras","Poço Dantas",1487,0.618202716190922,"12950041.78"
25,"Paraíba",2512077,2011,2501,"Sertão Paraibano",250102,"Cajazeiras","Poço de José de Moura",1500,0.533663711097475,"12018411.83"
25,"Paraíba",2512101,2011,2501,"Sertão Paraibano",250103,"Sousa","Pombal",3399,0.593903696621085,"39689893.34"
25,"Paraíba",2512200,2011,2502,"Borborema",250210,"Cariri Ocidental","Prata",625,0.653887411516982,"9534216.62"
25,"Paraíba",2512309,2011,2501,"Sertão Paraibano",250107,"Serra do Teixeira","Princesa Isabel",2250,0.607197694256448,"26652400.62"
25,"Paraíba",2512408,2011,2503,"Agreste Paraibano",250317,"Campina Grande","Puxinanã",1836,0.607378773598607,"14823191.25"
25,"Paraíba",2512507,2011,2503,"Agreste Paraibano",250317,"Campina Grande","Queimadas",7595,0.567681808584992,"48694753.94"
25,"Paraíba",2512606,2011,2501,"Sertão Paraibano",250104,"Patos","Quixabá",446,0.600108141185487,"7338680.04"
25,"Paraíba",2512705,2011,2503,"Agreste Paraibano",250312,"Curimataú Ocidental","Remígio",3049,0.622585663189401,"24240288.38"
25,"Paraíba",2512747,2011,2503,"Agreste Paraibano",250313,"Curimataú Oriental","Riachão",776,0.59310005727413,"8066748.05"
25,"Paraíba",2512754,2011,2503,"Agreste Paraibano",250318,"Itabaiana","Riachão do Bacamarte",929,0.531931779666374,"9234485.70"
25,"Paraíba",2512762,2011,2504,"Mata Paraibana",250421,"Sapé","Riachão do Poço",992,0.528345095444331,"8582305.88"
25,"Paraíba",2512788,2011,2502,"Borborema",250211,"Cariri Oriental","Riacho de Santo Antônio",513,0.520979077272302,"7154227.71"
25,"Paraíba",2512804,2011,2501,"Sertão Paraibano",250101,"Catolé do Rocha","Riacho dos Cavalos",1185,0.615325254319978,"11159312.03"
25,"Paraíba",2512903,2011,2504,"Mata Paraibana",250420,"Litoral Norte","Rio Tinto",4126,0.541276897629111,"28237567.23"
25,"Paraíba",2513000,2011,2502,"Borborema",250208,"Seridó Ocidental Paraibano","Salgadinho",783,0.589238015599791,"8720466.70"
25,"Paraíba",2513109,2011,2503,"Agreste Paraibano",250318,"Itabaiana","Salgado de São Félix",2544,0.537302392956799,"17650937.24"
25,"Paraíba",2513158,2011,2503,"Agreste Paraibano",250319,"Umbuzeiro","Santa Cecília",1708,0.566216211322458,"10889342.87"
25,"Paraíba",2513208,2011,2501,"Sertão Paraibano",250103,"Sousa","Santa Cruz",764,0.626181987334154,"10501003.54"
25,"Paraíba",2513307,2011,2501,"Sertão Paraibano",250102,"Cajazeiras","Santa Helena",1137,0.559407536074998,"10646158.41"
25,"Paraíba",2513356,2011,2501,"Sertão Paraibano",250106,"Itaporanga","Santa Inês",648,0.613106863732351,"7216118.04"
25,"Paraíba",2513406,2011,2502,"Borborema",250208,"Seridó Ocidental Paraibano","Santa Luzia",1583,0.459628274416086,"19769831.02"
25,"Paraíba",2513703,2011,2504,"Mata Paraibana",250422,"João Pessoa","Santa Rita",18099,0.669165717525321,"135905529.90"
25,"Paraíba",2513802,2011,2501,"Sertão Paraibano",250104,"Patos","Santa Teresinha",849,0.62662197226088,"8853512.53"
25,"Paraíba",2513505,2011,2501,"Sertão Paraibano",250106,"Itaporanga","Santana de Mangueira",1142,0.636129644875231,"9609201.51"
25,"Paraíba",2513604,2011,2501,"Sertão Paraibano",250105,"Piancó","Santana dos Garrotes",1092,0.54767855513805,"9838951.30"
25,"Paraíba",2513653,2011,2501,"Sertão Paraibano",250102,"Cajazeiras","Santarém",1097,0.562165733002875,"10599790.02"
25,"Paraíba",2513851,2011,2502,"Borborema",250211,"Cariri Oriental","Santo André",513,0.605151926825234,"7359029.08"
25,"Paraíba",2513927,2011,2501,"Sertão Paraibano",250103,"Sousa","São Bentinho",676,0.563990737504641,"8941601.67"
25,"Paraíba",2513901,2011,2501,"Sertão Paraibano",250101,"Catolé do Rocha","São Bento",5039,0.581144104647764,"43087475.05"
25,"Paraíba",2513968,2011,2501,"Sertão Paraibano",250103,"Sousa","São Domingos",671,0.612464960782138,"8161495.90"
25,"Paraíba",2513943,2011,2502,"Borborema",250211,"Cariri Oriental","São Domingos do Cariri",452,0.616495564807335,"7198455.30"
25,"Paraíba",2513984,2011,2501,"Sertão Paraibano",250103,"Sousa","São Francisco",705,0.579792539173274,"9632785.16"
25,"Paraíba",2514008,2011,2502,"Borborema",250211,"Cariri Oriental","São João do Cariri",412,0.619624119987431,"7949274.98"
25,"Paraíba",2500700,2011,2501,"Sertão Paraibano",250102,"Cajazeiras","São João do Rio do Peixe",2968,0.613873951708075,"22673906.40"
25,"Paraíba",2514107,2011,2502,"Borborema",250210,"Cariri Ocidental","São João do Tigre",976,0.579626800019864,"9365700.71"
25,"Paraíba",2514206,2011,2501,"Sertão Paraibano",250103,"Sousa","São José da Lagoa Tapada",1075,0.58988551982274,"12239741.35"
25,"Paraíba",2514305,2011,2501,"Sertão Paraibano",250106,"Itaporanga","São José de Caiana",1097,0.556228179943873,"10675257.32"
25,"Paraíba",2514404,2011,2501,"Sertão Paraibano",250104,"Patos","São José de Espinharas",807,0.454391326183652,"8977435.14"
25,"Paraíba",2514503,2011,2501,"Sertão Paraibano",250102,"Cajazeiras","São José de Piranhas",2473,0.605062763102943,"23612442.30"
25,"Paraíba",2514552,2011,2501,"Sertão Paraibano",250107,"Serra do Teixeira","São José de Princesa",515,0.597473482783549,"7889143.28"
25,"Paraíba",2514602,2011,2501,"Sertão Paraibano",250104,"Patos","São José do Bonfim",664,0.520049739493988,"7796505.46"
25,"Paraíba",2514651,2011,2501,"Sertão Paraibano",250101,"Catolé do Rocha","São José do Brejo do Cruz",487,0.596181377869871,"7298331.82"
25,"Paraíba",2514701,2011,2502,"Borborema",250208,"Seridó Ocidental Paraibano","São José do Sabugi",635,0.608702039291956,"8693755.60"
25,"Paraíba",2514800,2011,2502,"Borborema",250210,"Cariri Ocidental","São José dos Cordeiros",456,0.678232224101562,"7743782.04"
25,"Paraíba",2514453,2011,2504,"Mata Paraibana",250421,"Sapé","São José dos Ramos",1144,0.524317152167956,"10090122.50"
25,"Paraíba",2514909,2011,2502,"Borborema",250208,"Seridó Ocidental Paraibano","São Mamede",1540,0.545708651444817,"11599838.87"
25,"Paraíba",2515005,2011,2504,"Mata Paraibana",250421,"Sapé","São Miguel de Taipu",1770,0.632272947310497,"10206565.47"
25,"Paraíba",2515104,2011,2503,"Agreste Paraibano",250314,"Esperança","São Sebastião de Lagoa de Roça",2069,0.491624804892432,"15768112.69"
25,"Paraíba",2515203,2011,2502,"Borborema",250210,"Cariri Ocidental","São Sebastião do Umbuzeiro",497,0.630790791191165,"7775987.80"
25,"Paraíba",2515302,2011,2504,"Mata Paraibana",250421,"Sapé","Sapé",6846,NA,"57565632.54"
25,"Paraíba",2515401,2011,2502,"Borborema",250209,"Seridó Oriental Paraibano","Seridó",1920,0.58327539355879,NA
25,"Paraíba",2515500,2011,2502,"Borborema",250210,"Cariri Ocidental","Serra Branca",1537,0.552143008587474,NA
25,"Paraíba",2515609,2011,2503,"Agreste Paraibano",250316,"Guarabira","Serra da Raiz",489,0.606251674404799,NA
25,"Paraíba",2515708,2011,2501,"Sertão Paraibano",250106,"Itaporanga","Serra Grande",698,0.520952247781423,NA
25,"Paraíba",2515807,2011,2503,"Agreste Paraibano",250317,"Campina Grande","Serra Redonda",1205,0.578428020627343,NA
25,"Paraíba",2515906,2011,2503,"Agreste Paraibano",250315,"Brejo Paraibano","Serraria",907,0.548771907728126,NA
25,"Paraíba",2515930,2011,2503,"Agreste Paraibano",250316,"Guarabira","Sertãozinho",946,0.527035267063592,NA
25,"Paraíba",2515971,2011,2504,"Mata Paraibana",250421,"Sapé","Sobrado",1529,0.629420078681832,NA
25,"Paraíba",2516003,2011,2503,"Agreste Paraibano",250313,"Curimataú Oriental","Solânea",3689,0.617258549240112,NA
