"COD_UF","NOME_UF","COD_MUNICIPIO","ANO","COD_MESO","NOME_MESO","COD_MICRO","NOME_MICRO","NOME_MUNICIPIO","numero.matriculas","IFDM","FPM"
25,"Paraíba",2515609,2011,2503,"Agreste Paraibano",250316,"Guarabira","Serra da Raiz",489,0.606251674404799,0.00361652907583439
25,"Paraíba",2515708,2011,2501,"Sertão Paraibano",250106,"Itaporanga","Serra Grande",698,0.520952247781423,0.00271239692055608
25,"Paraíba",2515807,2011,2503,"Agreste Paraibano",250317,"Campina Grande","Serra Redonda",1205,0.578428020627343,0.00271239692055608
25,"Paraíba",2515906,2011,2503,"Agreste Paraibano",250315,"Brejo Paraibano","Serraria",907,0.548771907728126,0.00271239692055608
25,"Paraíba",2515930,2011,2503,"Agreste Paraibano",250316,"Guarabira","Sertãozinho",946,0.527035267063592,0.00271239692055608
25,"Paraíba",2515971,2011,2504,"Mata Paraibana",250421,"Sapé","Sobrado",1529,0.629420078681832,0.00271239692055608
25,"Paraíba",2516003,2011,2503,"Agreste Paraibano",250313,"Curimataú Oriental","Solânea",3689,0.617258549240112,0.00271239692055608
25,"Paraíba",2516102,2011,2503,"Agreste Paraibano",250312,"Curimataú Ocidental","Soledade",2213,0.619732988728193,0.00632892580692333
25,"Paraíba",2516151,2011,2503,"Agreste Paraibano",250312,"Curimataú Ocidental","Sossêgo",644,0.587649223444067,0.00452066126900614
25,"Paraíba",2516201,2011,2501,"Sertão Paraibano",250103,"Sousa","Sousa",4725,0.578681131716189,0.00271239692055608
25,"Paraíba",2516300,2011,2502,"Borborema",250210,"Cariri Ocidental","Sumé",1571,0.597821262915496,0.0108495868864623
25,"Paraíba",2516409,2011,2503,"Agreste Paraibano",250313,"Curimataú Oriental","Tacima",1695,0.632690072392287,0.00452066126900614
25,"Paraíba",2516508,2011,2502,"Borborema",250210,"Cariri Ocidental","Taperoá",1752,0.598587166980921,0.00452066126900614
25,"Paraíba",2516607,2011,2501,"Sertão Paraibano",250107,"Serra do Teixeira","Tavares",2740,0.566801280607489,0.00452066126900614
25,"Paraíba",2516706,2011,2501,"Sertão Paraibano",250107,"Serra do Teixeira","Teixeira",2414,0.615632814632875,0.00452066126900614
25,"Paraíba",2516755,2011,2502,"Borborema",250209,"Seridó Oriental Paraibano","Tenório",701,0.579706994444629,0.00271239692055608
25,"Paraíba",2516805,2011,2501,"Sertão Paraibano",250102,"Cajazeiras","Triunfo",1306,NA,0.00271239692055608
25,"Paraíba",2516904,2011,2501,"Sertão Paraibano",250102,"Cajazeiras","Uiraúna",2028,0.594845018031541,0.00452066126900614
25,"Paraíba",2517001,2011,2503,"Agreste Paraibano",250319,"Umbuzeiro","Umbuzeiro",2453,0.643615251769819,0.00271239692055608
25,"Paraíba",2517100,2011,2502,"Borborema",250208,"Seridó Ocidental Paraibano","Várzea",534,0.678962626386414,0.00271239692055608
25,"Paraíba",2517209,2011,2501,"Sertão Paraibano",250103,"Sousa","Vieirópolis",818,0.591346861984899,0.00271239692055608
25,"Paraíba",2505501,2011,2501,"Sertão Paraibano",250103,"Sousa","Vista Serrana",489,0.561714288866077,0.00271239692055608
25,"Paraíba",2517407,2011,2502,"Borborema",250210,"Cariri Ocidental","Zabelê",361,0.570029177390586,0.00271239468484382
