"Cidade","Distancia1","Distancia2","Distancia3","Distancia4","Distancia5","Distancia6","Distancia7","Distancia8","Distancia9","Distancia10"
"Riacho de Santo Antônio",0.0386016815034479,0.0443126766174165,0.0779540015251311,0.102344100129166,0.118422270725588,0.125763349470422,0.137340346218087,0.151173651330686,0.152221583626096,0.172070167270188
"Riacho dos Cavalos",0.0449764755311605,0.0600649354840439,0.0832607380412847,0.0872957038023379,0.0929510636421536,0.0949771216724499,0.1169911991425,0.124969469582451,0.133961697787149,0.136454201256683
"Rio Tinto",0.0707231659618758,0.164632041732146,0.183988890604577,0.201522149106419,0.258639714626742,0.260189587826142,0.267785457394926,0.269494692027455,0.303795034547817,0.316728824170241
"Salgadinho",0.0541905778107074,0.0650205360714797,0.0916672703977893,0.0919359818478512,0.0982102426476004,0.111480784341669,0.124969469582451,0.152696113594665,0.159359696230076,0.159720886812365
"Salgado de São Félix",0.0492670802060657,0.0624714945059933,0.0836847657039987,0.107215590192613,0.136034528402029,0.14074528056424,0.164876640692265,0.1695056234622,0.173813733231261,0.17761099399179
"Santa Cecília",0.131933328135548,0.13541322569794,0.136787168538944,0.157702394628096,0.158219742945177,0.180506862211217,0.184648153323647,0.189220038815866,0.223785067381404,0.230041547649813
"Santa Cruz",0.0493740225644082,0.0579147189872494,0.0696480974900962,0.0835628008541211,0.0854233479074245,0.0935986455660589,0.0978191758273201,0.0999277158312741,0.115292545390695,0.123470812686528
"Santa Helena",0.0306778174948465,0.0573269766501484,0.072034470689415,0.0972701183647322,0.111434895615524,0.123323676026091,0.126684155323546,0.128856433244771,0.148243524984679,0.152221583626096
"Santa Inês",0.152630923601945,0.420808500759251,0.709993854531673,0.817434866635714,NA,NA,NA,NA,NA,NA
"Santa Luzia",0.152307560606136,0.287045780977402,0.307080136695319,0.314097361281582,0.335334989914541,0.34122016896537,0.437715454172544,0.44281352804133,0.520535238319491,0.538163794855148
"Santa Rita",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Santa Teresinha",0.140895943610253,0.177176678185625,0.223791914630879,0.243066209832622,0.255143900955395,0.265330057126708,0.283349659202494,0.289767265585425,0.295297926391377,0.297708842770261
"Santana de Mangueira",0.0267544383823547,0.0354084957308618,0.0411222209557059,0.0905795813496993,0.0974734047226056,0.112282617832265,0.122232841340037,0.124746754982693,0.133961697787149,0.138457791189016
"Santana dos Garrotes",0.0298947844914779,0.0378932743651734,0.0473125330812966,0.0588364294617557,0.068761606338211,0.0818624365448301,0.0935986455660589,0.125615871172177,0.138137149867608,0.138755801607251
"Santarém",0.045316646027871,0.0674669218123865,0.0803523645786847,0.080896834111391,0.0819757081446407,0.11489949746223,0.119524180554896,0.138749516630354,0.138987035992563,0.159128682598307
"Santo André",0.0386287591231196,0.0474891113840979,0.0682733730698954,0.115292545390695,0.127527629612752,0.129716024305674,0.13081733668277,0.138137149867608,0.156551530087613,0.1610285509243
"São Bentinho",0.0314426481497235,0.037453081689089,0.0533206759160939,0.0546688557007398,0.0573392838888208,0.0604926741651384,0.062180659191977,0.1149270941758,0.117925075408763,0.119538039123482
"São Bento",0.363841843524569,0.375654616351717,0.376214767193336,0.399472739109358,0.437523831393442,0.443451481486302,0.457611607614862,0.476035101271499,0.540516638765806,0.545919191211661
"São Domingos",0.0443126766174165,0.0670636853935723,0.079694172862972,0.107583543747878,0.113532305645121,0.117448467541791,0.128856433244771,0.136217292405432,0.143502576739566,0.154495889433917
"São Domingos do Cariri",0.0491709655723236,0.0569243679828154,0.0604926741651384,0.0621117770682601,0.0627244195062819,0.0786187092929932,0.113754821653011,0.121738693526008,0.142093120451378,0.162830438591814
"São Francisco",0.0670636853935723,0.0879799343089836,0.102344100129166,0.105699105608791,0.118487968388317,0.137291898192242,0.154846109668369,0.160201206348641,0.166706901901796,0.177030189247184
"São João do Cariri",0.0386016815034479,0.0460117221289878,0.079694172862972,0.108677986436168,0.119010184806468,0.137291898192242,0.138643116371053,0.147318021281038,0.166339692590191,0.180748635320044
"São João do Rio do Peixe",0.0756726258877957,0.107140961491584,0.151000077120722,0.163955175796496,0.167124611397594,0.173552065780786,0.199765952571179,0.237874005134256,0.243770435675528,0.250065048668138
"São João do Tigre",0.0470667182090875,0.0792029060394967,0.0899397413671334,0.106176360985745,0.113103456659953,0.125884605219202,0.131153927645135,0.146994854988,0.14903414924153,0.161633218423661
"São José da Lagoa Tapada",0.0587030986623363,0.094009771676976,0.0971251688332396,0.0978191758273201,0.106493246917178,0.113519047546957,0.121390476723732,0.125615871172177,0.145072568213926,0.146707328236066
"São José de Caiana",0.152630923601945,0.533643144078894,0.78607471753979,NA,NA,NA,NA,NA,NA,NA
"São José de Espinharas",0.0605595844813605,0.0672366893667743,0.0674669218123865,0.0867593874471889,0.105733366490897,0.131270860116421,0.134745487487836,0.145198589761859,0.156061631908793,0.161341322302641
"São José de Piranhas",0.111518671301549,0.115242091275022,0.119042682688596,0.122972120152962,0.158276369456099,0.166870241921245,0.167555262805682,0.171957015548971,0.186613698575617,0.19059754057261
"São José de Princesa",0.0196066891310388,0.074734604480388,0.089408610863552,0.104685770928133,0.105033866798999,0.109291167768883,0.148004907278936,0.169909838995721,0.19598383678196,0.225467244720557
"São José do Bonfim",0.0259622709857168,0.0720645955961842,0.103481878605003,0.106504547256147,0.108108171291386,0.133549685212033,0.14903414924153,0.187191368249172,0.195381750499425,0.197937225293929
"São José do Brejo do Cruz",0.0498620900670435,0.0627861113975238,0.10544975044019,0.105733366490897,0.108677986436168,0.129649445193536,0.137340346218087,0.150443850427502,0.159533378410549,0.166922176458245
"São José do Sabugi",0.0285686371648198,0.307080136695319,0.369633322418606,0.37812681647745,0.397526045858706,0.457474483830285,0.562116214197119,0.574347315990667,0.647108882208748,0.722304916041224
"São José dos Cordeiros",0.0701406375300412,0.0878874891135592,0.089408610863552,0.0932275174667789,0.104826960357281,0.116858438373985,0.136147583105303,0.139308098869943,0.166679111180334,0.173436438904446
"São José dos Ramos",0.0411222209557059,0.0650319367898118,0.0666831394291147,0.0756999619485742,0.0929510636421536,0.101616936649801,0.110902098848131,0.112606054884122,0.121311010969395,0.129323020556273
"São Mamede",0.130486017705955,0.131933328135548,0.14770329232949,0.168841119470912,0.174349839033204,0.177176678185625,0.20664721755279,0.232263200264007,0.255756366622209,0.26543073145149
"São Miguel de Taipu",0.285445073173787,0.30521419800833,0.330660430391505,0.401982701075422,0.435857427666947,0.4600999305716,0.542229865545286,0.563409319549244,0.633034834323347,0.642197040080211
"São Sebastião de Lagoa de Roça",0.130486017705955,0.13541322569794,0.144691962361387,0.161058085343809,0.172227695187321,0.241389720871918,0.262501180686541,0.264372866649608,0.279573874858002,0.279788526907698
"Sapé",0.39068948744428,0.450540959449485,0.708480601965654,0.904775630369261,0.915668731094879,0.922374617834498,NA,NA,NA,NA
"Seridó",0.0754792346977944,0.0966828073064327,0.101130362590528,0.112009022695714,0.131512299389599,0.154038132592154,0.156496942086288,0.177462034703551,0.191384307160415,0.203221494708147
"Serra Branca",0.0551310357915894,0.0924096269977754,0.119524180554896,0.122528201052621,0.137472764783517,0.160666129536697,0.171250679813939,0.173618073909909,0.179366315934826,0.184359060258999
"Serra da Raiz",0.0196066891310388,0.0701406375300412,0.0728172237491766,0.100693295297661,0.113150718752421,0.113373035993034,0.133887512102644,0.157655885965177,0.182854512289733,0.23644646424734
"Serra Grande",0.0137802638851262,0.0265441721881412,0.039246667327568,0.0573392838888208,0.0627244195062819,0.0644684216638532,0.0834299802710276,0.100708816152867,0.116576279570348,0.120994310670887
"Serra Redonda",0.0267544383823547,0.0454279363331528,0.0645436415915131,0.0650319367898118,0.0754784374750259,0.129793806144873,0.131987415551145,0.149073000026168,0.156048254751959,0.159389778045711
"Serraria",0.0276555602506785,0.0307639414728416,0.0867724911434087,0.10612900937508,0.110034292742966,0.11003673676052,0.116858438373985,0.127002477812908,0.157655885965177,0.169909838995721
"Sertãozinho",0.114679927391621,0.140895943610253,0.14770329232949,0.1571170425214,0.182343041708166,0.184648153323647,0.210056707502877,0.245798232257224,0.262501180686541,0.274614506642126
"Sobrado",0.0756513730271132,0.0795966919573464,0.0952649197478848,0.10012873281329,0.123323676026091,0.136648738028522,0.146318085702313,0.178867085031446,0.189220038815866,0.192292424773202
"Solânea",0.0487105624133452,0.126325492349343,0.228293237899163,0.314097392932794,0.330663157332781,0.343474782117521,0.364448063808396,0.375654616351717,0.377443249803002,0.412877477961447
"Soledade",0.0477097980685833,0.118494532421893,0.125467367572038,0.131512299389599,0.138123009184408,0.148557663932827,0.150613723596663,0.156988093024856,0.177539481089652,0.21269332896822
"Sossêgo",0.0137802638851262,0.025382168180425,0.0442049008113109,0.0491709655723236,0.0533206759160939,0.0757979712166391,0.0907934870550538,0.095448901648294,0.114196790328406,0.132604866942942
"Sousa",0.434740809715833,0.457611607614862,0.487530856329126,0.489906793894893,0.502066549758279,0.539416363517579,0.572759932287585,0.635027493531399,0.649286941849238,0.660267181133096
"Sumé",0.168841119470912,0.172227695187321,0.186773429065264,0.217129720439757,0.223785067381404,0.245798232257224,0.265330057126708,0.291885869202796,0.303513828109793,0.309060637119352
"Tacima",0.0542961926689591,0.0909019004675285,0.0966828073064327,0.140166873063155,0.153512757120355,0.161217085751916,0.16365486345064,0.16878050847262,0.170208489799231,0.171808584030011
"Taperoá",0.100410220706328,0.1204410098622,0.144105316768898,0.164735521440391,0.166110982178624,0.166870241921245,0.171250679813939,0.183359318575469,0.204302405796139,0.207291181889714
"Tavares",0.0492670802060657,0.104261233858735,0.125603281750545,0.132579841514839,0.134131848725378,0.134860015501604,0.17593961809792,0.182198536133575,0.209798328395869,0.215543388650211
"Teixeira",0.134919363054467,0.178896085841671,0.194397434528076,0.206169147626921,0.211623391174527,0.216388267114727,0.220032330040105,0.249594549462995,0.252274943094581,0.273224654032861
"Tenório",0.0225389777750483,0.025382168180425,0.0265441721881412,0.0314426481497235,0.0569243679828154,0.0785985232083477,0.0881172357749174,0.0902679736029074,0.105510760262268,0.134820210539208
"Uiraúna",0.100410220706328,0.118962759177118,0.122972120152962,0.125904463138974,0.132113655787546,0.140010460051753,0.142134532231786,0.156988093024856,0.185070165266121,0.193130554217061
"Umbuzeiro",0.152493174425717,0.228127194961301,0.256798356584857,0.279573874858002,0.3075722705279,0.313871663067972,0.326686468276878,0.330051891756211,0.369820654348779,0.397693864959016
"Várzea",0.0285686371648198,0.335334989914541,0.387515636103734,0.397248375091645,0.416020365354543,0.474922802128688,0.578430141498322,0.600202738368165,0.661169651940771,0.743230282204022
"Vieirópolis",0.0470667182090875,0.073262268155666,0.086034643624275,0.0943248238088498,0.106504547256147,0.124359152466118,0.134341803853748,0.145131698256587,0.153139015574337,0.165817369321073
"Vista Serrana",0.0435631945402956,0.0474891113840979,0.0854233479074245,0.11242542327476,0.113935658329729,0.115171693817892,0.115774888467384,0.119292877050586,0.138755801607251,0.146586977015603
"Zabelê",0.0920936251823111,0.12939701389292,0.129716024305674,0.137847194180343,0.140607905702875,0.159708193418884,0.160114884295724,0.164677434305056,0.164934908109983,0.17464946158999
