"Cidade","Distancia1","Distancia2","Distancia3","Distancia4","Distancia5","Distancia6","Distancia7","Distancia8","Distancia9","Distancia10"
"Arara",0.0917738811973782,0.124594606276352,0.12928992828825,0.167880030766026,0.16973523166317,0.173712382171093,0.19554302863459,0.201700707395799,0.248026336494008,0.25612228893219
"Araruna",0.140770784800085,0.185015180027293,0.200472760867546,0.214221643119255,0.228293237899163,0.235847197785089,0.247166199316992,0.25371935310898,0.285701922866913,0.29052557981227
"Areia de Baraúnas",0.132579841514839,0.151724129311358,0.17761099399179,0.178907749061694,0.193015538938015,0.212742562377769,0.231495873247997,0.235248141965671,0.257539692232034,0.299513353647968
"Areia",0.0460117221289878,0.0627861113975238,0.0779540015251311,0.102387106627877,0.104226130631196,0.113532305645121,0.135837919683361,0.161341322302641,0.164301961999815,0.166227269308897
"Areial",0.210142650130981,0.218647519620695,0.223791914630879,0.228127194961301,0.233987653935563,0.252646908200652,0.255756366622209,0.285740429913619,0.309060637119352,0.321610952780018
"Assunção",0.0466763384097428,0.072034470689415,0.0940571298688126,0.102387106627877,0.104707587886167,0.10544975044019,0.117448467541791,0.118422270725588,0.119010184806468,0.121058207755175
"Baía da Traição",0.0503524452436475,0.115435315692138,0.136714711067618,0.159639959278411,0.160430459879964,0.161876188076608,0.169610775171649,0.178604981920041,0.185480174000005,0.195732055849411
"Bananeiras",0.0707231659618758,0.142187980443461,0.203942839933002,0.236575253229449,0.244127632790609,0.245626393717322,0.274223345294664,0.3261242126996,0.338498818197165,0.36566170328113
"Baraúna",0.0453504977779574,0.114679927391621,0.118487968388317,0.138478452959605,0.157702394628096,0.176658910984885,0.178867085031446,0.18942207306238,0.203175360068892,0.20664721755279
"Barra de Santa Rosa",0.0630475489242035,0.0875868275425025,0.0979609926303231,0.153516929515787,0.167555262805682,0.178611853226786,0.185015180027293,0.243922948499129,0.249594549462995,0.259378546848073
"Barra de Santana",0.0559896722459413,0.0756513730271132,0.136787168538944,0.13893998932277,0.155860829076914,0.160654403270485,0.178896085841671,0.18942207306238,0.197579027476874,0.221120525181428
"Barra de São Miguel",0.0449764755311605,0.0756999619485742,0.0912645994310624,0.105645730390291,0.112282617832265,0.120249769859055,0.124766362867933,0.125144463013097,0.129793806144873,0.141459413107102
"Bayeux",0.822462269599316,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Belém",0.161058085343809,0.217129720439757,0.230041547649813,0.240095711495795,0.252274943094581,0.2530055570087,0.256311032080988,0.274012395136954,0.30901073460978,0.325318607504644
"Belém do Brejo do Cruz",0.0313183439209297,0.0420159185362935,0.0561230048654834,0.0759820628750145,0.0818702015888139,0.0937371241309433,0.111741703654452,0.115768908283528,0.130528995617228,0.14429683989891
"Bernardino Batista",0.0298947844914779,0.0563053441114009,0.0582723565965104,0.0672377186903284,0.0765002237037189,0.0915958157880896,0.123470812686528,0.146707328236066,0.147532309844236,0.156551530087613
"Boa Ventura",0.330660430391505,0.397921277923813,0.420808500759251,0.533643144078894,0.618555116463568,0.658558269466038,0.662234333735583,0.70120720307168,0.783058302834764,0.822219521384705
"Boa Vista",0.0573269766501484,0.081139052830622,0.0940578111245599,0.0952649197478848,0.122725284515729,0.143502576739566,0.148502180843682,0.158847688409141,0.160201206348641,0.160654403270485
"Bom Jesus",0.0406417789550424,0.0463055978512431,0.0546145017060461,0.0603774507994241,0.0752815836189065,0.0949771216724499,0.0982102426476004,0.112606054884122,0.117559978480014,0.124766362867933
"Bom Sucesso",0.035233025344153,0.0622603837957305,0.0698175341068838,0.0752815836189065,0.102555283985038,0.112846033475652,0.125759232104865,0.135162544518718,0.140287087536921,0.152107832905124
"Bonito de Santa Fé",0.0542961926689591,0.101130362590528,0.134192180040289,0.134613656995974,0.135020367908661,0.149124401634258,0.181971885614568,0.185586185553034,0.187774983467322,0.193958726978732
"Boqueirão",0.0950602992687693,0.102304667198923,0.11242352312397,0.138123009184408,0.149592145175783,0.16275956489493,0.19059754057261,0.199765952571179,0.201104039813337,0.201104300323484
"Borborema",0.0354084957308618,0.0454279363331528,0.0666831394291147,0.088321233264568,0.0924626323929906,0.111531884392848,0.117164802053231,0.12007090287548,0.135162544518718,0.141459413107102
"Brejo do Cruz",0.0503524452436475,0.106921441521341,0.142521484682909,0.160340642963072,0.167008889054157,0.168852480483619,0.172554133761131,0.173813733231261,0.18954724932031,0.207741040646302
"Brejo dos Santos",0.0306817001243629,0.0458566249127207,0.0807361354235984,0.0867724911434087,0.100693295297661,0.104685770928133,0.104826960357281,0.114014795788195,0.171246840039969,0.186369876959452
"Caaporã",0.450540959449485,0.476486026706519,0.484321486613151,0.522417334665687,0.523900873694457,0.589256168918989,0.590022891420939,0.605022810742413,0.629027112756275,0.636520812841096
"Cabaceiras",0.0306778174948465,0.0466763384097428,0.081139052830622,0.107583543747878,0.121330376977591,0.122135424142536,0.125012957281683,0.125763349470422,0.135837919683361,0.138643116371053
"Cabedelo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Cachoeira dos Índios",0.0660354215403649,0.0679019043421433,0.124594606276352,0.126886128866632,0.136279697292418,0.141784415916175,0.146416268815412,0.149324475167405,0.15417734816869,0.15537677372258
"Cacimba de Areia",0.0682733730698954,0.0920936251823111,0.0954607873642598,0.101222379187878,0.113935658329729,0.115218445701398,0.130528995617228,0.137027083580397,0.141314626608039,0.147532309844236
"Cacimba de Dentro",0.135020358248479,0.152946543574521,0.16275956489493,0.164632041732146,0.174638766811864,0.196900454877666,0.203942839933002,0.244388611683391,0.250065048668138,0.253957356255797
"Cacimbas",0.016148214461712,0.0884873115532921,0.106994957825282,0.141784415916175,0.173712382171093,0.186876223580407,0.20316664751429,0.207362235060121,0.211813925388789,0.236740813735319
"Caiçara",0.0671610519506967,0.10693642607276,0.118962759177118,0.1273706766183,0.166110982178624,0.166904840977559,0.172102407592401,0.177539481089652,0.180406591858574,0.190195362978383
"Cajazeiras",0.566847058221751,0.580101810061698,0.738048019014563,0.777575096618071,0.79380953463993,0.806494342342609,0.819055559132032,0.823640043178377,0.871160900352981,0.909371530672203
"Cajazeirinhas",0.0634140787616399,0.10734223548405,0.204192053345013,0.280917719840757,0.285740429913619,0.34122016896537,0.416290935350871,0.457474483830285,0.460249588321321,0.467903287974686
"Caldas Brandão",0.0382822273241118,0.0406417789550424,0.0600649354840439,0.0782373025917849,0.0891821856102819,0.090010501395717,0.0912645994310624,0.0916672703977893,0.101616936649801,0.112846033475652
"Camalaú",0.0384900192192904,0.0479436010930466,0.0561230048654834,0.0571688983821668,0.0705889211730911,0.0936693436772497,0.102929766021897,0.120994310670887,0.132604866942942,0.140645572023417
"Campina Grande",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Capim",0.067607713587973,0.0698649934163185,0.0797142644716139,0.0829619513992064,0.0900506966341085,0.0906957433311567,0.104652967478442,0.14429683989891,0.155556934494753,0.157458228089781
"Caraúbas",0.0306817001243629,0.0471571626532101,0.0728172237491766,0.074734604480388,0.0932275174667789,0.0974833273511479,0.110034292742966,0.137637780265636,0.179466324549302,0.197930717353927
"Carrapateira",0.073262268155666,0.103328105131013,0.108108171291386,0.111575082979801,0.113103456659953,0.146619241879835,0.164194188111784,0.16669911449377,0.177626663888999,0.1841110422288
"Casserengue",0.0754792346977944,0.124992377401111,0.1273706766183,0.134613656995974,0.140166873063155,0.148557663932827,0.148783184490529,0.155605808543123,0.173522177361182,0.178278221532834
"Catingueira",0.035233025344153,0.0603774507994241,0.0711811281473873,0.0721547133872436,0.090010501395717,0.100751060453025,0.110070665641557,0.110902098848131,0.111531884392848,0.124746754982693
"Catolé do Rocha",0.124573920041228,0.30901073460978,0.326686468276878,0.343474782117521,0.348029978484057,0.369067879512787,0.380529589443962,0.382519652194182,0.431169744354177,0.436683158589459
"Caturité",0.0634140787616399,0.170663906172988,0.266939927012343,0.2792983964261,0.287045780977402,0.333156219203161,0.397526045858706,0.414434627430354,0.416020365354543,0.477758714847539
"Conceição",0.236507331026588,0.30521419800833,0.308701752523663,0.310475556106453,0.322720165540381,0.352077464026796,0.388764593461404,0.464507392594622,0.47236044419261,0.512004166514013
"Condado",0.0642493341498618,0.0720645955961842,0.0787863793520435,0.134341803853748,0.150228284498254,0.156061631908793,0.159128682598307,0.161633218423661,0.162978264066584,0.163100528607749
"Conde",0.382924338170118,0.413803581219589,0.50877550429805,0.519730038224609,0.588788784140173,0.616726069038985,0.668196728661598,0.690498677650561,0.71454699304385,0.766680489005326
"Congo",0.0259622709857168,0.0642493341498618,0.086034643624275,0.103328105131013,0.125884605219202,0.128057247873717,0.136652866111785,0.172070500992155,0.175410895832073,0.178317466751043
"Coremas",0.135043179122648,0.148750305514383,0.170888400423538,0.171246840039969,0.173172113374592,0.174990761932699,0.175780934952706,0.177492574642224,0.191966497395369,0.192757176111053
"Coxixola",0.105033866798999,0.113150718752421,0.166679111180334,0.179466324549302,0.208331584825654,0.209665128847669,0.245132199230502,0.251009236052455,0.270088547065483,0.27482248614074
"Cruz do Espírito Santo",0.0705817262009162,0.132612635954561,0.137834919202785,0.207362235060121,0.222540197575025,0.224776522447947,0.244335647705229,0.310910018731862,0.321619565599233,0.322478829750336
"Cubati",0.1204410098622,0.122005536369244,0.122528201052621,0.134330354344819,0.138987035992563,0.151505559115046,0.157452982092457,0.162978264066584,0.176879106769994,0.185070165266121
"Cuité",0.0720768372252095,0.0875868275425025,0.104095955052215,0.111518671301549,0.148586982453128,0.179543124401229,0.203861105622672,0.225306464574385,0.23082291462722,0.232010847962552
"Cuité de Mamanguape",0.0433125330210718,0.0757490849123222,0.0836847657039987,0.110848396525562,0.112928336582771,0.125603281750545,0.142562915223944,0.146878040700145,0.157458228089781,0.160430459879964
"Cuitegi",0.0675128593993613,0.0777104167178222,0.106176360985745,0.1149270941758,0.118694090854844,0.134820210539208,0.135003843604085,0.135720968180573,0.145131698256587,0.149124401634258
"Curral de Cima",0.0125370055718532,0.0698649934163185,0.0818702015888139,0.0891957222750533,0.0951416775981465,0.102929766021897,0.106503751566981,0.117980515504032,0.129359840866863,0.14066650265792
"Curral Velho",0.0273261784917864,0.0835628008541211,0.0846349145190746,0.115171693817892,0.121390476723732,0.122226847390997,0.124591531520033,0.133288238023556,0.143876531290428,0.153816373842728
"Damião",0.0427075985830616,0.0699774983687461,0.0819757081446407,0.0924096269977754,0.111434895615524,0.121058207755175,0.121942292213234,0.122135424142536,0.134745487487836,0.148502180843682
"Desterro",0.0427075985830616,0.0551310357915894,0.0803523645786847,0.0911490340737806,0.122005536369244,0.144717332234601,0.145198589761859,0.146368016939442,0.148243524984679,0.158942585276333
"Diamante",0.0550839618667298,0.0745358515952118,0.136516970684787,0.15861936521224,0.175940389251454,0.211865698392155,0.219433573167272,0.227735636021357,0.244017688964083,0.258898039224197
"Dona Inês",0.152307560606136,0.3629339875606,0.369633322418606,0.370569335808094,0.397248375091645,0.414434627430354,0.467903287974686,0.492074575372634,0.519730038224609,0.538547505351907
"Duas Estradas",0.0228064702865025,0.0313183439209297,0.0479436010930466,0.0798616882220314,0.0944168071129393,0.100749440234406,0.106503751566981,0.115218445701398,0.133071536532862,0.137847194180343
"Emas",0.0463055978512431,0.0698175341068838,0.0698683912122242,0.0711811281473873,0.0782373025917849,0.0919359818478512,0.130469141800183,0.13472377115861,0.136454201256683,0.155519323875735
"Esperança",0.371247504074092,0.474303164218669,0.480733459565563,0.50877550429805,0.566847058221751,0.655857007528194,0.719118113510223,0.73970534204378,0.746489808782798,0.757752804173764
"Fagundes",0.106633570238803,0.149601442182571,0.153512757120355,0.156496942086288,0.167124611397594,0.179638126650975,0.192670911182757,0.194111703265367,0.194721663233533,0.197900757130751
"Frei Martinho",0.101612746785138,0.204192053345013,0.233987653935563,0.243066209832622,0.266939927012343,0.381924694175044,0.392056392953712,0.393190453108748,0.422060240509412,0.441341028382284
"Gado Bravo",0.0999362697053301,0.132612635954561,0.156964485046252,0.174511934564801,0.184490969648561,0.211054323061503,0.241378037628915,0.247340886562519,0.262985132817702,0.275441112668117
"Guarabira",0.588788784140173,0.654353182070737,0.817896798908782,NA,NA,NA,NA,NA,NA,NA
"Gurinhém",0.106921441521341,0.107215590192613,0.115435315692138,0.134131848725378,0.140827112631509,0.146878040700145,0.161734139404733,0.189659515278816,0.19152508640814,0.198150730724659
"Gurjão",0.0546688557007398,0.0621117770682601,0.0683984375192481,0.0785985232083477,0.0895306694039537,0.0907934870550538,0.100708816152867,0.105119904740645,0.135720968180573,0.165055598598205
"Ibiara",0.208318880027116,0.217569595986316,0.220305844322305,0.221363804178207,0.225279565056092,0.236399420177453,0.241060584513668,0.246467274797408,0.248771672721058,0.25011567285051
"Igaracy",0.0404392745201495,0.0423853833544478,0.0587030986623363,0.068761606338211,0.0696480974900962,0.0745183033953679,0.0915958157880896,0.124591531520033,0.146586977015603,0.14812327682724
"Imaculada",0.016148214461712,0.0911646529402188,0.10136322000071,0.126886128866632,0.167880030766026,0.173486710162852,0.188980327463045,0.196952526359969,0.222540197575025,0.232435500059706
"Ingá",0.079851412032188,0.0950602992687693,0.107140961491584,0.146976834539401,0.150613723596663,0.162888347301537,0.186383818530326,0.196900454877666,0.197900757130751,0.216473688338015
"Itabaiana",0.118494532421893,0.125904463138974,0.138157850583744,0.150769560896657,0.171957015548971,0.183359318575469,0.197276509457901,0.201104300323484,0.220109219178308,0.22445167172974
"Itaporanga",0.112009022695714,0.124992377401111,0.125467367572038,0.134192180040289,0.150769560896657,0.152372367492434,0.162957222463649,0.170208489799231,0.172102407592401,0.189968309419998
"Itapororoca",0.0705817262009162,0.0999362697053301,0.154622859666909,0.174219131318888,0.186229455123693,0.265326663778184,0.265992571216534,0.27960422836243,0.309110684329532,0.316311144310075
"Itatuba",0.0745358515952118,0.0940328345928749,0.163977451426126,0.168781625957485,0.236507331026588,0.246163033019027,0.283352731427774,0.288600981346721,0.297504326826132,0.299870583523007
"Jacaraú",0.109082928992545,0.126325492349343,0.140770784800085,0.220032330040105,0.257129993588112,0.259378546848073,0.307099312574685,0.318196013445761,0.323192061181943,0.331505424297417
"Jericó",0.0582723565965104,0.0818624365448301,0.0992882438530697,0.115768908283528,0.118378526029956,0.119703699415587,0.128064413603382,0.133071536532862,0.134895512218785,0.137027083580397
"João Pessoa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Juarez Távora",0.0829619513992064,0.0909019004675285,0.0951416775981465,0.0985886679675608,0.101735231003361,0.135020367908661,0.144791789315403,0.149601442182571,0.163254420294688,0.173622452794937
"Juazeirinho",0.0426273223410586,0.174219131318888,0.178907749061694,0.184490969648561,0.19152508640814,0.227703836436393,0.244335647705229,0.244545719420151,0.283684919281208,0.293445409091001
"Junco do Seridó",0.0207163668679153,0.0384900192192904,0.0798616882220314,0.0834299802710276,0.0937371241309433,0.095448901648294,0.100615052804338,0.103117186528251,0.105510760262268,0.120353672328935
"Juripiranga",0.028199940506057,0.074609957021609,0.104652967478442,0.112928336582771,0.115943250545684,0.116718356006124,0.134895512218785,0.136714711067618,0.142521484682909,0.152962323003464
"Juru",0.0653536659129136,0.0754784374750259,0.0974734047226056,0.12007090287548,0.121311010969395,0.157734775592689,0.162487507988047,0.193795690148671,0.202223339727756,0.210046498424232
"Lagoa",0.0650205360714797,0.0680711107345208,0.0872957038023379,0.0891821856102819,0.117559978480014,0.125144463013097,0.125338882055249,0.130720930264068,0.13116920091348,0.13472377115861
"Lagoa de Dentro",0.119042682688596,0.126526664349829,0.132113655787546,0.164735521440391,0.178611853226786,0.179543124401229,0.186405055840968,0.198622061681726,0.212714475929472,0.222396588720139
"Lagoa Seca",0.142187980443461,0.201522149106419,0.224891249161307,0.25371935310898,0.253957356255797,0.272139704463707,0.30742469205706,0.324759668057029,0.325229934055819,0.347254160796945
"Lastro",0.0307639414728416,0.0502881045258205,0.0807361354235984,0.0878874891135592,0.0974833273511479,0.112423835889324,0.125226131178278,0.133887512102644,0.136265157883853,0.148004907278936
"Livramento",0.0125370055718532,0.0759820628750145,0.0797142644716139,0.0903510717745888,0.0936693436772497,0.0985886679675608,0.100749440234406,0.113948028870862,0.120353672328935,0.140908154333265
"Logradouro",0.0382822273241118,0.0541905778107074,0.0546145017060461,0.0680711107345208,0.0698683912122242,0.0832607380412847,0.110070665641557,0.120249769859055,0.125759232104865,0.139874608823501
"Lucena",0.0630475489242035,0.0720768372252095,0.11229823077326,0.115242091275022,0.126526664349829,0.140954614679564,0.207214437959982,0.208701438235591,0.225128917990954,0.247166199316992
"Mãe d'Água",0.0592120033488082,0.0777104167178222,0.0792029060394967,0.0943248238088498,0.105119904740645,0.111575082979801,0.119538039123482,0.14218467775389,0.148377157890709,0.153956684989038
"Malta",0.0592120033488082,0.062180659191977,0.0675128593993613,0.0683984375192481,0.0837190470841567,0.0902679736029074,0.113754821653011,0.114196790328406,0.116576279570348,0.131153927645135
"Mamanguape",0.39068948744428,0.590022891420939,0.8742355762495,0.874614323250753,0.884817452295039,0.914492344370216,NA,NA,NA,NA
"Manaíra",0.0592250101399149,0.15861936521224,0.163977451426126,0.175780934952706,0.211841753016465,0.213269561685092,0.239367411075655,0.244230808677131,0.256977635284711,0.291213041254153
"Marcação",0.0884873115532921,0.10136322000071,0.137834919202785,0.174511934564801,0.18109982507585,0.186229455123693,0.218277058768111,0.227284685300633,0.229944028985769,0.25612228893219
"Marizópolis",0.151724129311358,0.163955175796496,0.176540759415381,0.182198536133575,0.214114163038859,0.226956070160634,0.231328025738741,0.252475143325462,0.260359721342978,0.270167339668643
"Mari",0.0917738811973782,0.116372228556582,0.135043179122648,0.140064442474655,0.15537677372258,0.198469433315456,0.207813524366255,0.2105360244192,0.220115119833968,0.235975584709726
"Massaranduba",0.0433125330210718,0.0624714945059933,0.0735770664156082,0.104261233858735,0.107783029398429,0.116718356006124,0.127968536604016,0.140827112631509,0.164127079887603,0.168776155702526
"Mataraca",0.144691962361387,0.152493174425717,0.174349839033204,0.186773429065264,0.210142650130981,0.256311032080988,0.261329216241756,0.289767265585425,0.315823339174226,0.332172344129825
"Matinhas",0.049098897041326,0.076575695673194,0.088321233264568,0.100751060453025,0.102555283985038,0.122232841340037,0.131987415551145,0.140337118647119,0.143876531290428,0.144980563759429
"Mato Grosso",0.0757352118310518,0.076575695673194,0.0846349145190746,0.105110400318718,0.151361536546938,0.163007228242391,0.166857251603686,0.168326863901877,0.172339621839041,0.1865594541975
"Maturéia",0.0795966919573464,0.0940578111245599,0.0972701183647322,0.121942292213234,0.125012957281683,0.13622535924519,0.13893998932277,0.144717332234601,0.160666129536697,0.162028741208732
"Mogeiro",0.106633570238803,0.127968536604016,0.134860015501604,0.14074528056424,0.142562915223944,0.151076659248307,0.173552065780786,0.176540759415381,0.204347186077112,0.207874805377036
"Montadas",0.0453504977779574,0.105699105608791,0.136648738028522,0.154249895373672,0.154495889433917,0.155860829076914,0.1571170425214,0.158219742945177,0.158847688409141,0.185842471752286
"Monte Horebe",0.273075225502335,0.285445073173787,0.305040585365503,0.322952031733594,0.388764593461404,0.393985353884407,0.397921277923813,0.436843974463473,0.45601060206055,0.45844905278254
"Monteiro",0.171860696206255,0.224891249161307,0.23082291462722,0.244127632790609,0.244388611683391,0.246426214663976,0.246657951371086,0.260189587826142,0.282049181505832,0.290609352950624
"Mulungu",0.0592250101399149,0.136516970684787,0.148750305514383,0.153259587749545,0.168781625957485,0.186467132626594,0.190318168581502,0.198912369853236,0.220115119833968,0.237185932219696
"Natuba",0.252646908200652,0.256798356584857,0.2792983964261,0.280917719840757,0.309186400818524,0.314097361281582,0.360654682083331,0.370569335808094,0.392056392953712,0.413427426605678
"Nova Floresta",0.0563053441114009,0.0588364294617557,0.073788819590848,0.0745183033953679,0.0836697978773204,0.0992882438530697,0.113519047546957,0.127387516124457,0.161751722062768,0.161876188076608
"Nova Olinda",0.0550839618667298,0.0940328345928749,0.190318168581502,0.200218600751201,0.213269561685092,0.225467244720557,0.227819896502131,0.241894969611556,0.243808844248232,0.251009236052455
"Nova Palmeira",0.101612746785138,0.10734223548405,0.170663906172988,0.218647519620695,0.309186400818524,0.311971163159246,0.421892072730866,0.426779384892449,0.43378026439594,0.437715454172544
"Olho d'Água",0.0857930134073705,0.0865659841797275,0.101167741702435,0.11003673676052,0.13116920091348,0.136265157883853,0.140064442474655,0.149324475167405,0.159720886812365,0.170888400423538
"Olivedos",0.0228064702865025,0.0420159185362935,0.0705889211730911,0.0954607873642598,0.100615052804338,0.113521287807153,0.113948028870862,0.117980515504032,0.119703699415587,0.12939701389292
"Ouro Velho",0.0386287591231196,0.0435631945402956,0.101222379187878,0.126316290740258,0.140607905702875,0.149518703494444,0.150469149827265,0.153816373842728,0.1556345086941,0.169428692552208
"Parari",0.103481878605003,0.128057247873717,0.146619241879835,0.163100528607749,0.188404919370349,0.191520682910898,0.201319639071343,0.217450419378237,0.234647767101597,0.235353246799269
"Passagem",0.0273261784917864,0.0757352118310518,0.0999277158312741,0.115774888467384,0.143144902513675,0.144980563759429,0.145072568213926,0.148975007889791,0.149518703494444,0.153905279000067
"Patos",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Paulista",0.0559896722459413,0.10012873281329,0.134919363054467,0.13622535924519,0.166248221903909,0.180506862211217,0.200142984230434,0.207072718180823,0.234773089150971,0.23670018701069
"Pedra Branca",0.0207163668679153,0.0571688983821668,0.0644684216638532,0.0757979712166391,0.0881172357749174,0.088703278731187,0.0944168071129393,0.111741703654452,0.113521287807153,0.117925075408763
"Pedra Lavrada",0.3629339875606,0.37812681647745,0.387515636103734,0.43598196288351,0.44281352804133,0.682196201247863,0.690498677650561,0.725180790258834,0.744968528113631,0.850855275750619
"Pedras de Fogo",0.343019388102576,0.398122880927495,0.572759932287585,0.629983064182395,0.652013233525769,0.66311677855048,0.677110473203237,0.697590613616039,0.708480601965654,0.787380071475433
"Pedro Régis",0.045316646027871,0.0672366893667743,0.0699774983687461,0.0911490340737806,0.0927603762666203,0.0940571298688126,0.118297323914831,0.121330376977591,0.126684155323546,0.129649445193536
"Piancó",0.0756438973184859,0.0979609926303231,0.104095955052215,0.11229823077326,0.200349234169651,0.206169147626921,0.214221643119255,0.232796431335821,0.257129993588112,0.26071886943175
"Picuí",0.382924338170118,0.43598196288351,0.492074575372634,0.627613756467354,0.654353182070737,0.728176750750788,0.75010229108516,0.769300297409635,0.805794824761745,0.851128570268662
"Pilar",0.067607713587973,0.0891957222750533,0.0903510717745888,0.0923593103505532,0.101735231003361,0.10341702567354,0.115943250545684,0.148382066096884,0.166132985564824,0.168776155702526
"Pilões",0.0679019043421433,0.0911646529402188,0.105645730390291,0.106994957825282,0.1169911991425,0.124370820874194,0.143177464567276,0.16973523166317,0.172007600711088,0.178975341411023
"Pilõezinhos",0.0119028178852804,0.0404392745201495,0.0473125330812966,0.0493740225644082,0.0765002237037189,0.0836697978773204,0.094009771676976,0.11242542327476,0.122226847390997,0.127527629612752
"Pirpirituba",0.0848089088399131,0.0899397413671334,0.10693642607276,0.124359152466118,0.135003843604085,0.148783184490529,0.152372367492434,0.153956684989038,0.172070500992155,0.176883168945592
"Pitimbu",0.0756726258877957,0.079851412032188,0.09670161226355,0.149592145175783,0.174638766811864,0.214114163038859,0.215469740324942,0.224008475619034,0.224034732080516,0.230418684812293
"Pocinhos",0.0487105624133452,0.109082928992545,0.200472760867546,0.317374429715276,0.357338402302359,0.357774732747763,0.363841843524569,0.363870656785637,0.382519652194182,0.410449720414967
"Poço Dantas",0.0660354215403649,0.0857930134073705,0.116372228556582,0.124370820874194,0.125338882055249,0.12928992828825,0.171542102597753,0.171789005163318,0.172758905503217,0.180965212456102
"Poço de José de Moura",0.0671610519506967,0.0848089088399131,0.142134532231786,0.144105316768898,0.146994854988,0.150228284498254,0.151505559115046,0.165817369321073,0.175410895832073,0.178278221532834
"Pombal",0.304312733386833,0.371247504074092,0.380529589443962,0.398857008271549,0.413427426605678,0.413803581219589,0.506991357578313,0.538547505351907,0.557564411407578,0.568699227266273
"Prata",0.0498620900670435,0.0605595844813605,0.0927603762666203,0.104226130631196,0.104707587886167,0.11489949746223,0.145914368683518,0.147318021281038,0.149258230434606,0.16020590100083
"Princesa Isabel",0.0756438973184859,0.140954614679564,0.148586982453128,0.153516929515787,0.193448075560438,0.194397434528076,0.213641786548117,0.223039338789239,0.233997933742866,0.242165991698809
"Puxinanã",0.028199940506057,0.0560301996603595,0.0900506966341085,0.0923593103505532,0.107783029398429,0.110848396525562,0.142074321624751,0.147378896069,0.14926185909299,0.159639959278411
"Queimadas",0.343019388102576,0.574605369439945,0.632296554475624,0.704069074561349,0.738048019014563,0.798301957360328,0.810872948223142,0.822462269599316,0.840329713386211,NA
"Quixabá",0.0879799343089836,0.136217292405432,0.138478452959605,0.151173651330686,0.154249895373672,0.180748635320044,0.182343041708166,0.226140004858522,0.237961840464336,0.247873118246831
"Remígio",0.102304667198923,0.135020358248479,0.158276369456099,0.171860696206255,0.186383818530326,0.192013632941417,0.203861105622672,0.215469740324942,0.220997564929116,0.224720909995699
"Riachão",0.0828031077700246,0.101167741702435,0.10612900937508,0.111480784341669,0.112423835889324,0.130720930264068,0.162507225513677,0.171789005163318,0.173436438904446,0.190499682090151
"Riachão do Bacamarte",0.0276555602506785,0.0502881045258205,0.0828031077700246,0.0865659841797275,0.114014795788195,0.136147583105303,0.137637780265636,0.153405232362002,0.171542102597753,0.177492574642224
"Riachão do Poço",0.0458566249127207,0.0471571626532101,0.109291167768883,0.113373035993034,0.125226131178278,0.127002477812908,0.139308098869943,0.153259587749545,0.153405232362002,0.174990761932699
